Time,SLP,SP,AT,Tmax,Tmin,Pre,Sf,DSC,GF,DPT,RH,Evap,PET,WS,MWS,LMS,AGWS,MGWS,LCC,MCC,HCC,TCC,TSRI,NSRI,DR,DH,UI,TP,MTP,K,CUPE,runoff
20100101,1019.98,973.99,8.59,9.54,7.03,5.39,0,0,7.77,5.85,82.9,-0.6301,-0.622,0.65,0.45,0.01,3.01,3.81,0.78,0.91,0.06,0.95,2938368,2633216,411584,0.82,403192,34.26,44.82,21.49,9.57,27.992188
20100102,1019.78,974.07,9.13,10.85,8,0.33,0,0,8.38,8.38,95.07,-0.6393,-0.449,0.54,-0.19,0.07,2.57,4.64,0.86,0.65,0.45,0.99,4035776,3624192,485632,1.12,542544,38.94,43.78,5.1,1.86,27.515625
20100103,1018.22,972.78,9.08,14,5.83,0.01,0,0,7.87,6.83,85.79,-0.9984,-1.373,1.11,0.86,-0.29,3.55,6.35,0.48,0,0,0.48,9616448,8575104,4764416,2.67,945544,40.88,45.92,-5.76,0.52,27.734375
20100104,1017.58,972.47,11.49,16.47,7.34,0.06,0,0,9.89,8.02,79.21,-0.9722,-1.542,1.07,-0.39,-0.55,3.26,5.12,0.57,0.08,0,0.57,9009152,8036480,4497984,2.5,970464,33.75,39.31,-0.23,1.12,26.65625
20100105,1020.21,974.54,10.19,13.74,7.17,10.81,0,0,9.85,8.04,86.5,-0.7957,-0.882,1.11,0.67,-0.75,3.2,4.92,0.74,0.87,0.01,0.95,4951488,4446016,1857728,1.38,637248,29.96,37.71,15.53,6.42,25.84375
20100106,1025.51,978.94,6.56,7.84,6,0.88,0,0,5.85,4.47,86.49,-0.7753,-0.297,1.44,-1.41,0.04,3.86,5,1,0.58,0.03,1,1379776,1233984,42944,0.38,203736,28.84,31.38,6.87,1.69,27.078125
20100107,1024.97,978.62,7.47,8.63,5.9,5.5,0,0,7.03,5.11,85.03,-0.8061,-0.792,1.01,-0.94,0.24,2.91,4.11,1,0.68,0.02,1,4574144,4079872,1070144,1.27,541016,35.95,38.38,8.98,1.99,29.4375
20100108,1023.74,977.44,7.63,8.33,5.81,0.03,0,0,6.65,5.36,85.55,-0.8673,-0.624,0.6,-0.43,0.03,2.23,3.93,0.95,0.14,0,0.95,4568512,4075392,509632,1.27,579808,32.72,37.75,-18.96,0.74,30.953125
20100109,1021.18,975.68,10.7,13.99,7.43,0.02,0,0,8.88,7.38,79.9,-1.1137,-1.92,1.01,0.46,-0.42,3.37,6.32,0.75,0.04,0,0.76,12315712,10990272,7783168,3.42,1288856,29.53,38.66,-9.31,0.72,31.625
20100110,1020.45,974.98,11.77,14.32,8.65,7.15,0,0,10.83,9.9,88.29,-0.8099,-0.86,1.09,-0.99,0.4,3.76,5.44,0.98,0.85,0.08,0.99,5608000,5014336,2013120,1.56,633144,41.97,44.58,24.59,9.57,30.09375
20100111,1024.61,978.04,6.94,9.8,4.26,12.22,0,0,5.38,5.52,90.64,-1.3921,-0.166,2.42,-2.31,0.61,7.07,8.48,0.87,0.92,0.09,0.97,953408,859392,15808,0.26,121968,28.27,39.18,13.75,11.42,30.203125
20100112,1028.37,981.6,4.54,9.66,-0.29,0,0,0,2.7,-0.71,68.7,-1.4248,-2.135,1.77,-1.7,0.36,5.45,8.53,0.09,0,0,0.09,14055168,12527808,10068352,3.9,1387704,6.26,13.25,-35.62,0.02,36.15625
20100113,1031.03,984.28,4.83,11.29,0.03,0,0,0,2.77,-2.55,58.76,-1.4785,-2.441,1.33,-0.95,-0.53,4.2,7.49,0,0,0.01,0.01,16102528,14349824,12745664,4.47,1575896,8.58,16.75,-31.19,0,43.03125
20100114,1027.78,981.79,6.47,14.53,-0.02,0,0,0,4.51,0.51,65.66,-1.3828,-2.268,0.94,0.56,-0.5,2.84,4.62,0,0,0.05,0.05,15958464,14231232,12592768,4.43,1584464,4.69,12.17,-38.49,0,41.90625
20100115,1027.28,981.8,11.58,17.91,1.34,0.02,0,0,9.73,4.41,61.4,-1.5267,-2.395,0.91,0.15,-0.46,2.5,3.44,0.03,0.6,0,0.62,14767104,13185920,11468800,4.1,1527600,10.18,21.39,-2.56,16.99,37.65625
20100116,1028.83,983.12,12.05,16.9,7.74,0.07,0,0,9.73,7.61,74.22,-0.7699,-1.165,0.76,0.05,-0.67,2.56,3.77,0.53,0.2,0.1,0.67,7139392,6392768,2767616,1.98,841112,24.43,29.35,-4.58,3.32,33.71875
20100117,1027.57,981.98,11.39,18.62,5.17,0,0,0,9.78,6.86,73.66,-1.2526,-2.049,0.9,0.5,-0.5,3.12,4.64,0.39,0.01,0.04,0.4,13992704,12484672,9617344,3.89,1450696,25.84,28.66,-30.99,0.16,30.734375
20100118,1024.59,979.34,12.07,19.12,6.13,0.01,0,0,10.35,7.41,73.17,-1.4557,-2.371,0.88,0.54,-0.48,3.58,4.63,0.32,0,0,0.32,15378816,13712768,11820096,4.27,1568112,22,23.8,-29.65,0.44,28.546875
20100119,1020.54,975.86,15.42,22.57,8.56,0.04,0,0,12.85,10.21,71.1,-1.3867,-2.29,1.19,0.89,-0.58,4.07,5.38,0.28,0,0.52,0.65,13459840,12012160,8869376,3.74,1472000,25.61,33.26,-11.08,0.83,27.015625
20100120,1019.49,975.03,17.62,20.47,13.32,2.63,0,0,16.54,14.85,83.81,-0.7238,-1.087,1,0.85,-0.28,3.48,4.34,0.6,0.6,0.92,0.98,6197440,5523712,1903040,1.72,758272,37.75,44.45,22.46,13.74,26.046875
20100121,1022.82,977.4,12.84,18.55,8.67,44.13,0,0,12.32,12.08,95.12,-0.9219,-0.124,1.58,-1.29,0.34,4.97,11,0.95,0.99,0.96,1,982528,886016,28352,0.27,161632,37.34,43.75,26.37,37.7,32.203125
20100122,1028.62,982.01,6.78,8.7,5.03,13.59,0,0,6.27,6.14,95.74,-1.1915,-0.166,1.58,-1.56,-0.01,4.56,5.74,1,1,0.69,1,881280,787840,4672,0.24,135224,28.88,30.99,17.04,2.53,62.921875
20100123,1027.16,980.54,6.49,7.26,5.18,9.13,0,0,5.81,6.08,97.17,-0.7704,-0.153,0.58,-0.43,-0.1,2.49,3.62,0.99,0.92,0.65,1,1304832,1168704,8320,0.36,179544,30.12,33.9,18.78,5.17,104.5
20100124,1023.05,977.28,9.73,11.32,6.97,7.07,0,0,9.35,8.76,93.65,-0.6813,-0.446,0.72,0.02,0.14,3.49,4.24,0.98,0.74,0,0.98,3707328,3313344,599488,1.03,495960,39,41.42,23.91,16.57,121.234375
20100125,1027.6,981.52,10.33,12.05,8.75,0.04,0,0,9.41,7.06,80.14,-1.0961,-1.042,1.8,-1.75,-0.21,5.24,7.88,0.92,0.2,0,0.92,5748608,5093824,1165952,1.6,720064,32.08,35.46,8.89,1.46,125.65625
20100126,1024.42,978.71,11.62,15.01,8.6,0.64,0,0,10.68,4.93,63.48,-1.4706,-2.335,1.35,1.11,-0.67,4.75,6.09,0.74,0.43,0.07,0.78,11646016,10369088,7456576,3.24,1358112,36.73,43.16,12.62,16.41,119.875
20100127,1018.61,973.63,12.41,14.28,9.4,20.62,0,0,12.35,10.45,87.81,-0.9289,-1.071,0.91,0.21,-0.3,6.16,8.88,0.76,0.87,0.74,0.99,6519680,5797888,1986176,1.81,765368,45.62,48.74,31.01,31.25,111.09375
20100128,1019.51,974.72,15.01,19.53,12.05,1.66,0,0,13.33,13.08,88.23,-1.1193,-0.97,1,-0.14,-0.32,3.07,5.29,0.69,0.21,0.03,0.69,6910080,6171008,2280896,1.92,841688,43.54,49.1,11.75,35.14,115.875
20100129,1019.72,974.89,16.09,20.65,12.56,1.69,0,0,13.83,11.88,76.1,-1.2986,-1.718,1.35,0.87,-0.67,4,5.43,0.47,0.41,0,0.69,9093120,8093568,3767680,2.53,1093512,37.28,40.36,20.07,5.04,120.90625
20100130,1017.17,972.57,15.63,19.61,12.56,0.15,0,0,14.5,12.84,83.43,-1.4467,-1.959,0.89,0.25,-0.15,3.54,5.52,0.41,0.37,0,0.57,11215552,9973376,7171008,3.12,1284848,38.62,39.43,25.49,6.07,113.546875
20100131,1014.98,970.53,17.11,23.04,13.42,7,0,0,15.7,14.24,83.19,-1.207,-1.593,1.07,-0.01,0.66,5.76,9.22,0.46,0.41,0.06,0.65,9134912,8147776,4678272,2.54,1165096,43.76,49.31,26.06,52.08,104.125
20100201,1017.34,972.45,14.13,18.17,11.69,1.08,0,0,12.88,10.51,78.83,-1.4045,-1.721,1.35,-0.32,-0.24,4.06,7.16,0.69,0.21,0.37,0.79,8925056,7903936,3133312,2.48,1029120,37.4,40.26,7.91,1.36,101.90625
20100202,1018.06,972.62,11.3,12.1,10.63,12.15,0,0,10.64,10.18,92.79,-1.1487,-0.565,1.06,-0.06,-0.62,3.71,9.48,0.98,0.84,0.35,1,3589056,3212352,557440,1,458576,37.07,41.93,22.69,7.53,105.3125
20100203,1020.58,974.85,10.16,11.64,8.79,11.87,0,0,9.65,9.26,94.17,-0.9409,-0.364,1,-0.13,-0.86,3.03,4.62,0.99,0.89,0.27,1,2420096,2144960,177280,0.67,305192,35.31,37.64,21.56,20.88,111.109375
20100204,1020.86,974.97,9.23,9.65,8.88,8.17,0,0,8.75,8.72,96.6,-0.706,-0.16,0.71,0.15,-0.54,2.75,3.59,0.99,0.86,0,1,1546944,1378944,67392,0.43,242848,39.7,42.26,22.8,8.91,122.859375
20100205,1020.24,974.53,10.08,10.46,8.96,8.74,0,0,9.49,9.62,96.94,-0.7103,-0.207,0.79,0.25,-0.54,3.05,4.35,0.99,0.79,0.73,1,2078080,1849600,145600,0.58,342728,42.8,45.85,25.54,4.29,132.92188
20100206,1020.03,974.6,11.4,12.16,10.31,7.74,0,0,10.79,10.89,96.64,-0.6848,-0.229,0.75,0.01,-0.66,3.74,7,0.96,0.65,0.48,0.98,2474560,2200768,61568,0.69,316736,44.99,47.57,26.4,10.89,145.875
20100207,1018.99,973.99,13.3,14.88,11.4,0.76,0,0,12.15,12.01,91.84,-0.7579,-0.508,0.68,0,-0.29,2.37,3.46,0.9,0.2,0.02,0.9,4364032,3836224,549888,1.21,583696,48.13,50.75,17.32,6.61,165.4375
20100208,1015.06,970.62,16.6,21.29,12.06,3.63,0,0,14.98,13.58,82.34,-1.3623,-2.175,1.86,1.56,-0.76,5.98,8.73,0.39,0.2,0.09,0.56,11543488,10228288,6001664,3.21,1293480,45.84,51.46,20.23,49.1,173.25
20100209,1012.58,968.47,19.88,25.26,13.65,1.15,0,0,17.14,15.77,77.21,-1.7782,-2.571,2.33,2.18,-0.02,7.68,12.52,0.26,0.18,0.25,0.52,12229440,10819712,7360320,3.4,1333944,48.24,52.79,26.11,208.4,164.90625
20100210,1010.83,966.93,21.77,27.12,17.19,0,0,0,20.06,16.1,70.2,-2.3466,-4.027,2.74,2.65,-0.3,8.4,9.87,0.15,0.14,0.1,0.3,16646528,14771264,12481728,4.62,1844672,42.2,46.09,10.83,0.97,157.625
20100211,1021.09,975.4,12.13,23.6,5.92,15.11,0,0,10.97,9.67,84.91,-2.7875,-1.178,2.79,-2.13,0.87,9.03,13.57,0.87,0.7,0.36,0.92,5952128,5282816,2477632,1.65,767520,39.57,47.71,22.89,60.71,149.3125
20100212,1028.54,981.54,5.54,6.75,4.78,0.4,0,0,4.41,1.46,74.97,-1.0455,-1.046,2.06,-2.05,0.19,5.58,8.98,0.69,0.58,0.03,0.79,5314752,4706752,1464640,1.48,630792,28.58,33.99,12.19,4.93,151.96875
20100213,1022.69,976.24,6.82,10,4.79,24.73,0,0,6.13,4.22,83.49,-1.267,-1.339,0.93,0.25,-0.38,5.76,9.67,0.95,0.92,0.65,1,7979840,7041408,3909696,2.22,918328,34.81,40.89,20.78,36.34,157.84375
20100214,1022.04,975.56,6.19,7.11,5.13,31.61,0,0,5.33,5.5,95.37,-0.8974,-0.149,1.35,-1.25,0.32,5,7.66,1,0.96,0.27,1,1310720,1153728,4736,0.36,187400,34.4,37.64,20.72,28.07,175.625
20100215,1026.56,979.65,4.94,5.53,3.97,3.89,0,0,3.76,3.65,91.4,-1.1304,-0.27,1.84,-1.81,0.28,5.22,6.47,0.85,0.8,0.01,0.9,1996928,1751168,200384,0.55,245192,28.46,32.65,13.28,24.56,227.21875
20100216,1027.24,980.38,5.88,7.57,4.33,3.67,0,0,4.8,3.46,84.49,-1.1952,-0.936,0.98,-0.83,-0.07,3.17,6.46,0.94,0.71,0,0.95,6373056,5627328,1324864,1.77,794864,24.46,27.76,8.56,12.53,251.34375
20100217,1027.83,980.95,5.17,6.78,3.34,0.04,0,0,4.32,1.59,77.67,-0.944,-0.87,1.72,-1.67,0.2,4.87,6.06,0.61,0.43,0.42,0.96,5342080,4699712,701120,1.48,733144,20.08,26.08,1.56,1.24,238.8125
20100218,1026.67,980.19,6.36,9.46,2.67,0,0,0,5.31,0.39,65.56,-1.5552,-2.63,1.48,-1.45,-0.14,4.31,7.74,0.01,0.33,0.76,0.79,16240064,14311360,9286272,4.51,1697768,15.51,19.13,-1.8,0.09,218.28125
20100219,1024.11,977.76,5.68,9.48,0.68,0,0,0,3.83,-0.17,66.02,-1.0998,-1.676,0.9,-0.39,-0.19,2.67,4.83,0,0.37,0.03,0.4,9876160,8691520,4355968,2.74,1058568,17.56,22.52,-10.98,0.28,196.34375
20100220,1019.6,974.2,8.6,16.85,1.24,1.02,0,0,7.26,2.75,66.68,-1.8404,-3.051,0.96,0.51,-0.47,3.15,3.98,0.01,0.05,0.03,0.08,20147264,17772544,15889280,5.6,2044728,35.45,42.05,-2.56,3.65,176.1875
20100221,1016.68,971.87,12.24,20.16,5.13,0.02,0,0,10.4,6.77,69.19,-1.9442,-3.139,1.03,0.64,-0.54,3.02,5.19,0.02,0.09,0.33,0.34,19201472,16961216,14872192,5.33,2010152,41.54,47.14,6.97,0,158.125
20100222,1016.14,971.44,12.49,17.88,8.41,2.04,0,0,11.39,9.72,83.23,-1.4107,-1.655,0.9,0.46,0.14,2.43,5.32,0.34,0.24,0.09,0.54,11398912,10071104,5410944,3.17,1318568,47.9,49.23,12.91,0.25,141.875
20100223,1011.72,967.44,16.12,24,9.03,0,0,0,14.39,10.89,71.1,-1.9135,-3.276,1.92,1.61,-0.65,5.97,7.69,0.14,0,0.45,0.53,18933888,16709312,14029184,5.26,2003464,42.49,48.73,-11.69,0.04,127.4375
20100224,1007.85,963.89,19.47,23.45,12.96,0.15,0,0,17.89,13.3,67.46,-2.1391,-3.796,3.04,2.94,-0.52,9.85,14.07,0.29,0.31,0.42,0.66,15747904,13900608,9287808,4.37,1717184,41.1,46.31,21.63,38.59,114.375
20100225,1007.6,963.8,21.5,27.83,17.57,10.1,0,0,19.71,17.22,76.57,-2.0874,-3.115,1.69,1.3,0.19,7.79,14.67,0.45,0.3,0.19,0.59,14151360,12484608,9180160,3.93,1622744,45.97,49.46,29.27,225.72,103.6875
20100226,1010.03,965.96,19.45,22.98,16.89,28.15,0,0,17.85,17.83,90.39,-1.1998,-1.013,0.83,0.25,0.07,5.45,9.91,0.71,0.25,0.21,0.77,6860608,6043776,1626240,1.91,833144,48.31,50.43,29.03,537.39,105.625
20100227,1014.18,969.87,18.24,23.13,14.02,1.6,0,0,15.92,15.63,84.73,-1.631,-1.885,1.23,-0.08,-0.15,4.94,8.93,0.54,0.08,0.06,0.54,11295424,9926080,4956608,3.14,1242840,40.59,47.11,-2.74,85.41,137.09375
20100228,1013.51,969.24,19.09,23.98,14.49,0.01,0,0,17.58,15.39,79.11,-1.8939,-3.101,2.69,2.39,-1.08,8.3,11.52,0.36,0.1,0.08,0.46,14401856,12673920,8388480,4,1569032,41.01,43.74,18.25,0.82,164.15625
20100301,1011.4,967.39,20.41,26.52,15.77,11.2,0,0,19.49,17.03,80.93,-1.8644,-2.652,1.42,0.75,0.14,5.96,9.18,0.41,0.25,0.46,0.68,12642560,11103744,6646208,3.51,1488528,48.37,51.96,30.8,379.54,158.40625
20100302,1012.15,967.95,19.17,23.25,15.37,5.74,0,0,18.29,16.74,85.82,-1.5835,-1.392,1.62,1.03,-0.89,5.88,9.38,0.74,0.32,0.04,0.78,7771776,6842688,2713472,2.16,863640,47.32,50.83,28.55,238.39,164.15625
20100303,1011.3,967.06,18.08,21.76,14.52,2.13,0,0,17.33,14.02,77.2,-1.8932,-2.864,2.19,1.5,-0.68,7.31,12.54,0.61,0.35,0.37,0.79,11840512,10434688,6420928,3.29,1344512,47.05,50.69,28.1,212.82,180.75
20100304,1013.08,968.42,14.96,16.57,14.04,6.89,0,0,14.13,13.61,91.61,-1.134,-0.691,1.15,-0.44,0.15,5.33,11.11,0.92,0.27,0.86,0.98,4792704,4209792,1117696,1.33,557536,49.57,53.17,31.05,540.29,182.96875
20100305,1011.04,966.82,18.3,23.47,14.44,43.59,0,0,18.17,16.26,87.91,-1.5585,-1.678,1.96,0.6,0.34,7.5,11.9,0.91,0.55,0.54,0.97,8182976,7160384,2561792,2.27,972952,47.63,49.92,32.45,353.54,196.46875
20100306,1018.64,973.14,11.88,18.48,8.02,38.72,0,0,10.81,10.8,93.04,-2.0877,-0.765,1.95,-1.68,0.4,6.44,10.36,1,0.91,0.39,1,4864704,4250752,911168,1.35,536480,42.23,50.79,28.11,191.41,244.125
20100307,1023.31,976.92,7.17,8.2,6.5,7.72,0,0,6.25,6.33,94.42,-1.2725,-0.282,1.52,-1.47,-0.23,4.54,6.31,1,0.99,0.44,1,1692352,1466496,11648,0.47,228896,37.22,40.35,24.58,20.89,317.78125
20100308,1024.89,978.39,6.96,7.96,4.24,25.98,0.03,0,5.97,6.03,93.78,-1.2762,-0.178,1.83,-1.69,0.45,5.67,9.81,0.97,0.98,0.35,0.99,1365376,1198720,47488,0.38,157576,29.04,35.76,17.1,16.34,343.46875
20100309,1032.58,985.28,4.51,8.1,0.79,0.23,0.01,0,3.31,-1.42,65.37,-1.6712,-1.763,3.02,-2.88,0.7,8.55,11.61,0.45,0.12,0,0.47,9903232,8646080,2328320,2.75,1164272,10.05,20.71,-36.57,0.35,366.625
20100310,1029.26,982.58,5.37,11.11,0.48,0,0,0,3.33,-4.79,47.89,-2.0836,-3.564,1.39,-0.36,-0.46,4.14,7.85,0,0,0.02,0.02,23645056,20746496,18987648,6.57,2360936,3.37,13.86,-51.19,0,360.09375
20100311,1022.96,977.57,10.11,19.67,2,0,0,0,7.96,0.66,51.86,-2.3655,-3.904,1.4,1.1,-0.61,4.19,5.81,0,0,0,0,23638080,20749184,19031808,6.57,2388376,14.39,34.28,-36.99,0,323.34375
20100312,1019.14,974.45,16.3,21.76,6.15,1.45,0,0,14.93,8.68,60.63,-2.4676,-4.175,1.46,1.31,-0.21,4.79,6.61,0.45,0.48,0.11,0.54,20841600,18348480,16267904,5.79,2249008,42.51,50.53,16.84,76.22,288.125
20100313,1016.63,972.11,16.36,18.35,13.22,27.43,0,0,16.63,15.28,93.32,-1.8633,-1.321,0.88,0.43,-0.62,4.37,8.51,0.82,0.73,0.27,0.93,9831104,8632576,4233728,2.73,1104160,47.31,49.87,32.96,87.02,262.96875
20100314,1012.5,968.46,19.52,23,15.64,4.79,0,0,18.37,17.08,85.79,-1.7096,-1.961,1.69,1.52,-0.29,6.32,12.55,0.52,0.36,0.77,0.9,10457600,9208512,3694144,2.9,1259824,43.42,47.43,30.58,69.12,283.5625
20100315,1019.5,974.59,15.88,20.01,10.99,15.93,0,0,15.19,14.32,90.44,-2.2223,-1.054,2.05,-1.87,0.51,6.29,8.18,0.99,0.79,0.81,1,6323712,5545920,1771264,1.76,692152,41.57,47.3,28.57,53.84,287.96875
20100316,1024.32,978.79,13,16.29,10.87,0.04,0,0,12.05,7.77,70.52,-1.468,-1.667,1.54,0.9,-0.47,4.48,7.66,0.77,0.14,0.67,0.91,8419200,7354240,2091136,2.34,1039096,35.24,37.53,15.3,0.48,292.34375
20100317,1023.74,978.49,13.1,18.52,9.14,0,0,0,11.13,7.05,66.71,-1.8228,-2.872,0.92,0.44,-0.26,3.06,5.54,0.44,0.03,0.15,0.54,14157632,12396032,6492672,3.93,1604928,32.05,36.77,-3.36,0.59,278.84375
20100318,1019.08,974.61,15.86,25.01,9.84,0,0,0,14.56,10.05,68.37,-2.6591,-4.294,0.99,0.52,-0.43,3.17,4.64,0,0,0.36,0.36,23275328,20435136,18269824,6.47,2454816,27.27,34.78,-9.17,0,252.5
20100319,1011.89,967.97,20.54,28.4,11.21,0,0,0,18.51,10.85,53.78,-3.1377,-5.288,2.3,2.22,-0.36,6.93,8.86,0,0,0.96,0.96,22074048,19360896,15338048,6.13,2388224,34.83,42.84,-5.18,0,229.375
20100320,1013.4,969.33,20.23,24.76,15.92,0.05,0,0,18.79,15.75,75.43,-1.8794,-2.968,1.5,-0.03,0.25,4.9,11.63,0.23,0.13,0.91,0.92,13897984,12193344,5393216,3.86,1640288,48.78,51.97,16.48,198.4,207.21875
20100321,1014.63,970.16,19.09,25.24,13.76,0,0,0,17.38,8.57,50.44,-3.2667,-5.427,2.41,2.18,-1,7.06,10.15,0.04,0.03,0.55,0.58,20840896,18285760,14999552,5.79,2245688,46.86,49.17,18.73,16.14,186.65625
20100322,1011.31,967.37,20.89,27.65,15.23,0,0,0,18.42,12.9,60.26,-2.744,-4.649,1.83,1.68,-0.28,5.62,9.54,0.09,0.1,0.2,0.27,21346496,18714496,14683008,5.93,2333256,43.61,48.63,14.56,4.43,168.125
20100323,1009.3,965.46,21.78,29.46,16.38,1.37,0,0,21.39,16.29,71,-2.9542,-4.945,1.63,0.6,0.61,5.91,9.56,0.44,0.4,0.17,0.61,19500544,17147520,14218944,5.42,2184544,45.18,48.12,26.97,26.63,151.46875
20100324,1015.75,970.64,13.54,18.83,10.05,23.37,0,0,12.77,12.26,91.93,-1.9466,-0.921,1.89,-1.68,0.76,6.26,9.6,0.97,0.83,0.49,1,4825280,4210560,596928,1.34,623408,35.44,46.86,22.7,52.15,142.34375
20100325,1024.34,978.66,12.22,16.14,9.9,0.14,0,0,10.25,4.38,58.73,-2.4157,-3.059,2.59,-2.55,0.08,7.54,11.22,0.24,0.44,0.01,0.59,14413120,12571712,6764096,4,1589800,18.32,22.03,-26.33,3.9,165.75
20100326,1023.45,977.9,12.99,19.81,5.69,0,0,0,10.91,2.41,48.55,-3.0645,-4.931,1.6,0,-0.64,4.59,6.65,0,0.03,0.04,0.07,24965952,21851776,20020608,6.93,2602696,15.34,19.62,-25.72,0,184.53125
20100327,1023.03,977.76,12.19,17.86,8.04,0,0,0,10.45,6.1,66.34,-2.0911,-3.253,1.08,-0.68,-0.2,3.51,4.75,0,0.31,0.04,0.36,17716736,15456000,9897024,4.92,2039752,17.59,20.1,-13.92,0,170.78125
20100328,1023.18,978.07,14.82,23.22,7.89,0,0,0,12.56,5.08,52.04,-3.1503,-5.095,1.64,-0.47,-0.78,4.89,7.38,0,0.01,0.15,0.16,25199872,22052608,20269568,7,2639512,24.68,29.43,-32.99,0,153.90625
20100329,1022.13,977,15.61,21.69,10.98,0.37,0,0,13.17,4.84,48.66,-3.2881,-5.216,1.85,1.31,-1.25,5.6,8.77,0.02,0.21,0.22,0.35,24107328,21100736,18983936,6.7,2601864,21.43,33.29,-12.35,0.11,138.46875
20100330,1019.18,974.37,15.04,18.15,12.57,3.3,0,0,14.73,11.19,77.76,-1.4039,-1.892,0.89,0.14,-0.31,3.75,6.57,0.6,0.89,0.3,0.91,9286976,8082752,2531392,2.58,1180792,39.96,42.71,27.09,6.7,124.875
20100331,1013.48,969.41,20.16,25.34,14.15,0.03,0,0,18.47,15.42,74.17,-2.6852,-3.804,1.57,1.24,-0.38,5.46,7.49,0.17,0.24,0.06,0.38,19041920,16664704,12644288,5.29,2124832,40.62,43.45,26.74,14.55,114.90625
20100401,1013.69,969.33,19.17,26.59,12.74,13.65,0,0,18.72,15.26,78.07,-3.4663,-4.197,2.75,-0.77,1.11,8.39,13.93,0.68,0.73,0.36,0.79,15941312,13940224,10328960,4.43,1888384,42.12,44.7,30.76,20.9,107.53125
20100402,1021.12,975.64,12.51,12.98,12.13,7.9,0,0,11.09,11.47,93.36,-1.3416,-0.387,1.25,-1.13,-0.32,3.89,7.14,0.96,0.79,0.53,0.98,2445568,2131008,101440,0.68,333112,32.61,35.24,20.57,6.71,116.90625
20100403,1020.35,974.82,11.61,13.51,10.47,6.9,0,0,11.17,10.28,91.56,-1.3664,-0.856,0.84,0.44,-0.65,3.65,5.92,0.98,0.97,0.28,1,4920640,4264000,1003584,1.37,623848,37.38,44.03,26.12,11.84,136.9375
20100404,1016.07,970.91,12.38,13.49,11.25,8.15,0,0,11.53,11.73,95.81,-1.0318,-0.374,0.43,-0.21,-0.05,4.64,9.04,1,0.75,0.27,1,3301120,2848768,145344,0.92,367696,42.84,44.87,30.28,15.4,142.875
20100405,1012.98,968.68,18.31,21.94,12.49,16.19,0,0,17.1,15.84,85.5,-1.6508,-1.907,0.91,0.63,-0.25,3.96,6.18,0.86,0.35,0.9,0.99,10964480,9555200,2883328,3.05,1235912,47.25,50.09,31.62,115.61,148.0625
20100406,1015.77,971.14,16.6,18.63,13.42,31.58,0,0,15.51,15.91,95.67,-1.594,-0.382,1.75,-1.1,-0.42,5.61,9.15,0.88,0.92,0.41,0.99,3429312,2980608,80832,0.95,449224,41.25,48.35,30.84,60.11,161.90625
20100407,1021.34,976.03,12.88,14,11.52,2.92,0,0,12.18,10.25,84.04,-1.3037,-0.799,1.23,-1.03,-0.15,3.65,6.13,0.9,0.9,0.29,0.98,3727104,3241536,236608,1.04,537544,35.65,39.59,23.63,6.75,190.25
20100408,1018.01,972.41,10.69,11.99,10.02,17.84,0,0,9.39,9.97,95.32,-1.0115,-0.285,0.65,0.35,0.01,2.81,6.51,0.88,0.53,0.37,0.88,2516928,2186816,33152,0.7,350696,36.18,42.62,9.89,8.3,202.59375
20100409,1013,968.45,13.87,20.24,10.5,0.01,0,0,12.78,10.8,81.72,-2.3505,-3.137,0.94,0.44,-0.4,3.25,4.55,0.33,0,0.36,0.57,19458240,16934080,11827392,5.41,2111208,23.85,39.49,-34.33,0.38,216.59375
20100410,1011.25,967.01,16.27,19.65,12.99,18.23,0,0,17.49,14.65,90.13,-2.3299,-2.636,0.98,0.44,-0.34,5.15,8.33,0.67,0.46,0.88,0.96,15021376,13050304,6646400,4.17,1741312,45.05,46.61,32.37,146.01,226.5625
20100411,1006.45,962.65,18.6,20.49,15.75,15.29,0,0,19.38,17.61,93.97,-2.1873,-1.401,1.88,1.72,-0.38,9.32,13.96,0.85,0.52,0.88,0.99,9920064,8621696,2847552,2.76,1211352,45.07,51.26,33.79,297.56,224.34375
20100412,1012,967.9,19.87,23.13,16.16,28.8,0,0,19.91,18.98,94.59,-1.5775,-1.064,1.5,-0.44,0.31,4.54,7.69,0.95,0.6,0.88,0.99,6429952,5573696,944448,1.79,817312,48.15,49.97,34.08,578.08,249.4375
20100413,1020.36,975.19,13.65,16.46,10.89,28.29,0,0,13.25,12.86,94.97,-1.8384,-0.499,1.06,-0.5,-0.42,6,8.79,1,0.85,0.95,1,3225024,2778112,206144,0.9,407120,38.78,41.76,27.42,67.43,302.28125
20100414,1021.34,975.58,11.25,14.46,8.6,14.43,0,0,9.79,9.92,91.51,-2.1334,-1.321,1.38,-0.62,-0.13,5.94,12.59,1,0.99,0.78,1,7681728,6729088,2541440,2.13,907432,34.95,42.27,25.6,66.27,354.5
20100415,1024.26,978,8.59,9.66,8.05,6.86,0,0,7.21,7.25,91.26,-1.1423,-0.295,1.19,-1.16,0.11,3.51,5.99,0.93,0.44,0.9,0.99,2129280,1846464,263680,0.59,257952,31.03,35.99,2.75,4.52,386.09375
