Time,SLP,SP,AT,Tmax,Tmin,Pre,Sf,DSC,GF,DPT,RH,Evap,PET,WS,MWS,LMS,AGWS,MGWS,LCC,MCC,HCC,TCC,TSRI,NSRI,DR,DH,UI,TP,MTP,K,CUPE,runoff
20100101,1016.86,907.47,-0.08,7.68,-8.92,0,0,0,-2.27,-11.16,43,-0.1495,-0.941,2.36,-0.52,1.75,4.66,6.13,0,0.17,0.01,0.18,9196160,7721152,5731328,2.55,948704,36.95,40.75,-2.77,0.01,119.0625
20100102,1016.86,907.17,0.82,5.78,-4.76,0.35,0,0,-0.04,-8.37,50.2,-0.2907,-1.011,2.56,2.31,0.12,5.47,9.52,0,0.19,0.24,0.28,10311680,8674688,7778240,2.86,1007392,39.64,42.35,3.76,0,117.92969
20100103,1021.89,909.79,-1.71,7.58,-12.26,0.01,0,0,-2.32,-14.34,37.48,-0.5538,-1.528,5.25,-4.11,1.78,10.34,15.14,0,0.04,0.03,0.07,10191232,8576576,7468672,2.83,997048,26.61,43.83,-23.76,0,117.61719
20100104,1033.68,916.53,-10.46,-8.13,-13.08,0,0,0,-8.75,-24,31.97,-0.0939,-0.979,3.35,-3.33,0.22,6.57,11.05,0,0,0.44,0.44,10969664,9216448,8422464,3.05,1027096,2.98,26.65,-37.1,0,119.9375
20100105,1027.63,913.36,-7.54,-4.7,-12.97,0,0,0,-6.17,-20.94,33.3,-0.1291,-0.929,0.89,-0.73,-0.16,2.78,4.13,0,0.12,0.15,0.27,10488128,8821632,7833344,2.91,1026176,32.96,39.95,0.74,0.04,122.03125
20100106,1026.79,914.49,-4,0.94,-9.67,0,0,0,-4.48,-14.12,45.21,-0.1386,-0.932,1.05,-0.05,0.15,2.83,4.43,0,0.01,0.18,0.18,10580096,8904256,8056064,2.94,1044600,38.33,40.09,2.99,0,123.5
20100107,1024.71,912.82,-3.82,1.9,-8.27,0.01,0.01,0,-3.92,-11.57,54.88,-0.114,-0.765,1.82,1.2,-0.22,4.11,6.55,0,0.18,0.32,0.4,9073984,7622848,5375104,2.52,948488,40.83,44.67,-4.69,0,123.265625
20100108,1019.19,908.63,-2.88,4.78,-9.29,0,0,0,-3.03,-9.82,58.75,-0.1261,-1.036,3.1,0.12,1.05,5.97,9.91,0,0.16,0.17,0.24,9786752,8223872,6252608,2.72,1012168,33.14,43.32,-12.88,0,121.140625
20100109,1027.7,914.74,-4.41,-0.05,-8.91,0,0,0,-4.91,-11.86,56.04,-0.1052,-0.826,2.34,-2.08,0.82,4.02,6.03,0,0.03,0.88,0.88,9299200,7799040,5036288,2.58,927200,23.48,28.22,-20.97,0,118.484375
20100110,1034.7,920.65,-3.48,0.38,-7.46,0.01,0.01,0,-3.83,-11.88,52.16,-0.1031,-0.98,3.04,-2.93,0.77,5.95,10.51,0,0.58,0.71,0.87,8902400,7472000,4476736,2.47,966032,25.61,29.46,-10.49,0.12,116.203125
20100111,1035.5,920.79,-5.37,-0.96,-10.36,0.01,0.01,0,-5.9,-17.48,37.91,-0.1069,-1.139,3.8,-2.87,2.14,7.53,11.67,0,0.45,0,0.45,9479168,7945472,4949120,2.63,938024,32.87,40.79,-11.98,0.19,114.421875
20100112,1039.38,921.37,-11.4,-6.92,-17.07,0,0,0,-11.05,-26.24,28.13,-0.0844,-1.011,4.53,-4.19,1.65,9.02,16.36,0,0,0,0,11664576,9806144,9085696,3.24,1099400,10.19,24.08,-41.54,0.22,112.921875
20100113,1029.31,914.62,-9.48,-4.14,-17.09,0,0,0,-7.88,-22.47,33.87,-0.1121,-0.961,1.89,1.69,-0.17,4.75,6.73,0,0,0,0,11860800,9974272,9370880,3.29,1119552,27.05,33.45,-22.89,0,111.5625
20100114,1031.64,918.08,-4.64,2.08,-11.86,0,0,0,-5.09,-19.56,30.05,-0.1407,-1.307,3.01,-2.84,0.76,5.86,10.05,0,0,0.4,0.4,11847040,9967680,9373952,3.29,1132984,10.71,24.35,-34.24,0,110.28125
20100115,1032.68,919.62,-4.63,0.85,-11.84,0,0,0,-4.38,-18.23,33.63,-0.1497,-1.073,2.04,1.47,-0.14,4.23,5.2,0,0.02,0.11,0.12,11959360,10062720,9483520,3.32,1143712,27.55,42.57,-20.09,0,109.078125
20100116,1028.62,917.62,-1.9,5.14,-9.42,0,0,0,-3.25,-13.2,41.71,-0.1558,-1.112,1.31,1.05,0.03,3.18,6.59,0,0,0.06,0.06,11847424,9973440,9373888,3.29,1156616,32.53,39.54,-14.9,0,107.90625
20100117,1026.3,915.96,-1.52,6.05,-8.42,0,0,0,-2.26,-8.64,58.29,-0.1352,-0.939,0.91,0.1,0.15,2.65,5.04,0,0.21,0.21,0.24,11456704,9646592,8718272,3.18,1151528,34.07,38.71,-13.23,0,106.78125
20100118,1016.8,908.28,1.65,10.09,-7.41,0,0,0,0.13,-6.74,53.65,-0.15,-1.144,2.73,2.62,-0.61,5.05,8.55,0.1,0.01,0.34,0.43,11139264,9362880,7698368,3.09,1122168,30.96,35.7,-7.47,0,106.25
20100119,1020.5,910.56,2.01,6.48,-1.78,0,0,0,0.89,-3.97,64.53,-0.2044,-0.871,3.02,-1.32,1.26,5.68,11.39,0.23,0.09,0.61,0.73,11135680,9377600,8193152,3.09,1129776,29.29,35.79,-7.53,0.01,107.078125
20100120,1036.64,921.74,-4.39,-0.78,-9.02,0.13,0.13,0,-3.75,-15.12,42.9,-0.1706,-1.331,5.87,-5.71,1.21,10.65,14.4,0.01,0.43,0.72,0.85,9815040,8243456,5886400,2.73,973480,23.85,26.33,-3.65,0.11,108.109375
20100121,1040.8,924.76,-6.7,-2.61,-13.02,0,0,0,-5.56,-19.4,35.65,-0.1275,-1.342,4.32,-4.07,1.31,8.87,10.93,0,0.16,0.06,0.21,11957504,10052608,9119552,3.32,1175112,13.92,25.68,-25.06,0.08,107.734375
20100122,1042.13,925.18,-9.83,-5.48,-14.05,0,0,0,-9.16,-24.57,28.88,-0.1049,-1.146,3.15,-2.83,1.2,6,9.93,0,0.01,0.03,0.04,12629888,10604544,9655488,3.51,1204352,4.78,9.05,-41.51,0,107.375
20100123,1030.36,916.01,-8.09,-2.79,-14.1,0,0,0,-6.65,-22.47,30.39,-0.1413,-1.081,1.55,0.41,0.13,3.49,4.82,0,0.05,0.02,0.06,12704960,10678528,10104704,3.53,1234360,22.1,29.94,-14.73,0,106.640625
20100124,1033.92,919.47,-4.56,2.43,-11.6,0,0,0,-4.47,-20.7,27.06,-0.1489,-1.516,4.35,-3.95,1.66,8.4,13.21,0,0.04,0.06,0.09,12272320,10316096,9323456,3.41,1217456,14.99,22.13,-32.95,0,105.234375
20100125,1035.36,920.13,-7.72,-2.84,-12.56,0,0,0,-6.86,-24.27,25.17,-0.1306,-1.092,1.43,-0.65,-0.31,3.32,6.48,0,0,0,0,13341376,11198912,10653504,3.71,1257320,18.38,37.52,-31.48,0,103.6875
20100126,1019.8,909.02,-1.67,3.46,-11.55,0,0,0,-1.82,-16.55,31.1,-0.1831,-1.36,2.44,0.51,1.01,5.24,7.49,0.01,0.12,0.29,0.35,12575296,10566080,9544896,3.49,1255248,33.43,37.87,-5.53,0,102.234375
20100127,1022.31,911.35,-0.61,4.27,-6.1,0,0,0,-1.72,-13.21,37.9,-0.2162,-1.376,2.17,-1.64,0.58,4.54,8.07,0,0.39,0.37,0.43,13103232,11007552,10365504,3.64,1285208,34.96,42.52,-8.57,0,100.890625
20100128,1030.8,917.69,-3.05,2.47,-8.53,0,0,0,-3.34,-14.88,39.56,-0.328,-1.478,3.31,-3.17,0.72,6.19,11.31,0,0.02,0,0.02,13146816,11044224,10387584,3.65,1293512,29.55,40.93,-14.91,0,99.625
20100129,1026.79,914.04,-2.44,1.35,-8.7,0.08,0.08,0,-2.49,-14.71,38.35,-0.1515,-1.25,2.13,-1.9,0.35,4.15,7.42,0.01,0.55,0.16,0.56,10766144,9019328,6272960,2.99,1163904,32.46,39.09,-3.43,0.32,98.453125
20100130,1025.06,913.08,-2.56,3.75,-8.06,0,0,0,-2.65,-11.81,48.98,-0.2806,-1.279,2.17,-1.87,0.83,4.24,6.33,0,0,0.12,0.12,13577792,11397504,10760320,3.77,1324136,23.29,31.26,-33.27,0,97.34375
20100131,1024.17,912.43,-2.14,2.39,-7.48,0,0,0,-2.08,-15.38,35.47,-0.2228,-1.174,1.5,-0.69,0.7,3.54,5.81,0,0.19,0.6,0.63,11756800,9825216,6274496,3.27,1203512,22.48,32.03,-27.68,0.01,96.296875
20100201,1024.22,912.53,-2.37,3.25,-6.48,0,0,0,-2.38,-16.45,33.01,-0.3013,-1.566,2.04,-1.43,0.65,4.62,8.95,0,0.07,0.43,0.44,13967552,11720448,11141376,3.88,1360376,27.36,31.9,-16.82,0,95.265625
20100202,1027.15,914.61,-3.25,3.67,-9.49,0,0,0,-2.79,-16.41,35.37,-0.2342,-1.538,3,-2.7,1.19,5.53,9.82,0,0.49,0.11,0.5,12616320,10567808,8326336,3.5,1287392,29.83,33.75,-15.25,0.16,94.21875
20100203,1026.94,914.31,-3.53,2.1,-9.57,0,0,0,-3.4,-16.94,34.55,-0.1676,-1.322,1.41,-0.74,-0.52,3.4,6.14,0,0.44,0.15,0.47,13463040,11279360,9644032,3.74,1336736,36.21,46.88,-5.51,0,93.203125
20100204,1020.09,909.87,-0.98,5.74,-7.57,0,0,0,-0.98,-10.43,48.68,-0.1617,-1.275,2.17,1.77,-0.23,4.35,5.8,0,0.31,0,0.31,12885120,10795648,8694016,3.58,1302632,45.48,48.58,6.73,0.08,92.203125
20100205,1019.62,909.65,1.16,7,-4.67,0.03,0.03,0,1.32,-5.72,60.07,-0.245,-1.344,3.51,3.36,-0.53,6.87,10.57,0.17,0.12,0,0.29,13707456,11501056,10347968,3.81,1377608,44.4,48.85,-1.7,0,91.3125
20100206,1018.83,907.97,0.48,2.94,-1.53,0.15,0.15,0.01,-0.06,-4.03,71.74,-0.1864,-1.044,5.67,5.56,-0.86,10.5,18.3,0.53,0.27,0.28,0.73,8467968,7072512,4396608,2.35,950232,38.9,42.78,-5.58,0,90.53125
20100207,1016.3,906.72,1.33,5.67,-2.78,0.01,0,0,0.69,-2.63,74.91,-0.4334,-1.212,1.79,0.91,0.15,3.49,6.98,0.1,0.18,0.31,0.4,13178368,11006272,9723136,3.66,1385984,34.54,37.62,-3.75,0,89.625
20100208,1012.31,903.72,2.44,6.62,-2.68,0,0,0,2.15,-1.88,73.14,-0.5509,-1.285,1.44,0.3,-0.35,3.38,4.6,0.06,0.01,0.6,0.63,14261888,11973184,11147264,3.96,1451760,30.35,32.33,-4.74,0,89.0625
20100209,1017.72,907.56,1.26,4.05,-1.07,1.72,1.64,0.31,2.27,-2.31,77.04,-0.3839,-0.866,2.23,-0.02,-1.46,4.16,6.47,0.82,0.77,0.54,0.89,7609024,6376640,3496896,2.11,943920,24.26,27.47,3.49,0.24,91.5625
20100210,1027.1,913.97,-3.34,-0.6,-6.43,7.53,7.53,3.36,-2.88,-6.11,81.11,-0.2261,-0.587,2.24,-0.29,-1.95,4.4,7.26,0.84,0.94,0.97,1,4005184,3036672,297920,1.11,550232,16.25,18.42,-3.64,0.66,95.75
20100211,1037.68,921.94,-7.95,-4.94,-11.66,0.2,0.2,0,-6.63,-13.79,62.83,-0.2975,-1.097,2.72,-2.28,1.37,4.86,8.46,0.22,0.23,0.31,0.44,11975936,7324352,6223872,3.33,1376840,18.69,24.2,-16.22,0.12,95.09375
20100212,1035.01,919.48,-9.06,-4.6,-13.06,0,0,2.52,-8.1,-15.23,60.85,-0.2153,-1.337,2.08,-1.74,0.59,4.02,7.56,0,0.13,0.33,0.33,15714432,12249088,12363328,4.37,1547920,22.64,26.41,-31.33,0,92.40625
20100213,1027.33,914.09,-4.94,-1.31,-12.26,0.11,0.11,3.95,-4.25,-12.68,54.54,-0.1809,-1.218,2.55,-2.4,0.54,4.84,8.78,0,0.79,0.89,0.99,11882880,7694592,4087296,3.3,1340352,26.29,30.4,-8.55,0.12,90.28125
20100214,1034.41,919.06,-6.43,-3.29,-9.87,0.12,0.12,1.56,-6.58,-16.5,44.62,-0.2855,-1.436,4.05,-3.9,0.96,7.92,11.41,0.02,0.56,0.71,0.91,13736832,9167616,8365952,3.82,1478608,21.5,27.37,-14.26,0.35,88.75
20100215,1034.98,920.41,-5.95,-1.93,-9.84,0.01,0.01,1.59,-5.26,-16.3,43.74,-0.1957,-1.594,2.11,-1.97,0.41,4.29,8.01,0,0.3,0.38,0.52,16053760,12326912,12423040,4.46,1609224,25.35,32.06,-16.63,0,87.5
20100216,1033.98,919.79,-4.37,-0.04,-9.37,0,0,1.61,-3.86,-13.51,48.88,-0.2219,-1.506,3.72,-2.37,2.02,7.17,13.24,0,0.55,0.23,0.56,13781120,10516096,7280640,3.83,1479896,32.26,41.21,-13.42,0.07,86.375
20100217,1035.72,920.48,-7.32,-2.65,-12.65,0,0,2.89,-8.5,-18.6,40.05,-0.2398,-1.59,3.48,-1.77,2.27,6.54,11.98,0,0,0,0,16968512,12697792,13470080,4.71,1667304,21.99,24.72,-28.07,0,85.28125
20100218,1028.82,915.8,-4.74,2.38,-12.4,0,0,0.66,-5.24,-15.48,42.74,-0.2075,-1.693,2.42,-0.47,1.66,4.95,11.12,0,0,0,0,17050752,12673024,13548160,4.74,1696360,21.62,27.47,-28.04,0,84.25
20100219,1018.61,908.52,-1.29,6.95,-9.03,0,0,0,-1.39,-12.71,41.47,-0.3062,-1.747,1.82,1.5,0.18,4.08,5.92,0,0,0,0,17108288,13970496,13676416,4.75,1680112,27.43,32.46,-27.04,0,83.21875
20100220,1013.24,905.14,2.55,11.37,-6.19,0,0,0,1.68,-7.97,45.75,-0.6758,-2.006,2.33,0.91,0.73,4.89,7.84,0,0.09,0.23,0.25,17044416,14240960,13636544,4.73,1699984,32.13,37.15,-8.46,0,83.03125
20100221,1017.33,908.72,3.08,10.39,-2.45,0.09,0,0,1.63,-7.34,46.26,-0.7295,-1.814,1.73,-1.23,0.83,3.93,6.87,0,0.13,0.2,0.27,15318976,12779776,10370048,4.26,1592448,38.35,42.15,-3.61,0,87.84375
20100222,1011.31,904.4,6.08,15.53,-2.55,0,0,0,4.67,-3.12,51.65,-0.9264,-2.209,3.19,3.1,0.27,6.7,9.35,0,0,0,0,16917760,14143168,13460608,4.7,1728624,40.27,44.96,0.51,0,102.75
20100223,999.46,894.58,8.33,18.02,-0.07,0,0,0,5.63,-1.02,51.73,-1.1814,-2.618,3.38,3.22,0.04,6.87,11.98,0,0,0.2,0.2,17025344,14234688,13540352,4.73,1748432,37.55,42.35,-6.42,0,147.65625
20100224,1007.72,900.89,6.05,13.11,-0.11,0,0,0,3.93,-4.48,46.78,-0.9725,-1.967,3.67,-3.52,0.77,7.43,11.07,0,0.07,0.83,0.83,13385984,11132096,6739200,3.72,1414376,31.73,41.09,-4.7,0,287.15625
20100225,1012.52,905.76,7.4,15.16,0.74,0,0,0,4.32,-4.84,41.47,-1.2345,-2.254,1.97,-0.18,-0.16,3.91,6.21,0,0.03,0.39,0.41,17177088,14346368,13450240,4.77,1776320,37.16,40.57,1.61,0,524.8125
20100226,1011.4,904.23,7.02,12.26,1.61,5.41,0,0,5.65,1.86,69.67,-0.7131,-1.197,3.19,3.09,-0.19,6.46,9.69,0.01,0.47,0.47,0.53,10142656,8404608,2951424,2.82,1196656,47.05,54.99,16.19,17.14,692.71875
20100227,1007.97,901.66,7.25,15.48,1.68,0.07,0,0,7.21,0.91,64.08,-1.3519,-2.311,3.14,2.41,-0.41,6.2,11.28,0.01,0.27,0.37,0.42,16218816,13544256,11652352,4.51,1744632,43.73,49.67,6.94,0.24,680.71875
20100228,1017.69,907.18,1.58,3.94,-0.34,5.2,2.88,1.58,0.6,-0.3,87.33,-0.4858,-0.376,2.38,-1.33,0.84,4.32,8.88,0.76,0.54,0.65,0.95,3251840,2626944,356928,0.9,404856,35.01,38.03,4.73,8.73,594.34375
20100301,1018.1,908.73,2.53,6.64,-1.78,0.12,0,0,2.17,-2.1,71.49,-0.9673,-1.798,1.88,-0.01,0.51,4.72,9.07,0.18,0.19,0.39,0.59,15924992,12078656,10720768,4.42,1759424,27.63,37.64,-7.67,0,517.71875
20100302,1021.22,911.28,2.55,6.98,-1.49,0.04,0.04,0,3.07,-8.63,43.46,-1.413,-2.498,2.69,-1.82,-0.17,4.74,8.1,0,0.52,0.79,0.79,18458112,15362496,14178176,5.13,1857392,12.85,28.35,-30.21,0,457
20100303,1017.33,907.47,2.87,6.48,-1.42,0.47,0.09,0,2.59,-1.67,72.05,-0.8574,-1.564,3.1,3.04,0.3,6.01,8.52,0.24,0.64,0.68,0.74,11993408,9899328,4066816,3.33,1317744,36.39,42.6,7.94,0.67,414.84375
20100304,1019.84,908.61,-0.26,3.47,-4.62,1.2,0.16,0,-1.28,-7.38,58.63,-0.9293,-1.132,3.91,-2.96,0.51,7.08,11.01,0.25,0.35,0.63,0.88,9106048,7520256,2496896,2.53,1069288,27.5,43.38,-2.45,0.43,384.84375
20100305,1026.09,913.69,-1.23,1.22,-4.58,0.22,0.22,0,-0.04,-10.3,50.07,-0.7242,-1.434,2.14,-2.03,0.21,4.06,8.98,0.27,0.85,0.83,0.99,9990784,8236672,2719360,2.78,1126120,22.45,30.03,-3.92,0.08,362.03125
20100306,1027.28,915.46,0.69,3.32,-2.42,0.19,0.19,0,0.75,-3.92,71.18,-0.5801,-1.099,2.07,1.77,0,4.88,8.24,0.54,0.59,0.84,0.95,9383232,7673664,2214912,2.61,1113832,35.24,40.45,-3.7,0.56,334.84375
20100307,1026.41,914.44,-0.48,2.86,-6.59,2.78,2.14,0.55,1.22,-5.44,69.13,-1.0809,-1.771,5.73,4,0.22,10.7,16.08,0.7,0.6,0.38,0.88,13387648,10917760,7144576,3.72,1465768,36.38,38.61,5.91,0.61,301
20100308,1044.68,927.98,-6.56,-2.34,-10.25,0.01,0.01,0,-5.27,-16.64,44.56,-0.8095,-1.763,6.02,-5.73,1.55,10.93,15.52,0.14,0.32,0.05,0.39,16831424,13144064,10367296,4.68,1762416,26.4,32.55,-18.49,0.98,264.28125
20100309,1039.61,924.03,-6.78,-1.86,-10.66,0,0,2.38,-7.42,-19.18,36.57,-0.5813,-1.996,3.29,-1.82,1.72,6.4,12.96,0,0,0,0,20849664,16167680,16580864,5.79,2036128,13.62,16.65,-44.87,0.05,229.5625
20100310,1019.59,909.88,0.72,9.42,-8.53,0,0,1.01,-1.56,-10.44,42.99,-0.7672,-2.137,1.85,1.29,0.89,4.52,7.32,0,0,0,0,20733120,14885376,16388224,5.76,2100808,28.7,36.86,-17.36,0,199.625
20100311,1011.52,904.85,7.36,16.14,-1.82,0,0,0,4.63,-5.26,40.28,-1.7181,-3.217,3.41,0.09,2.63,6.61,12.51,0,0.11,0.3,0.36,19795904,15788352,15449280,5.5,2069224,37.79,42.42,1.34,0,176.9375
20100312,1013.88,907.14,7.7,14.36,1.85,0,0,0,6.03,-2.51,48.36,-1.545,-2.465,1.86,0.73,-0.92,4.08,5.44,0,0,0.15,0.15,19487104,16178752,15132608,5.41,2042608,39.94,44.71,7.8,0,168.625
20100313,1012.33,905.52,10.15,15.54,3.99,4.68,0,0,9.96,1.12,53.44,-1.942,-3.219,4.95,4.59,-1.36,10.14,14.38,0.32,0.25,0.42,0.44,19504960,16195968,15340352,5.42,2046040,40.97,44.34,10.16,8.83,178.78125
20100314,1024.15,914.22,4.59,9.23,-1.38,2.66,0,0,2.26,-8.27,38.71,-1.4853,-2.107,4.86,-4.24,1.98,9.75,15.54,0.15,0.47,0.7,0.83,10655744,8772672,4426560,2.96,1070144,23.83,35.01,-10.94,0.85,203.96875
20100315,1027.24,916.1,0.43,5.9,-3.27,0,0,0,0.62,-12.6,36.91,-1.4506,-2.629,3.42,-0.49,0.63,6.52,11.71,0,0.12,0.36,0.41,18449472,15194176,10263296,5.12,1876888,28.57,37.77,-18.68,0,241.0625
20100316,1018.82,910.72,7.42,16.3,-1.78,0,0,0,6.55,-5.43,39.59,-1.6883,-2.777,2.84,-0.51,1.2,5.58,7.6,0,0.19,0.38,0.48,18785728,15531456,12443520,5.22,1944184,38.24,42.02,4.26,0,260.71875
20100317,1019.77,911.54,6.54,12.87,1.7,0.13,0,0,5.17,-0.85,59.19,-1.1849,-1.998,1.66,0.54,0.5,4.03,6.87,0.02,0.48,0.48,0.61,14207744,11725952,7382976,3.95,1529864,39.08,42.75,12.1,0.2,254.4375
20100318,1007.72,902.64,10.83,21.07,3.13,0,0,0,10.48,2.86,57.81,-1.9905,-3.302,3.06,2.92,0.45,6.63,9.98,0,0.03,0.2,0.22,20371840,16891264,15897984,5.66,2164480,34.45,41.81,1.2,0,231.40625
20100319,1010.63,904.24,12.1,20.77,3.44,0.07,0,0,11.1,-7.85,24.02,-2.4987,-4.21,6.81,-5.18,3.95,13.36,19.74,0,0.17,0.45,0.52,18170048,15028544,11626944,5.05,1899192,32.69,44.33,-4.7,0.32,204.375
20100320,1019.69,910.39,3.9,8.46,-0.17,0,0,0,2.62,-12.72,28.53,-1.5737,-3.373,4.46,-2.58,1.06,8.73,18.23,0,0.01,0.24,0.25,21542336,17804096,16546176,5.98,2170424,17.99,33.19,-23.51,0,180.40625
20100321,1009.58,903.13,9.78,16.87,2.04,0.23,0,0,9.08,-5.94,32.47,-1.7181,-3.112,3.43,-0.49,0.4,6.76,10.34,0,0.18,0.87,0.88,17282560,14255808,9744192,4.8,1847400,30.79,42.27,7.55,0,162.21875
20100322,1020.12,911.33,5.75,10.12,0.58,0,0,0,4.69,-12.87,24.76,-1.3528,-3.006,3.71,-3.51,0.15,6.78,12.62,0,0.3,0.97,0.97,15511104,12728448,6335360,4.31,1680920,10.51,15.46,-26.81,0,149.96875
20100323,1019.06,910.82,7.33,11.32,1.7,0.14,0,0,7.6,-7.05,35.18,-1.4151,-2.729,1.93,0.61,0.6,4.27,7.78,0,0.39,0.9,0.97,17508224,14407232,9257024,4.86,1847024,26.84,30.38,-1.22,0.41,142.46875
20100324,1027.51,917.05,4.36,10.06,-1.95,0,0,0,3.48,-13.71,25.51,-1.2876,-2.99,5.59,-4.53,3.14,10.71,15.09,0,0.22,0.31,0.37,14449472,11830720,4581376,4.01,1471896,30.96,38.64,-9.25,0.19,138
20100325,1028.66,917.61,1.17,7.12,-3.96,0,0,0,1.14,-15.72,27.09,-1.317,-3.012,2.87,-0.75,1,5.61,10.25,0,0,0,0,23068992,19040896,18184832,6.41,2287728,27.56,34.02,-20.04,0,135.15625
20100326,1020.68,912.49,5.85,13.11,-2.12,0.01,0,0,6.12,-11.42,27.65,-1.5912,-3.178,1.85,0.54,0.86,4.42,7.03,0,0.3,0.47,0.56,22613120,18667072,17322496,6.28,2288704,34.66,50.11,-5.36,0.18,133.0625
20100327,1021.42,913.54,7.89,16.04,0.1,0.17,0,0,6.05,-11.95,23.05,-1.712,-3.713,2.83,-1.62,1.67,5.95,12.16,0,0.22,0,0.22,20949952,17265088,14323840,5.82,2140600,31.88,51.57,-15.06,0.39,131.25
20100328,1018.87,911.58,11.18,17.73,0.58,0.34,0,0,11.1,-6.1,29.22,-1.8787,-4.099,3.79,3.35,-1.66,7.82,10.75,0,0.22,0.44,0.44,22823616,18841600,17911168,6.34,2310160,28.67,40.2,-8.94,0.01,129.5
20100329,1017.68,909.62,7.97,9.31,7.15,6.68,0,0,6.74,4.99,81.48,-1.3204,-0.713,3.95,3.56,-0.44,7.83,11.59,0.7,0.95,0.68,1,4731968,3861568,160000,1.31,657304,35.15,39.98,16.38,10.45,128.125
20100330,1014.77,907.78,8.29,13.33,2.58,0,0,0,7.93,-1.4,50.45,-1.8402,-3.299,2.28,0.66,0.35,4.59,6.59,0.02,0.09,0.28,0.34,20831808,17196032,14625920,5.79,2232208,34.57,43.23,-2.11,0,133.65625
20100331,1021.08,912.11,6.34,11.88,-0.44,0,0,0,6.1,-7.19,37.28,-1.1436,-2.447,3.51,-3.06,1.33,7.89,15.06,0,0.52,0.96,0.96,12178432,9934080,2110464,3.38,1438808,22.48,34.09,-21.75,0.05,149.59375
20100401,1024.14,914.39,3.21,9.12,-3.07,0,0,0,2.77,-14.66,25.58,-1.588,-3.54,2.95,-1.42,1.83,6.16,12.29,0,0,0,0,24068800,19854400,18823936,6.69,2394688,21.55,24.26,-25.45,0,159.96875
20100402,1020.13,911.66,5.37,11.89,-1.18,0,0,0,5.8,-11.67,28.02,-1.6528,-3.298,2.03,0.45,-0.74,4.87,6.89,0,0,0,0,24071552,19859584,18826688,6.69,2412528,33.93,46.23,-9.79,0,158.875
20100403,1010.78,904.98,11.78,18.13,4.64,0.35,0,0,10.35,-0.77,41.81,-1.8198,-4.134,3.93,3.5,1.22,7.94,13.98,0,0.34,0.14,0.37,21515072,17728320,14388096,5.98,2243704,46.14,52.47,9.28,5.83,150.3125
20100404,1009.66,904.43,13.89,21.54,6.91,0.07,0,0,12.56,-5.38,25.83,-2.1094,-4.42,2.38,0.36,1.55,5.54,11.06,0,0.31,0.53,0.6,23104064,19066240,17468288,6.42,2404400,40.48,49.4,3.54,0.45,140.75
20100405,1019.96,912.29,10.92,18.95,2.3,0,0,0,9.48,-10.98,20.3,-1.5493,-4.109,4.25,-4.04,0.9,8.32,12.65,0,0.46,0.78,0.81,17042048,13934720,6332864,4.73,1783160,25.09,28.67,-20.95,0,134
20100406,1025.62,917.2,6.77,12.69,0.54,0,0,0,7.51,-9.31,30.69,-1.417,-3.755,2.23,-0.37,-0.53,4.84,9.23,0,0,0.4,0.4,23911424,19696448,17794944,6.64,2440480,31.29,37.82,-14.47,0,130.21875
20100407,1016.93,910.26,12.62,17.92,3.67,0,0,0,12.14,-3.43,32.51,-1.4672,-4.542,5.5,5.26,1.31,10.7,13.18,0,0.18,0.45,0.47,20963008,17188480,11844032,5.82,2183912,41.33,48.48,6.43,0.01,128.09375
20100408,1006.13,901.33,15.67,22.8,8.47,0,0,0,15.11,0.77,36.3,-1.5851,-5.044,4.9,3.86,0.9,9.63,14.17,0,0.09,0.46,0.47,23359872,19257600,17269568,6.49,2457032,42.31,48.7,4.43,3.95,126.59375
20100409,1011.49,905.41,13.12,19.01,8.05,0.03,0,0,14.58,-5.77,26.36,-1.5359,-5.095,4.81,-4.77,-0.15,8.59,11,0,0.52,0.64,0.79,21838400,17999424,15524544,6.07,2322056,33.7,38.32,7.48,0.21,125.21875
20100410,1012.26,905.42,10.14,13.95,6.74,6.31,0,0,11.62,-0.98,45.9,-1.1553,-3.103,2.55,1.99,-0.16,6.19,9.9,0.43,0.74,0.39,0.81,15134976,12376448,6749952,4.2,1708376,36.31,44.34,12.38,19.62,124.03125
20100411,1012.84,905.38,8.06,12.37,0.83,7.34,2.86,0.14,9.01,4.1,76.06,-0.9919,-1.269,3.19,-0.89,-0.04,5.98,14.46,0.68,0.81,0.66,0.96,7077632,5742592,898112,1.97,956320,33.69,40.25,12.84,11.68,127.46875
20100412,1030.36,917.96,0.37,3.79,-4.93,0.3,0.26,0,-0.71,-14.74,31.15,-1.4461,-3.083,5.21,-4.85,1.85,10.16,17.07,0.02,0.26,0.18,0.33,19753088,14977472,11745600,5.49,2106992,5.45,12.77,-44.63,4.06,143.21875
20100413,1028.75,917.46,3.16,6,-2.53,1.8,1.79,0.03,6.25,-11.7,32.64,-1.5836,-3.418,2.33,-1.07,-0.28,5.2,7.79,0.01,0.53,0.92,0.92,24680704,20227136,17819840,6.86,2480632,8.14,22.32,-32.12,0.09,166.78125
20100414,1025.12,914.69,4.09,5.99,1.27,0.24,0.04,0,4.87,-2.22,63.45,-0.8844,-2.05,3.84,3.69,0.64,7.68,9.56,0.42,0.5,0.11,0.71,13487872,10341376,3645056,3.75,1534848,36.23,49.46,8.31,1.14,182.375
