Pre,Pre,runoff
27.437171,52.4397673,19.367188
25.83796846,53.37409408,19.203125
27.72287948,51.64867879,19.03125
27.57508824,52.58340841,18.84375
27.65240246,51.31001018,18.679688
29.59584032,51.71965382,18.492188
28.05031728,48.19879554,18.546875
29.06407208,47.05097703,19.359375
25.17433664,37.0859661,20.882812
25.53569265,36.52163867,22.109375
26.5542107,35.85745793,22.640625
28.71836927,38.54166919,23.023438
29.46699583,44.3327059,23.390625
27.51458925,44.06031548,23.171875
28.77422675,45.87580085,22.125
26.96037708,41.79327344,20.898438
24.76934336,38.84131326,20.078125
31.11985572,49.16781965,19.640625
30.06540304,53.60611201,19.367188
26.41184673,48.09687269,19.101562
30.24034612,50.48777021,18.851562
28.88741804,46.56524982,18.59375
28.20461371,44.60914464,18.34375
33.84787911,57.25662268,18.171875
14.82029467,29.84335872,18.070312
15.18343551,24.51901283,17.945312
17.00645116,24.7100717,17.789062
16.31070698,25.63406852,17.601562
21.24776849,33.3292607,17.414062
22.43682217,38.99944774,17.226562
24.23978077,42.20003523,17.1875
26.39566231,40.48097019,17.5
23.70749127,34.81790146,17.75
17.00106899,25.7265822,17.5
11.45930147,18.67731571,17.140625
19.70164339,31.87133536,16.875
19.59984726,29.43619187,16.671875
17.21966538,22.15459648,16.484375
17.46347024,20.84539864,16.296875
22.08467392,27.77781175,16.109375
19.76366908,32.58954752,15.921875
23.36816971,44.02394703,15.765625
22.48200661,36.26399838,15.625
14.36313863,22.79972645,15.46875
17.8715645,27.96144244,15.3125
21.22540259,34.11617252,15.15625
24.34253697,42.96250663,15.015625
34.52164168,56.24874446,14.921875
24.47195917,44.19921768,14.8125
18.62718209,36.17262461,14.65625
24.87907289,46.23770578,14.59375
23.51265854,43.63385439,14.609375
29.46928449,52.60328036,14.6875
19.24756731,38.9134282,14.671875
16.09012793,34.17346207,14.5625
18.26833719,37.08336756,14.390625
21.39612746,45.89753427,14.203125
24.53057234,53.08872868,14.046875
20.46448167,48.02105472,13.90625
20.27161168,46.31105801,13.78125
21.00374063,44.66420751,13.625
25.02208539,52.10502527,13.515625
22.44049421,48.50598954,13.390625
21.46064101,52.49129094,13.25
21.22651316,49.7590333,13.4375
21.98348813,40.70265816,16.125
28.87570028,41.69949591,24.359375
36.08872993,49.77859537,36.609375
44.723633,57.38128163,39.375
52.07098311,66.66107783,35.6875
44.56504698,58.12982408,31
37.25572095,51.85474676,27.21875
41.73390771,58.44268439,25.25
29.31036868,51.35768249,24.75
26.94481021,45.24837368,23.1875
30.04848156,47.3614026,20.90625
21.86896658,37.7131852,18.78125
25.39965459,45.84969374,17.375
28.09043523,53.68375824,16.625
25.84029475,49.93277671,16.03125
26.13333403,48.05504819,15.8125
30.7014647,49.43343263,16.90625
29.84416883,44.54712062,20.71875
29.56302881,44.81086549,26.25
36.74866316,53.52196279,27.9375
40.09794274,60.28052293,27.625
33.66846717,48.50591428,27.34375
34.77886365,44.26838879,27.21875
35.33115901,44.51858762,28.8125
40.33722949,55.23302194,35.9375
47.97324076,62.95099116,51.28125
58.76352182,63.70378335,60.5
68.63740024,71.46388694,59.28125
67.60899049,71.57540269,56
63.89454341,67.17253809,53.59375
62.85497367,72.66973649,51.90625
60.85535296,71.87476124,48.5
62.35068927,72.50068107,44.96875
50.67674627,63.43499635,42.28125
50.68193449,66.99365073,38.75
49.82935317,72.37647366,35.34375
47.00969482,71.21439197,33.0625
43.83855226,68.08833424,31.75
46.17811871,67.73776637,32.84375
46.09471984,63.84215213,37.5
46.23894086,59.34411112,41.78125
44.2685725,57.02912895,41.625
50.16918603,61.71460548,38.21875
46.53356272,61.82488173,34.4375
37.28945102,58.58515682,31.15625
36.97920917,57.52899097,28.5625
41.85228502,65.22985942,26.9375
37.65259546,60.1326675,26.21875
40.51589551,67.12380334,27.8125
44.1344756,67.87093807,33.5
50.16038996,71.95403211,40.1875
52.76068884,77.74650754,43.1875
56.39853883,85.12929204,42.25
55.74566416,82.56427484,40.5625
48.8929148,69.26265163,39.28125
48.52336477,70.16203318,36.96875
46.43068367,69.2327264,34.28125
44.90619461,64.39147931,34.03125
44.12082111,61.85489992,36.5625
43.33398897,65.73802171,36.53125
41.81511089,65.13728156,34.5
42.03643143,66.43143268,33.21875
43.60555379,72.38859869,33.34375
45.93503377,68.55658884,35.34375
47.11484261,58.93957602,41.65625
51.91511516,63.96011774,49.84375
60.98274325,80.53939475,52.25
59.37911833,81.75941894,51.34375
60.91779311,75.98555825,47.3125
54.94520409,68.86928979,42.40625
50.08975137,73.17632725,38.09375
48.30517177,73.59098205,34.5625
50.15614908,80.21514426,31.9375
37.82742344,72.28705654,31.5625
42.85538892,74.40636046,38.375
48.83007624,73.69036834,49.6875
59.1322219,79.11776924,51.84375
63.61628304,76.95185544,52.5625
67.83398749,81.391436,56.625
62.08468673,79.26348209,59.15625
65.18826513,85.48634077,55.4375
62.07914437,89.21101377,49.84375
53.91436844,85.28064465,44.6875
54.2879513,79.79263188,42.34375
56.98411273,81.34429048,48.6875
56.92692721,77.04886897,60.34375
68.69288144,84.34091274,64.34375
80.1815492,92.13717008,77.28125
89.66477942,94.19609675,110.0625
121.4796375,120.1451316,128.0625
142.6224856,137.8986109,126.625
140.5758123,129.8810839,125.15625
137.3692442,129.1966018,127.625
136.7728467,139.2478138,127.78125
138.4144935,144.9455157,118.15625
124.1181574,132.4058526,106.9375
118.5548535,128.313595,109.0625
124.2997009,121.8301522,168
179.9461801,142.8239231,298.0625
320.5816768,217.7049149,429.125
452.3920106,270.2283334,506.65625
529.1137494,311.4326309,564.09375
579.8740583,350.1463523,571.46875
596.0730989,361.3302431,546.21875
569.7392504,328.9805734,520.625
537.5684238,317.6276493,490.0625
509.4650557,315.3402993,486.1875
511.2121579,299.1838977,555.03125
581.2312472,326.3806906,616.15625
644.438929,353.8351239,650.25
675.0751403,376.8556297,629.25
654.5703016,373.1289646,577.21875
600.2672705,353.6423629,532.25
540.7804103,336.6216357,497.40625
527.0166459,327.290276,525.15625
548.8004428,312.6564842,571.84375
575.3206069,334.7122289,549.78125
542.8296334,329.408876,495.3125
505.2845187,314.1477877,445.5
457.8911347,291.406773,404.40625
414.6008007,275.6512278,369.28125
376.6793364,265.8885375,344.15625
348.8440913,262.3944039,331.90625
342.2755918,254.9600913,332.90625
336.7333329,246.4349775,318.65625
331.9059506,247.0007415,290.9375
296.0234569,222.5325451,264.1875
269.8916657,219.479906,239.5
247.2515291,206.6607342,219.21875
223.4629719,194.977641,202.09375
210.6079606,193.5957328,190.53125
206.2892895,183.1190514,220.125
239.8657697,185.8645761,302.125
321.3357572,216.3486999,323.375
337.9889177,220.6772163,290.625
303.0745317,209.224689,258.625
265.5796171,196.9293504,235.40625
247.8167618,194.5598565,216.6875
236.3404183,180.0457479,239.0625
257.9880996,182.0159259,346.46875
365.6488257,244.3063906,440.53125
454.3643489,297.7410766,494.03125
509.7149402,333.0670141,534.15625
543.8797788,350.2818481,510.90625
509.4834712,345.0375666,458.4375
453.006558,331.2730585,411.375
414.8105253,302.9054807,371.84375
379.3220353,271.4475829,335.5
340.2953915,250.476495,301.875
301.7922622,234.5881101,270.34375
272.5796242,225.0726306,241.71875
247.7563624,211.8137703,218.4375
222.1420297,191.951067,197.03125
201.1221761,179.1243518,177.57812
181.3028024,170.5904022,160.26562
169.0494299,165.851131,144.15625
150.8911543,149.3922013,129.71875
138.4483852,138.7859205,116.671875
129.0997609,129.2229679,105.453125
117.5892336,120.9823386,96.03125
107.0911175,116.2635548,88.265625
101.874601,115.0391967,80.84375
89.82054113,106.2460042,73.6875
87.26081839,101.6915967,66.71875
82.22931589,95.99677223,61.109375
77.71230601,93.62184221,57.109375
73.42966912,92.24789343,53.5625
67.95863759,90.05695931,51.015625
66.34953671,97.88919775,49
65.25136486,102.8944493,48.640625
65.64751559,103.3930585,52.234375
68.33355291,98.88500848,61.5
77.39187143,100.1904568,74.25
86.56031124,109.2463539,79.859375
95.91787763,123.2710786,81.46875
99.19196344,115.8912158,90.984375
110.7541516,111.4765803,142.64062
163.3881429,133.2390578,234.96875
249.5615266,180.3442388,293.875
294.619397,226.3990797,287.5
283.8453579,240.8325318,259.20312
268.96069,233.3482494,248.79688
256.7892135,209.6815711,235.32812
241.7772128,206.7102082,224.53125
236.6038134,205.590438,223.89062
237.4153184,198.2836707,228
236.2247546,198.9459921,223.73438
225.8289244,200.9132307,228.10938
242.9712118,208.6967123,251.5
261.792588,201.1872325,285.79688
291.265788,229.2220028,285.42188
296.3308899,230.0202804,268.98438
270.9968806,214.4073139,252.34375
257.7196579,220.0083608,242.40625
251.36832,213.6099216,235.1875
247.0163593,200.1181404,221.07812
221.5848361,187.953127,203.09375
207.5722496,194.0047346,187.15625
191.836147,185.2767844,184.34375
188.6913771,182.2036935,184.32812
190.815431,179.3251519,169.98438
174.5691297,165.2236751,153.25
157.3198906,155.7879313,137.90625
140.6637641,147.4477873,124.046875
127.1507165,144.2064687,111.5625
116.7301227,141.6378658,100.53125
113.9077131,140.3590492,93.96875
100.7526085,124.0475941,90.125
95.83280321,120.9075078,82.65625
89.75969907,120.4702453,76.421875
86.87164874,118.6027427,80.203125
91.66930061,119.1048049,90.5
98.55980623,123.0241247,92.359375
100.3891586,120.2508172,85.46875
98.03872651,114.2538542,77.890625
90.53328398,107.9118922,71.234375
79.51960399,105.5519868,65.078125
73.84016271,104.2825107,59.484375
70.10317875,101.864012,54.25
59.29711169,93.62222291,49.484375
57.13490756,94.94179276,45.46875
55.10446298,96.71749218,42.234375
50.78124553,93.92239599,40.015625
55.61408611,97.18888539,38.984375
46.69891732,89.99179668,38.164062
43.17820513,91.1589869,37.351562
50.71460434,98.6423308,37.226562
48.31914278,92.40748876,38.546875
47.40022351,89.65947611,38.578125
46.33896019,86.39735154,37.367188
46.26102621,84.11835933,36.171875
45.1668717,84.48620947,35.242188
45.53553194,89.79752173,34.609375
51.75324002,96.72005973,34.164062
44.83366798,88.54718717,33.789062
43.63623822,88.78786393,33.445312
41.78116611,87.12412737,33.132812
42.43620329,88.69336041,32.78125
38.07159296,80.40674541,32.453125
40.80331052,79.2291699,32.140625
42.67285829,83.08227349,31.945312
45.47064156,87.21158342,31.945312
42.30809807,85.58851153,31.773438
42.37664942,84.94196719,31.382812
41.88367774,75.67055536,31.132812
42.38695503,71.43023876,31.546875
43.3204208,75.42830265,34.4375
48.97941022,85.93766282,39.625
48.69746896,88.11091627,41.226562
50.00256536,80.57704476,39.390625
44.97943396,67.15600838,37.023438
44.61216373,66.42937864,35.453125
44.78222182,65.30542506,35.601562
48.40606318,65.9288526,40.414062
50.44809714,66.33256875,51.8125
56.40508609,68.78631368,56.765625
66.3301827,73.63501109,54.414062
62.82357874,75.86559172,50.265625
54.49762712,72.95447328,45.765625
54.5051217,76.38551161,42.617188
52.78407125,76.41591493,41.828125
51.13389843,76.62520562,41.429688
51.38152528,74.93614771,39.796875
47.07967382,71.82899688,37.828125
44.91241206,68.5617505,36.921875
45.24375431,68.0222287,38.078125
46.8094304,70.02875081,39.195312
49.39769721,69.29696826,38.859375
50.55122852,65.41458132,43.007812
56.91185392,71.16689231,54.53125
69.30664969,80.01812469,66.296875
83.09590806,86.74452848,82.86719
84.17649219,73.88784387,99.96875
104.3474874,86.38176032,95.3125
94.52188335,78.90123187,85.63281
86.24807954,76.83583763,76.53125
87.48943652,85.83529729,70.53906
76.7139897,71.17918556,66.41406
69.51528521,66.34009875,60.453125
64.63863249,67.92138156,54.328125
63.92603131,68.20220948,51.140625
64.236147,69.05877493,55.226562
67.59361618,71.70417857,61.21875
68.57215793,70.08250112,58.835938
69.28042527,71.56801435,54.664062
69.42073741,74.02062159,60.875
69.16338486,67.34586538,75.703125
77.3460451,67.63611797,76.30469
79.23117967,68.90520449,69.57031
76.64208062,71.75675136,62.242188
63.17875492,64.50517305,55.5
56.88968004,65.61070225,49.617188
56.11413405,68.71248778,44.757812
61.78656769,79.07178355,41.148438
46.94508112,58.80699308,38.4375
39.40815511,47.3483745,36.148438
40.41306073,48.7112297,34.390625
34.92598865,45.77736189,33.226562
34.56753884,46.12134931,32.515625
39.76671117,53.65859626,32.054688
37.66927568,54.20782162,31.679688
35.00985013,54.59298059,31.351562
34.59965756,54.11942267,31.03125
38.19576274,56.67834859,30.726562
35.09222198,55.57321338,30.414062
37.13358971,61.20337099,30.09375
37.25751381,60.13062232,29.84375
36.32941776,51.2612356,29.59375
37.93816229,50.7605192,29.359375
39.90761208,55.05312527,29.375
