AT,Tmax,Tmin,DPT,GF,SLP,SP,Evap,K,CUPE,runoff
25.97,30.27,22.46,20,24.89,1010.79,1008.58,-4.4852,13.32,45.35,176.875
25.55,29.52,21.77,21.27,25.29,1006.92,1004.72,-3.4731,26.41,345.44,160.5625
20.5,21.86,19.41,18.65,20.08,1002.08,999.88,-3.5711,30.03,35.57,160.21875
20.56,21.36,19.69,16.7,20.34,1004.25,1002.04,-2.2458,21.46,10.48,192.46875
21.05,22.63,19.73,17.83,20.48,1006.26,1004.05,-2.079,25.91,26.07,233.75
23.54,27.7,19.97,18.08,22.94,1006.71,1004.51,-3.4388,25.11,30.02,242.90625
18.94,20.65,16.65,17.1,18.41,1008.94,1006.71,-1.2724,17.47,5.81,230.5625
21.38,26.54,15.9,16.09,20.9,1011.43,1009.21,-4.4344,1.29,0,215.34375
23,27.76,18.91,16.68,22.35,1011.13,1008.92,-5.2445,-4.16,0,199.78125
24,27.22,21.59,20.02,23.54,1009.67,1007.45,-3.1285,-16.54,3.04,184.21875
25.69,29.66,22.71,22.05,25.6,1008.03,1005.83,-3.1892,17.55,27.22,169.125
29.44,33.77,25.42,24.75,28.77,1003.51,1001.34,-4.1588,37.18,690.43,154.5625
31.61,35.09,28.24,25.31,30.25,998.72,996.56,-4.5193,38.54,1372.94,140.9375
31.3,35.64,27.34,25.39,30.17,996.76,994.61,-4.6463,38.76,1649.2,129.40625
26.17,29.41,23.05,22.48,26.55,1001.97,999.79,-2.5789,37.4,494.14,121.90625
25.49,29.69,20.8,19.6,24.9,1005.25,1003.06,-5.0374,22.4,61.58,118.8125
27.19,31.65,23.06,18.33,26.17,1007.44,1005.25,-5.7838,15.26,0,118.0625
27.34,30.41,24.78,21.55,27.42,1005.01,1002.82,-3.8851,31.38,188.31,117.90625
23.83,25.42,22.67,22.76,23.98,1004.3,1002.11,-1.624,35.49,105.88,124.25
25.03,27.15,23.01,22.54,24.74,1003.73,1001.54,-1.9859,26.83,81.68,197.28125
21.27,23.85,19.56,19.93,21.21,1002.05,999.85,-1.9474,29.35,79.11,425
23.83,25.82,22.12,20.93,24.31,1002.57,1000.38,-3.1876,19.69,31.21,653.03125
23.69,26.04,21.8,20.7,22.96,1002.44,1000.24,-3.2736,24.7,0.65,704.96875
24.64,27.77,22.24,20.96,23.78,1004.68,1002.48,-3.8769,21.75,0.02,652.625
25.98,28.98,23.55,22.05,25.03,1006.65,1004.46,-4.2355,19.54,51.15,571.21875
26.94,29.14,25.36,24.09,26.46,1005.59,1003.41,-3.1929,36.87,1073.94,488.71875
30.45,33.97,27.35,24,28.77,1003.1,1000.94,-5.4248,28.39,1606.14,414.1875
30.93,33.59,28.53,23.48,28.96,1002.36,1000.19,-5.9891,32.64,536.72,355.21875
31.46,33.83,29.69,23.92,29.67,1000.55,998.39,-6.3699,34.63,662.58,312.64062
31.54,33.58,29.38,23.42,30.03,997.06,994.9,-6.4025,34.8,274.52,283.46875
24.4,28.63,21.74,22.08,24.67,1001.44,999.26,-2.3086,31.51,224.59,347.35938
24.67,26,21.63,23.19,23.85,1002.83,1000.64,-1.5785,37.99,327.2,1011.2656
27.86,29.92,26.21,24.84,26.23,1002.57,1000.4,-2.9237,37.2,972.47,2108.0625
30.37,33.68,27.14,25.09,28.62,1004.57,1002.4,-5.2727,37.96,1585.81,2043.1875
31.11,34.86,27.1,24.91,28.89,1003.55,1001.39,-6.3327,33.95,1000.78,1614.375
31.62,35.75,27.18,25.18,29.16,1004.63,1002.46,-6.4577,30.46,1005.23,1271.5625
32.1,36.28,27.91,25.52,29.64,1005.67,1003.51,-6.2955,28.21,1063.48,1035.7656
31.17,36.32,26.25,25.44,30.02,1004.66,1002.49,-6.2412,19.79,1008.36,870.7969
30.52,33.86,27.61,24.83,29.48,1003.09,1000.92,-6.5734,24.83,423.62,749.9375
30.01,33.75,26.85,23.37,28.46,1001.9,999.73,-5.9305,34.78,117.08,655.5469
27.31,28.7,26.44,22.85,26.35,1002.52,1000.34,-2.9035,36.76,18.82,576.84375
28.87,31.26,26.69,24.62,27.62,1004.53,1002.35,-3.9576,37.99,910.62,506.0625
30.05,33.76,26,24.66,28.88,1004.25,1002.08,-5.2095,36.83,1082.11,443.54688
30.3,34.82,26.64,24.68,29.32,1003.82,1001.65,-5.6416,35.96,1332.44,388.1875
30.41,34.3,27.59,24.66,29.25,1003.94,1001.77,-4.9635,35.04,866.35,343.51562
27.47,31.76,25.42,24.79,27.52,1004.03,1001.85,-2.2653,37.03,1310.81,316.3125
26.12,28.06,25.09,24.48,25.69,1004,1001.81,-1.9255,37.98,422.27,309.85938
28.25,30.47,25.74,23.94,26.96,1004.85,1002.67,-4.1683,37.5,382.03,319.125
31.22,34.51,28.03,24.95,29.55,1003.62,1001.45,-6.729,33.91,1512.94,326.04688
31.77,35.59,28.25,26.02,29.82,1003.01,1000.84,-6.032,31.78,2375.57,312.625
31.46,35.42,28.07,26.46,29.9,1002.82,1000.66,-5.3818,28.1,2449.53,298.78125
31.67,35.51,28.02,26.22,30.54,1003.46,1001.3,-5.6559,27.01,2423,293.67188
31.37,34.6,28.33,25.06,30.07,1003.41,1001.24,-6.5449,32.6,873.61,292.8125
31.2,34.38,27.66,25.58,29.97,1004.21,1002.05,-5.7215,36.5,923.13,293.54688
31.63,35.18,28.63,25.81,30.32,1002.51,1000.35,-5.7374,37.65,972.79,294.98438
31.65,35.61,27.92,25.45,30.32,1000.38,998.22,-6.1947,37.86,1132.34,296.59375
30.47,34.2,27.16,25.13,30.52,1001.16,999,-5.7626,39.53,2250.11,298.15625
30.2,34.16,25.63,24.55,30.34,1003.99,1001.82,-5.965,37.89,2469.54,299.85938
30.73,36,27.56,24.12,30.69,1006.51,1004.33,-6.2831,34.29,1178.02,301.67188
30.01,32.37,27.74,24.48,29.19,1007.37,1005.19,-5.1841,37.05,1407.26,300.53125
29.68,32.03,27.73,26.04,29.14,1004.96,1002.78,-3.2276,38.38,3177.07,289.60938
31.73,35.48,28.17,25.35,30.14,1002.25,1000.09,-5.204,38.35,1849.78,270.51562
32.22,37.09,27.32,24.93,30.28,1003.83,1001.68,-6.4467,23.93,1477.48,248.82812
32.32,36.74,27.44,24.93,30.61,1004.87,1002.71,-6.3225,19.67,781.03,227.125
32.93,37.38,28.39,24.78,31.36,1004.72,1002.56,-5.9759,27.94,1229.38,206.1875
32.91,37.29,28.15,24.68,31.78,1004.55,1002.4,-5.4219,34.73,1663.83,186.78125
32.43,37.06,27.94,25.32,32.06,1006.28,1004.12,-5.2139,34.83,2220.46,169.09375
32.11,37.35,27.77,25.38,32.09,1006.29,1004.13,-5.1764,36.02,3011.19,153.09375
32,37.5,27.27,25.43,31.99,1005.64,1003.48,-5.2827,25.89,2820.14,138.60938
32.23,36.73,28.98,24.5,32.07,1004.29,1002.13,-5.6767,23.58,1852.21,125.53125
32.67,37.18,28.7,24.87,32.11,1004.29,1002.13,-5.3184,35.94,1752.96,113.953125
31.08,35.72,26.72,25.77,32.06,1003.56,1001.4,-4.4126,33.71,4007.95,103.78125
31.42,35.86,27.25,25.94,31.76,1001.41,999.25,-4.2846,29.75,2939.02,94.8125
31.71,36.99,26.69,24.31,31.72,1001.55,999.39,-4.9456,26.44,712.83,86.71875
31.03,36.43,26.74,24.06,31.51,1003.36,1001.19,-4.7749,23.28,448,79.421875
28.78,32.22,26.11,25.13,29.08,1004.91,1002.73,-3.911,36.42,722.16,73.203125
28.64,32.51,26.45,25.54,28.99,1005.39,1003.21,-3.9044,30.36,489.2,67.921875
29.55,33.12,27.08,24.28,29.45,1003.76,1001.58,-4.7279,28.09,150.22,63.1875
29.75,32.88,28.16,24.86,28.83,1001.27,999.1,-3.4162,36.18,288.41,59.3125
30.26,33.26,27.71,25.83,28.94,1001.72,999.55,-2.63,38.11,987.63,56.546875
28.14,32.91,25.94,25.44,28.25,1004.8,1002.61,-2.3452,39.05,1222.69,56.65625
25.79,28.12,24,23.73,24.99,1005.91,1003.72,-2.2855,38.89,168.05,60.421875
26.32,29.3,24.41,22.08,24.78,1006.36,1004.17,-3.3079,35.81,4.82,65.921875
27.43,30.1,25.32,23.69,26.76,1005.9,1003.72,-2.9457,36.02,82.1,72.1875
30.19,34,27.52,25.65,29.5,1001.96,999.79,-4.2558,37.98,1377.68,77.84375
29.37,32.96,26.14,24.93,28.85,1001.95,999.78,-3.2392,34.31,1433.91,81.140625
26.17,31.41,21.05,19.56,25.7,1007.68,1005.48,-5.5846,16.04,37.91,80.046875
23.1,27.3,18.44,15.94,22.62,1012.54,1010.32,-5.2262,-12.43,0,76.28125
23.8,28.42,18.89,15.3,22.57,1014.1,1011.88,-4.9375,-13.98,0.03,71.828125
24.92,29.12,21.22,17,23.8,1014.1,1011.88,-4.3171,-3.76,2.7,67.234375
24.34,29.63,18.44,16.57,23.32,1014.24,1012.03,-4.4462,6.59,9.82,62.859375
23.55,27.37,19.09,16.17,23.19,1014.56,1012.34,-3.5233,1.91,11.32,59.296875
18.79,20.55,17.47,16.03,18.53,1016.9,1014.65,-2.1945,23.87,8.3,57.375
19.44,20.57,18.05,18.36,18.95,1017.4,1015.16,-1.1965,25.68,0.65,57.40625
22.57,25.32,19.94,19.48,21.76,1017.46,1015.24,-2.603,25.17,2.45,58.453125
24.49,27.43,22.05,20.25,23.66,1015.62,1013.4,-2.8865,29.5,4.92,59.75
26.21,30.25,23.43,22.35,25.97,1011.32,1009.12,-3.1983,31.56,20.1,60.46875
25.05,27.64,23.16,22.69,25.2,1011.41,1009.2,-2.1771,36.79,256.23,60.5
23.97,25.81,22.71,22.11,23.76,1014.05,1011.83,-2.1763,37.22,257.65,60.203125
24.92,28.1,22.93,23.17,24.58,1012.16,1009.95,-2.1073,35.36,626.61,60.03125
24.67,28.95,21.87,22.52,24.86,1009.19,1006.99,-2.7527,35.25,1155.49,60.578125
25.94,31.42,21.93,22.35,25.66,1008.18,1005.99,-3.7409,4.54,755.18,61.03125
25.69,30.21,21.57,21.57,25.29,1010.7,1008.5,-3.834,11.06,208.46,61.09375
25.37,31.02,20.17,18.96,24.47,1012.86,1010.65,-4.8786,6.94,0,60.546875
25.36,30.6,20.83,17.73,24.48,1014.21,1012,-4.8762,-37.9,0,58.8125
24.83,29.05,20.97,18.93,24.05,1014.9,1012.69,-3.7414,-24.44,0.02,56.234375
25.84,30.84,21.67,20.48,25.43,1013.05,1010.85,-3.5117,-7.11,2.21,53.46875
26.11,30.09,22.79,20.86,26,1012.02,1009.82,-3.5425,3.42,12.38,50.90625
26.81,30.99,24.42,21.49,26.76,1011,1008.8,-3.5295,20,5.73,48.671875
27.66,30.84,25.59,22.9,27.01,1010.16,1007.96,-2.5435,34.83,131.25,46.96875
26.39,29.54,23.96,23.7,26.39,1009.53,1007.34,-2.2577,37.62,406.46,47.125
18.6,24.27,15.65,17.23,18.63,1015.15,1012.91,-2.768,31.92,29.53,50.640625
18.09,21.5,15.64,12.69,17.34,1020.19,1017.94,-2.169,-19.57,1.02,58.59375
19.77,24.24,17.49,11.66,19.51,1018.87,1016.63,-3.908,-16.16,0,69.28125
19.48,22.48,16.98,14.98,19.22,1014.82,1012.59,-1.4546,14.48,6.16,78.84375
17.56,20.23,15.09,15.65,17.18,1013.4,1011.17,-1.1297,14.15,6.06,84.109375
19.44,23.83,15.89,16.34,19.65,1016.8,1014.56,-2.3542,3.56,3.03,85.9375
20.55,25.52,15.13,16.25,19.77,1018.17,1015.94,-3.0295,-16.11,0,85.859375
20.46,26,16.43,15.75,20.26,1016.3,1014.08,-3.0041,-8.82,0,83.296875
18.45,24.69,12.34,11.09,17.91,1019.94,1017.7,-3.5358,-24.81,0,78.328125
18.39,24.01,12.5,11.04,17.67,1019.23,1016.98,-3.3833,-19.28,0,72.3125
19.49,25.43,14.16,13.2,18.7,1017.68,1015.44,-2.9832,-15.9,0,66.34375
20.66,25.71,17.32,15.05,20.37,1017.97,1015.73,-2.7595,-9.36,0.55,60.9375
22.38,25.92,19.7,19.35,22.07,1016.94,1014.71,-1.8754,32,54.17,57
22.04,23.21,20.4,20.65,20.57,1014.69,1012.46,-1.4424,32.8,50.71,59.640625
19.62,22.02,16.23,18.26,18.48,1015.2,1012.97,-1.0275,11.28,2.7,78.265625
20.5,26.3,16.19,16.58,19.95,1014.47,1012.25,-2.5051,0.35,0.09,109.828125
22.49,29.16,18.01,18.72,21.35,1013.93,1011.72,-2.9773,-7.41,1.04,136.01562
21.91,28.07,16.82,15.55,21.11,1016.88,1014.65,-3.463,-4.44,0,144.20312
21.42,27.84,16.38,14.45,20.15,1017.75,1015.52,-3.7325,-16.43,0,138.03125
21.54,27.25,16.75,15.3,20.11,1016.01,1013.78,-3.233,-33.89,0,125.796875
21.22,26.51,14.8,15.38,21.49,1018.16,1015.92,-3.2951,-3.73,11.89,112.22656
12.88,16.84,7.92,6,13.18,1025.56,1023.26,-3.3297,-27.91,2.83,99.67969
14.42,17.46,10.96,6.25,15.31,1027.06,1024.76,-2.5879,-23.15,0,88.86719
15.89,17.84,13.81,10.64,16.51,1026.23,1023.96,-1.3334,13.13,2.98,80
18.09,21.75,14.85,12.69,18.02,1024.63,1022.37,-1.9108,23.96,3.29,72.578125
17.19,21.52,14.35,14.37,16.09,1023.48,1021.22,-0.9674,17.29,32.83,66.609375
16.74,22.83,10.1,10.35,16.41,1022.06,1019.8,-2.5193,-19.32,6.4,61.726562
15.09,20.86,10.45,7.94,14.81,1022.08,1019.81,-2.5766,-27.7,0,57.65625
15.16,21.36,9.97,10.18,14.7,1022.01,1019.75,-2.0559,-5.4,0.01,54.4375
16.06,22.66,12.48,10.93,15.77,1020.11,1017.86,-2.1299,-12.15,0,51.851562
14.64,20.39,8.97,6.41,14.46,1022.57,1020.29,-2.6409,-22.96,0,49.648438
12.09,17.5,7.69,6,12.05,1024.46,1022.17,-1.9778,-18.63,0,47.960938
11.92,18.66,6.89,5.29,11.8,1023.55,1021.27,-1.9969,-29.56,0,46.703125
14.96,20.07,10.74,7.3,14.5,1021.06,1018.79,-2.1227,-3.57,0,45.554688
15.9,23.6,10.61,9.89,15.26,1020.22,1017.97,-1.7597,8.49,0.19,44.640625
18.54,23.67,13.54,12.46,18.33,1022.14,1019.88,-1.6853,10.78,6.57,43.835938
16.25,17.75,15.19,14.26,15.46,1023.8,1021.53,-1.2538,24.65,24.41,43.59375
15.93,16.54,14.79,13.54,16.13,1023.53,1021.26,-1.2806,30.27,8.89,44.320312
16.2,19.32,14.09,13.7,15.38,1021.7,1019.44,-1.0243,25.54,5.39,46.140625
16.75,20.01,15.2,14.93,17.05,1021.54,1019.27,-1.0361,26.62,4.74,48.8125
13.57,17.96,9.68,11.55,13.17,1025.2,1022.91,-0.7681,-9.17,1.66,51.4375
12.97,18.75,8.04,7.57,12.72,1027.66,1025.37,-2.0465,-33.78,0,52.664062
14.14,19.86,10.74,9.17,12.63,1022.72,1020.46,-1.7946,-3.55,0,52.085938
13.75,20.85,8.97,9.04,13.16,1021.24,1018.99,-1.783,-1.1,0,50.367188
15.54,22.19,11.31,10.26,14.98,1020.46,1018.2,-1.6345,-3.19,0,48.226562
18,22.01,13.17,12.82,17.4,1017.78,1015.54,-1.742,24.92,1.4,46.046875
18.28,22.89,13.38,15.51,18.13,1019.33,1017.08,-1.6504,29.39,27.33,44.453125
13.21,14.39,10.99,8.74,13.15,1026.46,1024.16,-1.2772,6.67,0.94,43.84375
11.26,14.06,9.28,3.99,11.95,1025.61,1023.3,-1.9406,-4.55,0,43.914062
11.11,13.68,8.27,5.66,11.21,1023.66,1021.36,-1.1146,8.62,0.07,44.40625
13.46,15.97,9.6,7.74,13.95,1021.84,1019.55,-1.4366,18.1,15.92,44.59375
10.71,15.24,5.87,8.12,9.6,1022.55,1020.26,-0.7856,-5.53,1.77,44.382812
10.89,17.38,7.59,4.63,10.93,1022.11,1019.82,-1.7113,-24.58,0,43.742188
12.26,20.06,5.79,2.69,10.67,1021.39,1019.1,-1.9729,-19.73,0,42.742188
8.04,14.89,2.36,-1.51,7.07,1025.16,1022.84,-1.7051,-16.67,0,41.757812
7.3,13.78,2.8,-1.24,6.11,1026,1023.68,-1.4739,-7.87,0,40.882812
7.73,15.56,3.12,0.02,7.23,1023.3,1021,-1.3815,-9.57,0,40.101562
11.01,18.06,5.82,3.12,10.5,1021.71,1019.42,-1.3811,9.94,0.02,39.382812
10.79,16.93,6.9,6.72,10.72,1023.61,1021.31,-1.0732,14.75,0,38.8125
12.19,17.53,7.77,8.67,11.67,1023.79,1021.49,-1.0146,2.63,0,38.335938
14.03,18.75,10.49,11.14,13.25,1017.76,1015.5,-0.9217,24.52,7.41,38.101562
8.29,12.83,4.87,5.93,7.57,1016.19,1013.87,-1.0059,-0.42,10.85,38.507812
6.97,13.45,1.45,0.77,5.87,1020.7,1018.38,-1.4957,-15.92,0,39.507812
10.23,14.47,4.35,3.37,9.99,1019.72,1017.42,-1.4217,-2.41,0,40.757812
4.03,8.2,-0.45,-3.92,3.2,1028.93,1026.56,-1.4278,-28.25,0,41.789062
2.88,8.21,-1.54,-7.18,2.39,1029.18,1026.8,-1.4395,-21.73,0,42.039062
4.49,11.08,0.26,-5.62,3.82,1025.12,1022.78,-1.3587,-23.35,0,41.429688
6.95,14.7,1.62,-1.25,5.63,1023.4,1021.07,-1.1769,-17.47,0,40.390625
6.01,12.76,-0.19,-0.92,4.5,1025.02,1022.7,-0.9579,-14.28,0,39.367188
7.9,16.48,2.06,0.31,6.71,1020.47,1018.18,-1.1717,0.92,0,38.382812
10.09,16.54,4.53,2.78,8.9,1020.34,1018.04,-0.9641,17.72,2.14,37.546875
8.49,15.33,3.06,3.63,7.78,1022.26,1019.96,-0.879,-13.09,0,36.875
9.12,15.57,4.83,4.61,8.89,1020.56,1018.25,-0.7425,-13.44,0.02,36.34375
7.21,10.55,4.43,3.99,7.61,1022.19,1019.86,-0.5,-29.95,0.6,35.921875
6.4,10.63,3.65,4.37,7.27,1020.83,1018.52,-0.6801,-25.34,0.05,35.570312
8.55,14.41,5.23,6.36,9.15,1018.14,1015.84,-0.7935,-0.15,0.07,35.234375
3.75,9.68,-2.11,-3.23,3.19,1022.93,1020.57,-1.2362,-31.89,0.76,34.859375
4.08,8.91,-0.41,-4.65,3.47,1021.99,1019.63,-1.0185,-36.89,0,34.460938
2.99,8.92,-1.8,-6.96,2.51,1023.62,1021.27,-1.0061,-38.53,0,34.101562
5.02,12.49,-0.19,-3.57,4.33,1021.65,1019.32,-1.0155,-23.8,0,33.75
4.56,10.72,0.28,-0.42,4.23,1026.48,1024.12,-0.7112,-30.67,0,33.390625
6.96,12.43,1.54,1.5,6.99,1028.47,1026.13,-0.7728,-23.79,0,32.984375
7.74,10.86,4.79,1.55,7.94,1030.64,1028.28,-0.8511,-8.89,0.1,32.484375
4.99,5.89,4.08,2.87,4.9,1028.12,1025.75,-0.9729,3.31,0.67,32.21875
4.4,6.4,1.67,2.09,3.84,1026.39,1024.02,-0.814,0.52,1.18,32.1875
2.61,7.05,-1.62,-1.15,2.8,1029.37,1026.98,-0.8775,-8.9,1.24,32.28125
0.63,4.91,-3.13,-3.1,0.71,1030.9,1028.5,-0.8151,-36.33,0,32.609375
-0.57,4.46,-3.72,-5.96,-0.23,1033.62,1031.2,-0.8996,-38.86,0,32.96875
-1.07,4.23,-4.7,-6.15,-0.63,1034.34,1031.91,-0.7565,-35.06,0,33.125
-0.11,5.42,-3.26,-4.95,0.49,1031.73,1029.33,-0.6859,-24.69,0,32.984375
1.12,6.9,-3.1,-3.62,1.32,1032.36,1029.96,-0.7251,-15.03,0,32.609375
1.46,6.81,-2.52,-3.94,1.87,1032.42,1030.03,-0.7586,-32.81,0,32.09375
3.54,7.59,-1.14,-3.06,3.06,1028.05,1025.68,-0.7267,-20.53,0,31.53125
-0.22,4.29,-5.54,-8.85,0.26,1031.85,1029.42,-0.9017,-38.71,0,30.96875
-2.18,2.81,-5.91,-11.74,-2.3,1030.79,1028.37,-0.787,-41.97,0,30.46875
-0.49,6.01,-5.1,-9.26,-0.86,1028.28,1025.88,-0.7374,-41.68,0,30
0.93,6.99,-4.52,-9.39,1.05,1025.4,1023.02,-0.831,-50.39,0,29.515625
4.43,11.22,-1.22,-7.71,2.61,1022.03,1019.69,-0.9364,-38.47,0,28.953125
6.78,15.31,1.41,-6.75,4.45,1019.57,1017.25,-1.0412,-23.49,0,28.34375
6.77,16.46,-0.44,-3.1,4.53,1019.03,1016.73,-0.8753,-29.23,0,27.78125
8.24,17.31,0.59,-0.62,6.17,1017.07,1014.79,-0.8918,-19.71,0.04,27.296875
8.03,14.9,2.23,-1.1,6.78,1019.92,1017.6,-0.8588,-6.57,0.07,26.875
3.54,9.55,-1.06,-0.45,3.43,1023.4,1021.05,-0.4074,-6.59,0.46,26.609375
5.62,12.53,-0.68,-0.43,5.81,1023.14,1020.8,-0.7901,-24.34,0,26.390625
8.57,12.59,2.15,2.06,8.18,1021.25,1018.92,-0.9067,-13.36,0.24,26.046875
7.7,10.03,5.51,6.39,7.43,1020.81,1018.48,-0.7259,17.71,6.08,26.015625
2.17,5.35,-1.96,0.13,1.13,1030.43,1028.03,-0.8501,-4.21,1.59,26.46875
1.04,4.93,-2.03,-3.49,1.63,1032.71,1030.3,-0.9192,-28.95,0.01,27.15625
4.08,7.34,-1.88,-2,4.8,1031.39,1029,-0.9421,-11.3,0,27.953125
3.75,4.77,2.05,2.24,4.57,1030.93,1028.55,-0.5265,8.83,1.22,28.859375
4.73,9,0.68,0.1,4.86,1033.24,1030.85,-0.8296,-10.83,0.49,29.40625
1.34,5.22,-2.79,-2.96,2.87,1032.24,1029.84,-0.777,-18.38,0.29,29.40625
1.29,6.66,-3.57,-3.65,1.74,1034.39,1031.99,-0.8319,-17.74,0,29.125
2.95,7.65,-2.26,-3.66,3.19,1032.1,1029.71,-0.9543,-34.42,0,28.609375
4.91,10.13,0.56,-1.68,4.59,1027.29,1024.94,-0.7601,-1.95,0,28.015625
5.23,11.29,0.85,-0.35,5.28,1029.99,1027.62,-0.9831,-17.97,0.01,27.453125
0.83,6.1,-2.77,-2.76,1.76,1034.11,1031.71,-0.8591,-40.98,0.03,26.9375
5.1,10.26,-1.47,-1.93,4.92,1027.12,1024.76,-1.0096,-24.67,0,26.390625
2.57,8.73,-3.24,-8.58,1.46,1031.02,1028.63,-1.2885,-32.05,0,25.796875
0.74,6.8,-5.25,-10.19,-0.39,1033.18,1030.78,-1.0662,-43.15,0,25.328125
2.02,8.53,-3.83,-8.43,1.69,1027.84,1025.46,-1.0419,-50.11,0,24.875
6.3,13.95,-1.12,-4.48,5.16,1019.38,1017.07,-1.1476,-25.66,0,24.3125
11.49,19.08,2.71,-2.08,8.79,1015.38,1013.11,-1.225,-13.87,0,23.6875
6.81,11.6,2.47,0.06,7.38,1025.34,1022.99,-1.0298,-17.91,0,23.140625
4.81,9.74,0.75,-2.45,4.82,1028.14,1025.77,-0.9818,-15.29,0,22.703125
6.97,13.42,2,1.18,6.61,1021.31,1019.01,-0.8902,9.33,0,22.296875
7.12,11.77,4.47,2.54,7.8,1024.84,1022.49,-0.9407,8.88,0.33,22.015625
6.52,8.36,5.33,5.95,5.82,1017.93,1015.61,-0.0768,10.61,0.92,22.1875
10.51,15.8,6.12,7.73,9.94,1018.35,1016.05,-0.8858,-14.44,0.03,22.65625
13.17,18.49,8.26,10.14,13.09,1014.24,1011.99,-1.1171,1.42,5.66,23.28125
12.62,18.66,8.33,9.84,12.83,1012.97,1010.71,-0.8901,14.78,81.65,24.09375
10.78,13.27,7.94,9.54,12.69,1011.28,1009.01,-0.8402,17.11,190.19,24.71875
3.04,7.46,-1.02,-1.22,3.55,1024.32,1021.93,-1.1111,-8.12,0.34,24.96875
2.37,5.37,-0.31,-6.77,3.9,1026.17,1023.77,-1.607,-13.45,1.83,24.625
2.06,2.93,0.44,1.6,2.16,1021.11,1018.73,-0.7477,10.17,5.96,24.9375
2.64,4.18,0.92,2.09,2.52,1020.9,1018.52,-0.87,12.6,1.41,26.875
0.64,1.55,-0.16,-0.82,0.87,1022.28,1019.87,-0.8591,-0.6,6.25,30.09375
0.65,2.26,-1,-4.41,1.66,1025.43,1023.02,-1.1423,-23.59,0.75,35.25
-1.79,0.44,-5.19,-6.73,-1.08,1030.89,1028.44,-0.95,-17.12,0.92,42.84375
-2.96,-0.68,-5.33,-8.26,-1.99,1031.72,1029.27,-0.9825,-48.51,1.89,49.78125
-1.61,1.57,-4.4,-7.14,-0.85,1028.5,1026.07,-0.9378,-44.52,0.49,52.84375
1.23,4.22,-3.34,-2.84,2.15,1030.13,1027.72,-1.1593,-6.61,0.52,51.9375
1.83,4.98,-2.1,-2.15,1.21,1031.14,1028.73,-0.9295,3.03,2.05,48.9375
1.15,6.58,-2.3,-3.63,1.33,1028.73,1026.34,-1.2314,-19.26,0,45.375
5.35,9.11,-1.23,-1.09,5.49,1025.1,1022.74,-1.4094,-12.35,0,41.90625
5.64,6.21,4.26,5.29,5.31,1022.9,1020.55,-0.385,12.09,0.98,39.78125
3.3,5.86,0.45,3.05,3.29,1025.73,1023.35,-0.6429,8.92,2.17,40.96875
0.52,1.17,-0.75,-0.79,0.26,1028.73,1026.32,-0.6656,5.65,0.54,47.21875
3.04,6.38,-0.44,-1.63,2.41,1029.14,1026.76,-1.3109,-6,0.63,59.5
3.31,9.74,-1.28,-1.23,2.24,1031.05,1028.68,-1.1899,-22.79,0.01,74.125
6.08,10.2,0.36,0.16,5.49,1028.87,1026.5,-1.4684,-11.45,0,83.90625
7.99,13.05,3.8,2.94,7.77,1028.29,1025.94,-1.6572,11.39,0,86.3125
8.88,12.99,5.36,3.76,8.74,1027.52,1025.18,-1.5818,15.21,1.56,83.125
9.62,12.54,6.82,6.25,10.01,1024.34,1022.01,-1.693,21.05,9.19,77.0625
9.26,9.95,8.28,8.36,8.38,1022.49,1020.16,-0.7208,24.37,10.46,71.15625
10.65,12.76,8.12,8.87,9.81,1023.46,1021.15,-0.8858,9.94,8,67.125
9.42,12.63,5.88,8.02,9.53,1023.24,1020.91,-0.8718,16.71,20.02,66.21875
5.7,7,3.83,4.35,5.7,1021.72,1019.37,-1.016,17.13,0.86,68.1875
4.14,6.82,1.88,1.09,3.04,1023.67,1021.3,-1.1568,4.56,0.1,73.5
6.4,9.84,2.02,-0.44,6.5,1024.97,1022.62,-1.7865,-23.77,0,83.15625
9.47,13.34,4.02,2.2,9.2,1022.46,1020.13,-2.6655,0.27,0.56,92.34375
7.81,11.94,3.34,4.9,6.7,1024.06,1021.73,-0.9808,4.31,2.51,96.4375
7.29,11.03,4.32,-1.44,7.63,1027.22,1024.86,-2.6412,-13.73,0,95.6875
5.01,8.03,1.13,0.43,4.43,1030.02,1027.65,-1.2552,-4.6,0.41,92.4375
6.84,10.17,3.17,-0.83,6.69,1028.39,1026.03,-2.08,-7.58,0,87.28125
5.36,8.18,1.41,1.67,4.87,1025.58,1023.22,-1.0978,2.79,0.25,80.8125
7.55,13.97,2.57,2.2,7.16,1026.65,1024.33,-2.0407,-19.51,0,73.6875
10.13,15.61,5.47,1.78,9.56,1025.34,1023.01,-2.6644,-12.03,0,66.28125
13.81,18.73,7.32,7.78,13.49,1017.13,1014.85,-2.5724,18.01,5.87,59.03125
8.63,13.31,5.24,4.88,7.43,1019.1,1016.77,-1.1885,16.06,7.65,53
6.5,10.57,3.21,-2.65,5.95,1024.79,1022.44,-2.565,-11.28,0,48.1875
10.57,17.58,5.16,2.03,8.78,1022.57,1020.27,-2.7891,-16.97,0,44.4375
13.75,20.66,7.78,3.31,11.7,1019.1,1016.83,-3.08,-25.41,0,41.46875
17.36,22.76,11.46,8.8,15.68,1017.1,1014.85,-2.8523,4.88,8.38,38.65625
