SLP,SP,AT,Tmax,Tmin,GF,DPT,Evap,K,CUPE,runoff
1019.04,945.22,17.78,22.17,13.36,17.3,13.75,-2.4838,20.4,0.04,587.58594
1017.1,943.42,19.22,22.29,15.06,19.26,15.6,-2.147,24.15,5.76,568.8594
1019.33,945.35,17.31,19.08,15.42,16.85,15.94,-0.6849,29.02,0.75,534.125
1020.41,946.39,17.93,20.63,15.97,17.51,16.04,-1.2856,27.83,1.32,505.5625
1019.45,945.72,18.88,22.21,16.17,18.78,16.12,-2.0014,28.84,46.33,485.46875
1015.88,942.5,20.05,24.07,16.84,19.48,16.84,-2.3347,27.48,221.15,465.8047
1010.07,937.05,20.97,24.59,17.42,20.2,17.87,-2.466,29.09,14.42,441.32812
1009.97,936.83,19.06,20.59,17.68,19.26,15.07,-1.7485,25.79,1.2,430.8203
1010.52,937.14,18.03,20.31,16.19,17.44,14.48,-1.2327,18.56,0.19,453.84375
1016.7,942.61,15.5,16.86,14.52,14.91,13.65,-0.8972,19.34,18.94,469.90625
1024.58,949.39,12.98,14.67,10.15,12.57,9.16,-0.9845,12.71,17.16,482.90625
1028.86,952.82,10.8,12.21,9.82,10.53,7.89,-1.0068,9.8,2.13,509.14844
1028.43,952.51,11.55,13.57,10.24,11.55,8.72,-1.4112,10.94,1.71,516.4219
1029.49,953.29,10.47,11.1,10.18,10.11,9.3,-0.9656,13.98,2.9,505.16406
1030.17,954.49,11.75,14.43,9.25,11.56,9.31,-1.13,12.49,4.38,493.78906
1026.97,951.72,14.08,16.96,9.73,13.87,10.99,-1.6891,10.39,1.85,478.625
1022.5,947.4,12.83,13.82,11.95,12.5,10.64,-0.9482,10.71,2.87,450.8047
1024.39,949.43,12.95,13.62,12.17,12.09,11.17,-0.5116,14.39,7.45,428.53906
1028.15,952.89,12.41,13.56,10.62,11.29,9.72,-0.9731,14.38,7.94,418.91406
1026.08,951.33,14.71,19.46,10.89,13.95,10.01,-2.2283,17.29,0.81,418.95312
1023.65,949.04,15.05,19,11.32,14.1,10.74,-1.67,20.17,0.49,412.35156
1020.4,946.02,14.84,18.49,11.15,14.52,11.73,-1.5979,17.27,0.14,392.14062
1019.71,945.42,15.07,17.54,12.92,15.41,11.46,-1.5643,17.3,28.41,367.33594
1022.91,948.45,14.44,17.01,11.15,13.43,11.25,-0.6137,18.49,3.74,347.75
1025.16,950.66,15.59,21.27,10.74,14.47,10.28,-2.2792,19.43,0.6,338.76562
1021.21,947,15.77,21.12,11.06,15.62,12,-2.2126,20.1,126.17,329.54688
1019.48,945.27,16.07,18.7,13.63,15.69,13.13,-1.4025,16.68,145.69,312.28906
1017.9,944.02,16.95,21.47,13.14,16.19,12.67,-2.061,25.6,49.38,294.08594
1012.97,939.27,15.59,17.49,13.64,15.1,12.29,-1.3005,25.5,24.82,289.32812
1019.14,944.9,15.75,18.45,13.49,15.07,11.38,-1.6293,25.08,17.54,290.39062
1028.43,953.17,12.27,13.49,10.16,11.3,9.48,-1.0045,17.98,22.25,306.375
1026.34,951.26,13.04,17.39,9.61,11.5,6.86,-2.0726,12.72,0.01,352.76562
1023,947.84,11.64,13.81,9.16,11.6,8.94,-1.3095,17.18,3.86,397.65625
1021.82,946.74,11.98,13.92,9.95,11.41,10.05,-0.7907,18.55,7.88,401.59375
1024.09,949.06,11.97,14.91,8.54,11.41,9.67,-0.9222,11.66,19.7,385.96875
1016.83,942.23,12.22,14.82,9.53,12.62,10.28,-1.1484,7.63,2.39,366.6953
1012.69,938.16,11.74,13.29,10.47,11.36,9.41,-0.8038,17.93,0.98,347.51562
1017.66,943.46,13.55,18.02,9.81,12.74,6.43,-1.8841,12.25,0.89,330.23438
1014.52,940.38,13.18,17.41,9.65,12.94,8.39,-1.7761,15.08,11.39,315.8828
1016.78,942.17,12.16,13.85,10.14,12.62,8.95,-1.3662,13.71,1.35,298.91406
1021.98,947.3,13.13,17.72,10.12,11.99,9.1,-1.5596,18.57,0.32,280.98438
1022.06,946.92,11.67,12.83,10.12,11.89,8.53,-0.9227,18.17,2.94,266.98438
1019.71,944.88,12.51,15.08,10.8,11.8,10.09,-0.9242,18.01,1.08,255.75781
1021.28,946.04,11.18,11.91,10.43,10.96,10.1,-0.502,15.86,5.07,247.96875
1022.74,947.78,12.07,14.52,10.06,10.51,8.63,-0.8587,11.61,6.33,252.00781
1022.44,947.23,10.89,12.85,9.19,10.28,6.93,-0.9096,15.03,0.05,269.0625
1020.51,945.86,12.75,17.76,9.49,11.49,7.31,-1.678,17.82,0,274.57812
1018.74,944.16,11.8,16.68,7.51,10.74,8.6,-1.3482,14.31,0.89,267.45312
1023.39,948.28,12.21,13.52,9.72,12.33,9.62,-1.0891,22.17,0.8,254.625
1018.96,944.01,11.69,13.28,10.29,11.53,9.47,-0.8168,17.83,0.31,238.85938
1013.8,939.4,12.73,14.94,10.05,12.47,9.88,-1.0497,4.78,0.82,224.58594
1020.92,946.02,10.31,11.87,8.55,10.47,8.7,-0.5507,9,1.94,213.53906
1029.8,953.97,10.1,13.78,7.18,9.17,2.18,-1.8597,0.46,0.34,204.88281
1026.41,950.58,9.01,14.31,4.57,7.03,0.5,-1.825,-0.11,0,198.47656
1018.41,943.09,8.39,13.24,4.25,7.34,2.9,-1.524,7.19,0,190.80469
1013.36,938.41,9.29,13.17,4.38,8.31,4.44,-1.3598,5.84,0,180.58594
1015.14,940.36,10.3,12.62,8.19,10.16,6.42,-0.7532,11.23,0.4,169.57812
1013.36,938.46,9.95,12.19,8.34,9.43,5.23,-0.9125,9.76,0,159.90625
1012.4,937.32,9.26,10.48,7.07,8.84,5.74,-0.7968,10.96,2.65,153.50781
1016.2,941.29,10.47,14.79,6.14,10.35,6.86,-1.4247,10.17,0.8,149.8125
1018.98,943.14,8.17,10.65,3.15,8.59,6.52,-1.0938,13.38,10.91,147.75781
1036.25,957.43,2.44,4.59,-1.02,1.17,-1.06,-1.1578,-4.04,7.21,159.35938
1029.06,950.91,3.55,6.83,-0.69,1.29,-1.13,-1.3136,-22.27,0,187.71875
1021.19,943.72,4.7,5.99,2.26,3.58,0.44,-1.1027,-10.59,0.02,204.28125
1020.98,944.36,6.29,9.24,4.23,4.57,1.22,-1.0461,-6.14,0.05,202.78906
1021.92,946.39,8.66,14.77,3.5,6.47,-0.61,-1.4326,-7.83,0,196.57812
1020.64,944.94,6.21,12.05,1.17,5.23,0.71,-1.4981,-2.08,0,187.88281
1018.98,943.47,7.11,13.43,2.12,6.38,2.74,-1.4002,0.98,0.44,177.14844
1016.78,941.27,7.2,11.21,2.47,6.68,3.83,-0.935,11.48,0.27,165.6875
1017.94,942.58,8.85,12.95,4.59,8.13,3.48,-0.8393,10.51,0.15,155.24219
1024.75,947.9,6.1,7.96,4.45,5.75,3.15,-0.9163,9.65,0.98,147.25781
1027.46,950.63,6.59,10.43,2.02,5.16,0.23,-1.4746,4.71,0,143.92188
1021.81,945.33,6.1,10.54,2.11,4.98,1.7,-1.2741,2.59,0,144.48438
1020.99,944.35,5.64,8.39,3.32,4.89,2.53,-0.7769,4.12,0.9,142.4375
1019.87,943.67,6.4,9.24,4.02,7.04,3.25,-0.7521,6.73,1.03,137.17969
1026.03,949.44,6.53,9.75,4.13,6.55,3.12,-0.6953,5.98,0.32,131.39844
1024.73,948.18,7.5,10.25,5.04,6.19,-0.36,-1.4424,0.03,0,127
1020.78,944.1,5.89,7.6,4.42,5.23,-0.23,-0.8379,0.63,0,124.52344
1020.41,943.04,3.39,5.27,1.48,3.6,1.8,-0.8892,1.82,2.28,122.921875
1026.08,948.16,3.33,5.24,1.88,3.17,0.61,-0.9813,-1.4,3.06,124.30469
1026.85,948.64,2.75,3.82,1.98,2.53,0.75,-0.5945,-6.45,0.95,127.63281
1023.98,946.07,2.92,4.07,1.39,3.03,1.04,-0.803,-9.56,0.78,128.40625
1030.09,951.86,2.5,4.11,1.2,1.52,0.31,-0.6542,-8.03,3.14,127.109375
1031.21,953.22,3.67,5.53,0.91,3.26,-2.47,-1.06,-6.54,0.7,125.21875
1025.78,947.97,4.03,5.69,1,4.02,-0.45,-0.981,-4.52,0.25,122.953125
1028,950.22,3.54,5.36,2.24,3.01,1.16,-0.7311,-2.41,10.34,120.40625
1029.48,951.53,3.48,5.62,1.13,3.02,-2.22,-1.076,-2.3,1.63,118.78125
1029.31,951.04,2.13,4.59,-0.26,2.41,-1.91,-0.9844,0.42,3.65,118.40625
1025.23,947.5,2.18,6.67,-1.93,2.83,-1.83,-1.1357,-2.77,0.54,117.625
1022.58,944.58,1.66,3.12,-0.9,1.75,-0.8,-0.6328,-5.27,1.08,114.875
1022.14,944.89,3.88,6.15,0.65,4.23,-0.62,-0.9194,-1.32,0.67,111.1875
1030.05,952.55,4.74,7.78,2.02,4.87,0.22,-1.2655,1.65,4.07,107.984375
1030.25,952.41,4.28,6.16,2.13,3.41,-2.74,-1.2649,-1.13,0.31,106.21875
1026.26,948.2,2.39,4.07,1.08,2.78,-0.68,-0.7748,1.76,1.24,105.625
1027.4,949.04,2.35,3.88,0.95,2.25,1.22,-0.894,3.87,11.48,105.9375
1025.34,947.02,2.21,4.05,0.79,1.43,0.13,-0.8451,-1.33,8.43,107.171875
1027.39,948.97,0.14,2.17,-5.21,-1.3,-1.82,-0.5993,-1.36,5.23,108.609375
1027.19,949.27,1.11,7.09,-5.41,-0.62,-3.2,-1.0182,-1.86,0.01,109.203125
1025.69,947.69,3.03,5.92,-1.93,2.15,-0.99,-0.729,-3.96,0.69,107.421875
1027.96,950.1,2.81,5.91,-0.21,1.65,-0.5,-0.7812,-2.63,0.74,105.078125
1030.24,952.5,4.34,7.6,1.03,3.18,0.46,-1.0937,0.49,4.77,102.859375
1029.05,951.13,4.25,5.73,1.88,3.84,1.6,-0.9726,0.53,3.64,101.203125
1028.93,951.12,4.44,6.07,3.01,3.96,2.32,-1.1405,1.09,6.12,101.3125
1029.22,951.2,3.76,4.74,2.67,3.54,1.97,-0.9257,0.69,7.79,104.0625
1033.32,954.96,3.23,4.6,1.51,2.59,1.24,-0.9346,5.12,3.39,108.796875
1036.07,957.22,2.32,3.92,0.83,1.82,-0.1,-0.8127,3,1.28,113.109375
1032,953.66,2.99,5.23,0.51,3.19,-1.54,-0.918,0.32,0.76,115
1032.25,953.95,3.64,5.83,0.85,3.08,0.16,-0.8644,0.44,2.57,114.640625
1029.89,951.91,3.3,5.56,0.57,2.48,-0.03,-0.9458,0.71,0.51,113.34375
1026.28,949.09,3.89,10.1,-0.64,3.66,0.17,-1.5755,1.4,0.05,110.96875
1023.38,946.2,4.92,8.33,0.88,4.48,1.77,-1.0808,-6.35,0.14,107.5625
1021.36,944.59,6.09,10.16,3.17,5.05,2.78,-0.9767,-13.86,0.54,105.140625
1021.08,944.94,5.91,12.37,0.8,4.46,2.08,-0.9176,-10.04,0.39,106.953125
1017.68,941.88,7.24,11.9,0.45,7.07,2.78,-1.5081,-13.25,1.06,116.453125
1014.36,939.13,8.43,13.58,2.13,8.61,4.2,-1.4792,-2.63,1.08,131.78125
1009.49,934.66,9.67,14.28,3.41,9.22,5.41,-1.277,-7.41,1.16,147.40625
1004.97,930.85,11.33,15.43,5.71,11.22,6.62,-1.4754,3.99,2.84,161.25
1011.58,937.12,11.72,15.83,7.35,11.34,7.21,-1.397,13.26,2.04,178
1018.08,942.91,10.62,13.79,7.97,10.42,6.4,-1.4518,17.54,1.08,202.03125
1023.22,946.65,6.82,8.69,3.94,6.34,4.9,-0.981,11.26,8.4,227.625
1022.59,945.79,6.08,8.86,4.08,6.41,3.86,-1.1268,9.71,1.87,248.59375
1024.51,947.76,6.7,8.79,5.06,5.89,3.98,-0.9611,9.28,0.76,259.53125
1019.67,943.13,5.9,7.07,5.03,6.61,4.18,-1.1535,4.94,2.93,257.25
1018.96,942.33,6.11,8.33,4.75,6.26,3.36,-1.0909,-1.66,1.69,247.59375
1021.43,944.79,5.67,8,4.17,5.09,2.96,-0.9001,1.52,1.04,238.34375
1018,942.45,8.57,11.92,4.57,8.49,3.07,-1.753,5.77,0.49,227.90625
1020.67,944.46,7.31,8.87,6.02,7.54,4.3,-0.9643,10.77,3.89,215.625
1022.88,946.46,7.56,8.49,6.33,8.09,5.36,-1.1556,10.04,3.69,204.15625
1021.87,945.49,7.6,8.46,6.5,7.28,5.58,-0.7639,8.31,2.03,194.5625
1019.12,943.11,8.02,9.55,6.08,7.84,5.21,-0.9963,5.5,2.1,185.5
1020.27,945.01,10.7,14.84,6.55,9.9,5.91,-1.6307,12.88,0.6,177.21875
1014.42,940.1,11.9,18.38,6.41,10.98,6.84,-2.2116,3.6,0,170.28125
1009.72,935.75,13.14,16.05,7.78,12.96,8.3,-1.9958,11.1,0.14,166.03125
1008.59,934.96,14.93,18.7,11.1,13.6,8.82,-1.4737,10.93,0.59,167.6875
1007.58,934.08,15.5,18.99,10.72,15.01,9.97,-1.578,12.92,6.01,177.65625
1009.98,936.18,15.34,19.01,12.08,14.33,9.64,-1.5161,15.39,1.01,194.78125
1019.63,944.27,10.35,13.25,5.94,9.1,5.62,-0.9485,11.46,6.4,218.8125
1019.7,944.59,12.55,17.06,5.86,12.12,5.63,-2.4764,9.82,2.61,251.21875
1021.63,945.88,10.19,13.15,7.85,10.36,6.39,-1.1632,9.82,5.8,277.3125
1020.87,945.57,11.66,14.99,8.49,10.94,4.82,-2.2426,7.46,1.96,289.25
1016.63,941.1,9.52,11.9,7.57,9.92,5.61,-1.1648,7.92,14.87,293.65625
1016.81,941.29,9.83,11.68,7.83,9.7,4.95,-1.2121,8.54,15.21,285.25
1022.76,947.56,11.67,15.12,8.92,10.82,5.23,-1.4372,12.43,0.39,272.8125
1021.86,946.86,11.01,15.18,6.17,10.56,4.83,-1.7897,13.05,0.03,259.75
1018.93,944.26,12.69,16.6,6.89,13.04,6.7,-2.0456,14.71,1.79,246.125
1026.76,950.87,10.39,13.61,7.58,9.69,7.47,-1.2682,14.01,8.23,234.5625
1024.83,948.67,8.67,10.01,6.75,8.47,7.04,-1.1409,13.04,4.4,236.90625
1021.16,945.69,10.42,13.28,7.96,10.1,7,-1.5163,13.78,1.6,252.34375
1013.68,939.18,12.6,15.35,8.26,12.17,7.7,-2.0313,15.41,0.93,257.625
1013.19,939.02,13.7,16.7,9.44,13.99,9.24,-2.2313,12.64,156.97,249.34375
1031.91,954.94,8.3,12.62,4.32,7.76,1.3,-1.7591,6.92,4.69,241.125
1034.17,957.09,8.31,10.62,4.87,7.77,-0.25,-2.5048,4.01,0.21,246.53125
1026.56,950.42,9.25,13.39,5.38,8.49,1.33,-2.2566,-0.76,0.01,255.75
1017.46,942.55,10.94,15.14,5.6,10.79,4.09,-2.406,5.84,0,249.1875
1012.39,938.18,11.84,14.81,8.52,12.09,4.3,-1.6867,10.02,0.18,232.34375
1009.99,935.67,11.2,13.52,9.07,11.77,5.51,-1.0884,10.69,14.27,217.375
1013.83,938.52,8.86,11.12,6.9,8.53,6.25,-1.0428,6.8,16.14,208
1028.13,950.95,5.7,8.06,3.87,5.37,3.75,-1.3679,1,2.74,207.25
1030.56,952.92,4.96,7.15,3.12,5.32,2.24,-1.3492,0.43,0.35,219.9375
1029.2,951.89,6.01,7.82,3.92,5.84,2.45,-1.334,1.15,1.24,232.21875
1030.94,953.88,7.23,10.19,5.03,7.57,3.52,-1.6926,6.29,2.01,230.71875
1030.34,953.4,7.51,9.67,5.75,7.65,4.41,-1.7366,7.53,2.2,221.1875
1029.05,952.52,8.09,11.36,3.23,7.6,3.92,-1.8847,10.39,1.04,212.21875
1026.09,950.35,11.06,15.73,4.78,11.83,5.84,-2.5201,5.43,2.13,203.3125
1025.35,950.4,13.47,18.15,8.36,13.19,6.22,-2.924,13.45,0,194.34375
1021.63,946.87,13.01,15.75,10.44,12.26,6.94,-1.6401,17.52,0.03,193
1016,941.76,13.65,16.03,11.23,13.61,8.79,-1.8776,21.35,0.38,200.34375
1013.89,939.83,14.5,18.01,11.51,14.3,9.09,-1.5765,20.97,0.96,209.53125
1016.31,942.02,13.59,15.1,12.43,13.26,10.55,-1.0408,22.1,1.11,215.96875
1016.06,942.15,16.1,20.67,12.86,15.3,10.07,-1.6607,20.22,5.45,222.625
1018.38,943.83,13.19,14.72,11.43,13.13,10.55,-0.7691,18.32,2.71,234.78125
1016.13,941.54,12.97,16.38,11.05,13.2,10.41,-1.2879,12.66,8.01,250.65625
1015.47,940.7,11.69,13.2,10.47,11.75,9.85,-1.0394,9.34,8.95,266.78125
1016.94,942.76,15.2,18.9,11.65,14.69,9.91,-2.028,18.08,7.52,280.625
1022.6,947.41,11.78,13.38,9.77,11.56,9.38,-1.1803,19.39,13.65,293.625
1023.93,948.47,10.96,12.06,9.7,10.28,8.63,-0.9284,17.25,0.62,310.46875
1020,945.54,14.55,19.37,10.76,13.47,9.67,-2.8024,15.25,0.68,326.84375
1018.69,944.62,15.73,20.02,11.21,15.41,10.65,-2.6444,20.08,1.36,325.34375
1015.48,941.79,17.64,22.17,12.85,17.16,12.32,-2.8705,23.03,52.86,315.5
1015.01,941.22,16.7,19.79,13.29,16.54,13.12,-2.1059,23.68,12.91,315.9375
1011.78,938.39,18.05,20.9,14.64,17.41,14.03,-2.1795,22.7,16.91,320.59375
1008.4,935.38,17.91,21.22,15.77,17.8,14.29,-1.4957,26.75,35.85,321.28125
1011.26,938.09,18.37,22.73,15.6,19.2,13.67,-2.8695,27.85,11.91,328.78125
1013.95,940.45,17.34,20.75,14.38,17.37,12.58,-1.5247,25.07,3.1,357.625
1014.72,941.68,19.79,26.19,13.04,18.72,11.68,-3.7581,12.35,77.76,396.96875
1012.99,939.92,21.46,25.4,15.42,20.66,12.74,-4.0013,22.48,13.67,417.21875
1010.92,937.57,17.91,19.83,16.66,17.55,13.96,-1.6983,26.13,7.24,414.8125
1007.8,934.81,18.94,22.61,16.03,19,14.29,-2.2468,24.84,11.51,403.40625
1015.86,942.41,19.43,22.6,17.18,17.46,11.03,-2.4177,19.51,14.29,401
1018.47,944.88,19.33,22.88,16.7,19.08,9.86,-3.1765,18.43,0.63,427.40625
1015.77,942.41,19.82,24.18,16.25,19.26,11.27,-3.7649,18.53,0,437.71875
1012.94,940.04,21.11,27.02,16.49,20.37,11.13,-4.2368,0.13,0.83,427.375
1006.96,934.66,22.34,28.71,15.62,21.03,11.95,-4.4595,4.56,8.16,405.125
1006.99,934.77,23.14,29.73,16.79,22.19,13.1,-4.2444,12.91,534.95,378.21875
1005.71,933.84,25.11,31.01,19.73,24.75,14.63,-4.1489,19.97,796.52,354.4375
1001.24,929.67,25.32,30.79,20.23,25.31,16.72,-3.551,27.72,1392.34,335.28125
997.96,926.76,26.57,32.05,21.73,27.19,17.11,-3.6767,28.28,1443.81,322.78125
1002.38,930.83,25.92,32,19.53,27.34,16.52,-3.5317,31.85,945.7,318.59375
1008.6,935.63,20.51,26.72,15.44,21.69,11.74,-2.6731,24.1,99.19,323.75
1014.91,941.14,16.91,19.06,15.57,17.63,11.01,-1.7703,16.48,9.25,340.28125
1012.86,939.53,19.69,23.37,16.53,20.29,11.62,-2.5491,13.64,0.24,368.90625
1007.4,934.75,20.56,25.94,15.69,21.65,12.8,-3.1235,12.88,67.39,387.5625
1002.11,930.15,22.76,28.38,18.02,24.17,14.38,-3.655,15.58,339.71,386.96875
999.95,928.36,24.53,29.47,20.86,26.01,16.55,-3.4948,20.81,840.38,370.6875
996.8,925.59,26.36,30.76,23.12,27.45,18.21,-2.9045,29.27,800.5,355.625
994.42,923.41,28.04,32.93,23.84,29.01,19.55,-3.2453,32.79,554.24,351.28125
995.62,924.16,24.38,29.4,20.44,26.07,19.72,-3.3004,32.63,414.33,348.78125
1004.25,932.14,22.71,28.46,19.47,21.95,14.78,-2.5688,18.77,1.55,366.5
1007.84,935.47,24.53,30.46,18.32,25.41,15.35,-4.3615,24.27,45.31,437.3125
1014.48,941.08,20.01,22.29,18.02,20.39,15.11,-1.8352,25.64,3.71,510.96875
1014.85,941.02,16.64,18.32,14.82,16.59,14.82,-1.2604,23.79,22.05,556.90625
1016.88,943,18.25,21.2,15.24,18.05,13.37,-2.0468,20.38,3.81,576.5625
1018.8,945.32,19.96,23.03,16.81,18.82,11.66,-2.1729,14.78,9.08,576.8125
1014.95,942.28,23.61,30.19,16.84,22.01,12.66,-4.4955,10.9,0,554.90625
1006.59,934.7,25.23,32.26,18.84,24.35,15.36,-4.6596,8.4,588.56,517.96875
1002.47,931.07,26.85,33.48,20.74,26.62,16.64,-4.6348,11.34,898.18,478.15625
1000.32,929.13,28.25,33.65,23.43,28.36,17.93,-4.3462,26.19,541.78,440.96875
1001.13,929.24,23.96,29.82,17.12,25.18,17.2,-3.0392,32.08,226.34,422.65625
1012.5,938.69,15.79,17.79,14.11,15.34,12.72,-1.6704,17.25,31.04,468.75
1015.12,941.3,17.62,20.85,14.78,16.86,11.16,-2.5019,12.51,0.53,609
1013.73,940.06,17.75,19.72,15.14,18.27,11.93,-2.4279,10.94,6.32,665.5625
1014.48,940.79,17.48,20.26,15.43,17.09,13.72,-1.5168,18.5,6.38,641.03125
1012.05,939.1,22.04,27.29,17.75,21.33,14.48,-4.5322,20.85,4.25,604.71875
1010.28,937.73,22.8,27.7,18.32,22.89,15.42,-4.0487,26.21,132.8,567.6875
1006.73,934.57,25.32,29.41,21.17,25.33,16.45,-4.3109,23.77,204.15,527.65625
1006.51,934.16,24.04,27.69,20.79,24.48,17.69,-2.5409,30.87,14.37,494.25
1010.92,937.97,20.43,21.69,19.59,21.2,18.12,-1.6814,30.1,27.59,472.53125
1014.73,941.25,18.43,19.88,16.85,17.5,15.11,-1.3571,19.84,79.03,472.3125
1011.43,938.48,21.36,25.57,17.57,20.21,14.24,-3.499,2.57,0.24,496
1009.28,936.56,22.92,27.03,19.28,22.8,14.58,-4.3207,15.46,7.56,525.0625
1008.47,935.84,23.07,26.1,20.36,22.84,16.53,-3.0805,24.59,8.38,511.125
1004.71,932.14,21.7,24.52,19.61,21.55,16.84,-1.9666,26.64,6.3,477.5625
1004.98,932.6,22.81,26.19,19.48,22.49,17.74,-2.3531,28.37,10,447.53125
1007.91,935.26,22.05,24.14,19.99,21.54,18.97,-1.5532,28.6,159.45,429.625
1006.11,934.07,25.41,29.49,21.14,25.61,18.27,-3.6693,22.77,10.49,425.1875
1002.92,931.51,27.93,34.33,20.9,27.02,17.19,-4.5696,17,6.97,427.78125
999.06,927.89,28.7,32.97,24.87,29.02,17,-4.2094,26.48,2.45,425.375
1004.38,932.06,22.92,26.23,20.17,22.56,17.91,-1.8093,30.87,19.64,414.6875
1005.14,932.96,22.9,26.06,20.27,22.21,16.88,-1.9308,21.45,36.29,412.28125
1006.03,933.88,24.89,29.63,21.5,24.01,15.62,-3.477,16.2,0,442.4375
1003.98,932.15,26.51,30.7,22.55,27.17,16.22,-3.475,21.31,0.56,464.59375
1002.83,930.77,23.82,27.72,21.23,24.64,18.18,-2.5158,30.83,52.38,457.84375
1001.95,930.21,25.95,31.05,21.27,26.08,19.25,-3.2387,26.79,6.27,439.28125
999.79,928.4,27.86,31.89,23.48,28.61,19.66,-3.1028,29.89,8.2,421.1875
999.33,927.56,25.01,28.88,21.82,24.97,19.86,-2.1423,33.29,38.64,412.1875
1001.88,930.01,24.88,28.39,21.37,24.48,20.19,-3.1803,29.6,3.19,436.90625
1002.36,930.58,26.18,29.3,23.55,26.2,20.01,-3.4931,29.57,2.05,490.625
1001.25,929.39,25.49,28.69,23.01,26.1,20.75,-3.4009,32.54,15.35,519.15625
1000.03,928.17,24.51,27.11,22.66,24.63,21.44,-2.1534,34.33,15.89,536.90625
1000.44,928.55,24,25.57,22.71,23.65,20.97,-1.5072,34.77,20.18,556.5625
1000.78,929.05,24.7,27.51,22.45,24.55,19.8,-2.6379,30.72,27.92,571.5625
1000.54,929.4,27.68,32.73,23.39,27.12,18.26,-3.7898,23.13,0.42,582.3125
1000.23,929.29,30.26,36.63,24.25,29.37,18.38,-4.8881,22.78,32.57,582.71875
1000.53,929.33,29.43,34.14,23.41,29.35,18.86,-4.0157,26.2,587.17,560.15625
1003.53,931.42,24.04,25.93,22.05,24.29,19.52,-2.3646,31.17,143.68,534.96875
1001.54,929.93,26.54,32.34,21.58,26.64,18.69,-4.1505,17.95,216.82,528.71875
999.34,928.02,27.73,33.35,22.49,28.33,19.05,-4.1621,13.24,198.58,534.28125
999.43,928.24,29.68,34.1,25.37,30.01,18.98,-3.5583,28.5,4.34,517.8125
998.59,927.35,29.16,32.99,25.32,29.95,20.75,-2.9102,32.54,62.25,487.40625
996.48,925.12,27.25,30.4,24.42,26.96,21.3,-2.2616,34.43,72.42,473.9375
994.49,923.39,27.34,31.65,24.86,28.22,23.26,-2.6884,35.95,733.32,504.875
999.47,927.88,25.93,27.53,23.98,26.06,23.06,-3.3781,37.01,1073.78,762.125
1001.14,929.42,26.06,28.53,24.06,25.34,23.41,-1.8303,34.77,351.83,1474.0938
998.92,927.23,25,27.58,22.96,25.1,22.96,-2.0457,35.28,609.55,1729.625
1001.54,929.56,22.62,25.05,19.89,21.76,19.54,-1.9226,27.08,37.98,1735.2812
1004.48,932.84,26.13,30.55,21.47,25.05,19.13,-4.3778,11.86,18.61,1832.9062
1004.29,932.6,26.76,31.72,21.41,25.63,20.01,-5.7844,10.43,2.85,1843
1004.75,932.93,27.12,31.19,22.94,26.93,20.13,-5.5113,19.88,46.51,1657.9688
1007.65,935.03,21.92,23.59,19.78,21.82,18.79,-1.9856,29.29,22.51,1483.3125
1009.67,936.6,19.98,20.72,19.39,19.65,18.48,-0.9667,26.69,6.64,1396.3438
1009.86,936.81,19.81,20.3,19.29,19.58,18.58,-0.7284,26.74,9.09,1391.0938
1009.41,936.58,21.08,23.34,19.61,20.32,19.46,-1.8491,26.63,34.98,1385.9844
1008.15,935.75,23.54,26.64,21.02,23.22,20.4,-2.5723,22.06,248.65,1333.6406
1005.86,933.68,24.43,27.85,20.4,23.05,20.51,-2.7801,22.4,377.94,1247.875
1002.94,931.12,25.57,28.26,22.21,25.49,21.54,-5.0232,25.32,548.54,1139.1875
1001.27,929.66,25.65,29.99,20.76,25.16,20.67,-4.9348,25.37,540.13,1035.7969
999.98,928.57,26.78,31.67,21.95,26.23,20.64,-5.3032,22.72,519.61,959.6875
998.19,927,27.77,32.39,23.77,27.34,21.72,-5.3171,27.27,1245.74,880.5781
997.99,926.74,27.5,31.89,22.85,27.52,22.27,-5.1561,35.41,1422.29,807.4219
1000.14,928.44,24.58,28.33,21.39,24.83,21.64,-4.0769,34.74,625.85,760.8281
1000.8,929.09,26.68,30.54,23.44,26.3,22.54,-3.988,33.16,807.76,762.96875
1002.41,930.5,24.6,27.61,22.71,25.02,21.74,-2.9628,36.02,330.97,776.2969
1004.24,932.34,26.4,28.94,23.8,25.65,22.35,-3.4989,34.69,731.72,779.2344
1002.02,930.51,28.13,31.65,25.33,27.7,23.63,-4.6729,33.8,1723.04,785.09375
1000.34,929.03,28.5,33.28,25.29,27.95,24.42,-4.3145,35.48,2330.22,772.90625
1000.24,928.79,26.81,30.04,23.93,28.33,23.33,-3.8621,35.17,1925.48,752.4844
999.63,927.93,25.75,28.64,23.46,25.51,23.57,-2.5252,35.48,1176.93,769.2656
1003.88,931.67,22.63,23.4,21.66,22.51,20.76,-1.6211,32.94,63.1,820.0156
1005.12,932.8,22.9,25.19,21.37,23.06,19.94,-2.5018,30.3,2.06,922.2656
1005.18,932.76,22.15,24.46,20.47,22.81,19.79,-2.2494,30.38,26.88,1042.5469
1005.67,933.4,23.04,26,20.61,23.04,20.14,-2.9135,25.42,0.49,1037.5938
1005.76,933.77,25.74,29.41,22.43,25.51,20.34,-4.3469,24.41,16.67,992.1094
1005.27,932.76,21.61,25.07,19.75,21.86,19.78,-2.2216,29.61,63.97,916.3125
