AT,Tmax,Tmin,GF,DPT,RH,Evap,PET,LCC,K,runoff
22.79,29.38,18.81,24,19.59,82.17,-3.5964,-3.733,0.44,33.85,967.9219
24.75,30.39,19.71,24.71,20.37,76.63,-3.8611,-4.449,0.21,22.71,948.3594
26.18,30.83,22.29,25.44,20.9,72.73,-4.2216,-5.016,0.11,26.51,908.46875
27.18,31.03,23.79,25.9,21.12,69.5,-4.4164,-5.329,0.05,27.73,830.4375
28.09,32.68,24.02,26.8,20.12,61.97,-5.1386,-6.379,0,26.56,749.1875
25.66,31.47,19.61,24.65,16.61,57.35,-4.8906,-6.083,0,23.98,669.53125
23.63,29.47,18.52,22.87,12.63,50.08,-5.081,-6.521,0,18.37,592.0781
25.38,30.5,20.84,24.78,16.01,56.12,-4.3321,-5.474,0.02,24.03,527.71875
24.98,29.68,20.4,24.19,15.39,55.22,-4.512,-6.28,0.03,19.44,470.32812
24.12,28.4,20.24,24.6,15.57,58.85,-4.2941,-6.271,0.02,24.26,420.23438
24.04,29.51,19.48,25.28,17.63,67.41,-4.0621,-5.698,0.02,19.04,379.01562
25.07,28.92,21.67,26.03,18.55,67.14,-3.3301,-4.71,0.13,25.05,346.9375
24.61,27.84,21.82,25.57,18.28,67.83,-3.1664,-4.497,0.17,30.96,322.07812
21,23.42,18.08,21.62,16.63,76.08,-1.7056,-1.903,0.45,32.39,325.5625
18.78,22.13,15.84,18,16.52,86.7,-1.5695,-1.517,0.58,18.08,404.5
22.61,28.3,15.59,24.16,16.38,67.89,-3.7899,-4.867,0.13,17.39,501.96875
22.79,26.99,18.34,23.56,18.25,75.57,-3.211,-3.897,0.46,33.33,531.8125
20.16,24.4,15.21,18.2,15.64,75.25,-1.2686,-1.582,0,13.6,533.90625
18.93,25.33,12.12,18.58,9.62,54.71,-4.2625,-5.849,0,0.51,539.09375
16.62,22.28,11.57,16.59,8.74,59.63,-3.5224,-5.021,0,-7.41,504.70312
18.13,24.44,11.37,18.33,8.54,53.46,-3.4801,-4.703,0,-10.1,458.03125
20.09,25.41,14.89,21.12,12.95,63.46,-2.3775,-3.388,0,11.67,412.07812
18.67,23.84,14.41,19.68,13.28,70.83,-2.8712,-4.104,0.01,24.8,371.07812
19.63,24.78,15.31,21.54,12.83,64.79,-2.9106,-4.184,0.01,25.04,338.65625
16.5,19.92,13.41,16.91,14.04,85.38,-1.9616,-2.543,0.21,23.73,315.32812
16.84,23.64,11.58,17.23,8.18,56.65,-3.3174,-4.726,0.1,8.55,305.375
19.59,26.08,13.52,19.25,8.82,49.77,-3.3362,-4.713,0,10.74,307.59375
20.67,25.95,15.06,21.46,11.16,54.44,-3.0809,-4.746,0,19.44,301.21875
17.5,22.36,12.82,18.38,11.01,65.68,-1.7905,-3.17,0.02,19.17,285.5625
18.75,24.59,13.83,20.26,13.2,70.11,-2.7008,-4.21,0.13,23.95,266.89062
19.02,25.16,13.95,19.24,10.14,56.35,-2.9469,-4.626,0,21.35,253.84375
20.4,26.48,14.62,21,11.86,57.96,-2.9182,-4.713,0,19.94,248.79688
20.58,28.12,15.91,20.61,14.06,66.19,-2.809,-4.687,0,23.18,243.89062
21.53,29.95,14.01,20.86,11.84,54.02,-3.6535,-5.414,0,16.12,244.3125
21.47,27.98,15.8,21.31,10.48,49.51,-3.112,-4.573,0,11.64,243.0625
19.93,25.14,16.64,20.21,14.22,69.66,-1.718,-2.069,0.18,28.61,266.26562
21.43,24.15,18.27,21.69,15.06,67.01,-2.596,-3.685,0.14,24.99,435.67188
22.53,25.88,19.88,22.72,16.12,67.07,-3.0828,-4.255,0.12,31.27,724.90625
19.99,23.61,16.51,19.74,12.31,61.25,-2.9653,-4.354,0.24,25.59,1025.2656
18.28,22.95,14.81,17.14,13.75,74.85,-1.7549,-2.324,0.06,-0.04,1228.6875
16.27,19.77,14.58,18.14,14.08,86.89,-1.612,-1.622,0.71,25.01,1354.5781
16.87,17.65,15.24,18.37,14.06,83.51,-1.112,-1.389,0.92,8.44,1385.6094
18.01,21.09,13.27,18.28,15.57,85.63,-1.2002,-1.326,0.65,23.55,1340.9844
12.34,17.09,9.25,12.43,5.35,62.35,-1.7876,-1.782,0.04,14.81,1294.5469
11.67,18.11,4.65,11.19,1.66,50.23,-2.8674,-4.001,0,-19.15,1302.625
11.18,17.59,5.47,9.93,-0.41,44.65,-2.3458,-3.185,0,-32.12,1255.2969
12.98,20.61,7.18,13.26,3.39,52.12,-2.7743,-3.655,0,-12.72,1149.75
15.64,22.7,9.1,15.55,8.3,61.62,-2.6293,-3.595,0,8.2,1031.5625
17.86,25.32,11.32,15.74,8.4,53.9,-2.7795,-3.652,0,7.26,919.03125
19.37,27.47,12.13,18.89,8.83,50.45,-3.2126,-4.399,0,13.3,818.2031
17.64,21.66,13.25,17.24,12,69.53,-1.9775,-2.814,0.06,19.16,724.78125
14.88,22.03,7.84,13.08,6.35,56.64,-2.4138,-3.476,0.07,-16.04,648.6719
15.92,22.13,9.7,15.8,4.26,45.8,-2.6621,-3.628,0,7.61,607.03125
15.78,22.83,10.6,15.84,9.53,66.35,-2.1086,-2.981,0.01,6.74,557.2344
17.68,25.84,10.86,16.39,9.64,59.25,-2.5452,-3.881,0,7.94,506.1875
18.71,25.56,11.39,17.45,8.48,51.35,-2.6652,-4.15,0,19.33,460.51562
16.41,22.43,10.72,16.1,8.19,58.24,-2.3155,-3.454,0,19.45,417.89062
16,25.12,9.97,16.32,10.25,68.67,-2.0111,-3.057,0.13,15.32,399.4375
16.53,23.05,10.2,16.25,9.16,61.69,-2.142,-3.361,0.13,-9.76,384.85938
18.74,26.18,11.46,17.19,7.83,49.03,-2.3533,-4.057,0,4.71,359.85938
13.78,20.7,7.24,12.98,0.74,40.92,-2.1171,-3.804,0,-2.89,333.59375
16.96,25.51,9.46,15.81,5.34,46.23,-1.9904,-3.248,0,5.93,308.21875
20.5,26.67,14.69,20.22,9.07,47.84,-2.1107,-4.068,0,24.32,285.0625
14.24,18.4,10.37,14.8,9.15,71.41,-1.7434,-1.945,0.08,24.12,266.70312
11.09,16,6.95,11.36,5.02,66.17,-1.583,-1.842,0.06,16,260.28125
10.27,14.77,6.6,11.79,5.47,72.1,-1.3982,-2.083,0.2,-5.78,267.54688
10.03,14.73,5.99,10.97,4.78,69.84,-1.0839,-1.889,0.28,-21.51,275.625
11.19,16.71,6.63,12.03,4.72,64.35,-1.5274,-2.7,0.11,-4.78,276.4375
11.7,18.07,4.87,11.62,2,51.37,-1.5356,-2.666,0.02,3.39,268.7578
7.01,13.35,2.2,6.91,-4.61,43.34,-1.4711,-2.972,0,-35.46,257.42188
8.82,12.7,1.61,10.65,-0.39,52.4,-1.0918,-2.038,0.18,-4.75,246.94531
9.87,15.69,5.69,10.34,3.01,62.31,-1.3005,-2.344,0.04,0.79,238.89844
8.49,15.81,0.6,8.88,-6.83,33.08,-1.4615,-2.94,0,-1.59,233.33594
5.96,13.47,0.32,5.83,-9.57,31.8,-1.2923,-2.754,0,-22.86,230.0625
6.23,13.43,0.35,6.21,-6.94,38.29,-1.1551,-2.574,0,-14.69,228.04688
7.35,13.95,1.06,7.67,-2.98,47.83,-1.0258,-2.181,0.01,5.99,225.58594
9.26,15.38,1.93,10.32,0.54,54.4,-0.9813,-2.265,0.02,12.53,222.52344
9.11,16.29,3.09,9.62,3.25,66.71,-0.8019,-1.907,0.03,11.85,219.60938
8.7,16.47,2.05,8.97,-0.69,51.7,-1.0898,-2.403,0.04,0.31,216.97656
7.95,14.78,2.11,8.39,-4.36,41.41,-0.9959,-2.424,0,-16.64,214.49219
9.85,14.81,2.95,11.87,3.56,64.87,-0.7996,-1.884,0.35,16.85,212.16406
8.69,9.69,7.58,9.01,6.8,87.93,-0.7123,-0.511,0.94,18.11,213.32031
8.21,11.86,3.63,6.92,5.43,82.61,-0.6415,-1.075,0.4,3.54,221.01562
7.27,13.65,1.96,7.37,3.1,74.8,-0.9391,-1.764,0.09,-5.32,228.42969
6.21,12.67,1.41,5.82,-3.26,50.7,-1.0487,-2.185,0,-21.81,230.34375
7.83,12.58,3.44,8.47,3.42,73.64,-0.6885,-1.17,0.27,11.42,225.63281
7.62,14,1.8,6.93,0.67,61.4,-1.0518,-1.815,0.05,4.65,220.85156
5.09,13.02,-2.03,3.78,-6.06,44.33,-0.9018,-2.015,0,-5.1,221.35156
7.46,15.46,-1.67,6.95,-2.07,50.82,-0.946,-1.974,0,-1.56,222.14062
10.49,13.73,3.12,11.24,4.46,66.24,-0.7292,-1.418,0.46,18.9,220.94531
6.08,10.74,-1.05,5.36,-3.5,50.2,-0.8521,-1.607,0.09,-3.45,219.70312
2.22,5.48,-1.66,2.44,-12.2,33.52,-0.9137,-2.064,0,-19.38,221.72656
2.69,7.71,-1.82,2.47,-9.58,39.93,-0.7934,-1.774,0,-10.46,219.52344
6.1,9.87,-1.68,6.25,-4.66,45.96,-0.7557,-1.591,0,3.24,215.75
4.74,9.16,-0.65,3.01,-5.9,45.97,-0.6905,-1.646,0,-4.71,210.58594
2.72,9.68,-4.01,1.09,-9.46,40.24,-0.7464,-1.879,0,-17.62,205.23438
4.84,11.92,-3.51,3.27,-8.96,36.05,-0.7564,-1.692,0,-9.41,201.17969
1.34,7.46,-4.87,-0.14,-11.18,38.74,-0.641,-1.84,0,-20.85,198.28906
1.02,7.84,-5.39,-0.46,-11.79,37.74,-0.6075,-1.64,0,-12.93,196.03125
1.26,8.79,-5.29,0.22,-9.41,44.84,-0.5331,-1.287,0,-15.65,194.16406
2.19,10.23,-4.04,0.88,-8.17,46.22,-0.5148,-1.235,0,-13.42,192.4375
2.36,9.56,-3.69,0.85,-9.59,40.85,-0.5326,-1.375,0,1.94,190.66406
2.08,10.53,-5.13,1.47,-8.54,45.26,-0.5226,-1.287,0,-4.5,188.84375
3.87,8.95,-4.59,4.81,-4.83,53.02,-0.453,-1.163,0,6.42,187.02344
3.39,5.96,-0.33,3.47,-7.58,44.44,-0.4771,-1.432,0.01,2.78,185.1875
1.29,6.25,-4.3,-0.43,-10.05,42.55,-0.5288,-1.746,0,-9.77,183.38281
-0.8,6.04,-6.58,-1.56,-9.97,49.82,-0.4046,-1.194,0,-8.79,181.6875
-0.86,6.86,-6.58,-0.94,-13.44,37.85,-0.4843,-1.492,0,-15.16,180.09375
-3.53,-0.08,-6.91,-4.15,-19.02,28.97,-0.3712,-1.44,0,-23.13,178.4375
-3.11,2.01,-7.75,-4.07,-15.2,38.7,-0.3007,-1.301,0,-20.79,176.73438
-0.72,5.53,-7.66,-2.19,-13.35,37.77,-0.2706,-1.082,0,-22.2,175.09375
-1.58,5.29,-7.42,-2.99,-15.06,34.95,-0.3398,-1.257,0,-19.01,173.50781
-0.53,6.56,-7.25,-1.7,-12.02,41.47,-0.2796,-1.01,0,-7.34,171.92969
1.15,7.83,-5.38,-0.97,-9.61,44.49,-0.2875,-0.934,0,4.11,170.33594
-0.2,7.3,-6.69,-1.68,-9.42,49.76,-0.34,-1.049,0,-27.75,168.75
0.81,7.57,-6.96,0.14,-8.58,49.44,-0.2974,-1.02,0,-19.37,167.17188
-0.3,6.28,-6.42,-1.97,-9.14,51.25,-0.3268,-1.093,0,-30.21,165.65625
0.67,8.23,-6.85,-1.4,-8.4,50.64,-0.2362,-0.846,0,-18.19,164.17969
0.9,8.29,-4.68,-0.47,-7.15,54.88,-0.2348,-0.847,0,-11.84,162.70312
-0.92,4.65,-7.19,-2.06,-13.11,39.08,-0.2401,-1.395,0,-16.8,161.17188
-3.96,1.42,-8.57,-4.1,-14.5,43.72,-0.2349,-0.954,0,-36.46,159.64062
-3.77,2.23,-9.46,-4.68,-17.65,33.13,-0.1655,-1.239,0,-27.79,158.11719
-3.6,3.19,-9.6,-4.05,-17.33,33.59,-0.192,-1.048,0,-25.36,156.64844
-3.67,3.14,-10.21,-4.6,-18.1,31.66,-0.1806,-1.102,0,-27.6,155.1875
-2.73,4.44,-10.53,-3.88,-16.76,33.05,-0.168,-0.912,0,-15.32,153.75
-1.48,4.38,-6.93,-2.55,-14.75,35.61,-0.1575,-0.982,0,-13.46,152.32812
-2.38,4.23,-8.01,-3.18,-12.82,44.54,-0.1478,-0.853,0,-4.76,150.89062
-1.85,6.9,-8.26,-2.6,-10.02,53.59,-0.1455,-0.999,0,-4.06,149.46875
-4.63,1.74,-9.55,-4.2,-14.95,44.29,-0.1246,-0.945,0,-15.94,148.0625
-6.63,-1.07,-12.25,-6.17,-16.02,47.21,-0.1201,-0.842,0,-27.64,146.6875
-7.28,-1.1,-12.27,-6.91,-20.17,34.88,-0.115,-0.963,0,-35.86,145.29688
-5.28,-0.21,-11.96,-4.44,-18.88,33.45,-0.0973,-0.932,0,-18.64,143.90625
-5.33,0.7,-10.36,-4.86,-15.82,43.46,-0.102,-0.873,0,-8.3,142.5
-5.43,0.79,-10.65,-5.2,-15.11,46.46,-0.1024,-0.822,0,-7.4,141.09375
-4.57,1.21,-10.37,-5.25,-14.85,44.48,-0.1028,-0.833,0,-17.77,139.71875
-4.97,-0.06,-8.8,-5.18,-10.91,63.02,-0.0571,-0.617,0.09,-5.82,138.34375
-5.63,0.68,-12.14,-5.38,-16.72,41.24,-0.1024,-1.088,0,-23.79,136.92188
-10.14,-5.66,-14.32,-9.9,-20.49,42.44,-0.0705,-0.863,0,-36.89,135.5
-7.73,-2.53,-14.29,-7.26,-19.19,39.29,-0.0963,-0.927,0,-22.2,134.09375
-8.89,-3.35,-14.2,-9.32,-21.38,35.6,-0.0829,-0.933,0,-37.96,132.73438
-6.44,1.7,-13.24,-7.27,-20.41,32.02,-0.1048,-0.878,0,-30.67,131.39062
-2.01,4.57,-9.77,-4.51,-19.33,25.19,-0.117,-1.158,0,-21.15,129.98438
-1.27,5.12,-6.11,-3.48,-17.96,26.82,-0.1417,-1.423,0,-13.28,128.48438
-0.46,6.27,-5.8,-2.01,-17.35,26.6,-0.1426,-1.019,0,-20.95,127
-2.18,3.02,-7.06,-3.95,-15.28,35.88,-0.0971,-0.992,0,-12.76,125.625
-3.05,3.09,-8.74,-4.17,-15.36,38.01,-0.1141,-1.117,0,-11.12,124.359375
-1.95,7.91,-9.05,-3.64,-17.36,29.66,-0.1314,-1.067,0,-20.76,123.1875
-1.89,6.03,-9.65,-2.92,-17,30.42,-0.1308,-0.97,0,-15.48,122.03125
-1.19,1.08,-4.72,-1.53,-8.14,59.15,-0.0572,-0.546,0.58,7.08,120.890625
-2.31,1.77,-7.63,-3.27,-20.61,23.08,-0.1728,-1.306,0.02,-11.71,119.6875
-7.39,-2.2,-14.14,-6.87,-24.03,25.07,-0.1086,-1.215,0,-27.44,118.515625
-7.64,-0.83,-14.61,-6.58,-21.86,30.98,-0.1129,-0.94,0,-15.4,117.34375
-5.37,-0.12,-11.28,-4.88,-21.53,26.78,-0.1141,-1.099,0,-22.61,116.21875
-3.9,1.7,-9.97,-4.39,-21.21,24.64,-0.1268,-1.321,0,-24.16,115.109375
-6.95,-1.1,-13.15,-6.42,-21.09,31.4,-0.1114,-1.09,0,-33.19,114.015625
-5.48,2.81,-13.39,-5.86,-20.38,29.85,-0.1255,-1.088,0,-16.77,112.890625
-5.25,1.3,-11.59,-6.12,-21.76,26,-0.1252,-1.081,0,-32.33,111.78125
-3.63,2.51,-11.82,-3.83,-16.66,35.62,-0.1252,-1.23,0.02,-14.36,110.703125
-4.41,3.29,-10.49,-5.11,-20.88,26.37,-0.1297,-1.099,0,-24.71,109.609375
-6.03,0.45,-11.47,-6.98,-19.53,33.5,-0.1053,-1.226,0,-46.49,108.484375
-1.7,3.26,-12.1,-1.52,-19.46,24.35,-0.1408,-1.264,0.01,-18.02,107.359375
-1.37,3.97,-8.06,-2.81,-20.81,21.14,-0.1407,-1.821,0,-30.51,106.234375
-5.03,1.05,-11.89,-5.27,-21.92,25.22,-0.1257,-1.367,0,-28.82,105.09375
-4.83,2.72,-12.27,-4.39,-21.36,26.09,-0.137,-1.154,0,-29.98,103.96875
-1.29,7.92,-11.11,-1.89,-17.85,27.12,-0.1553,-1.53,0,-27.37,102.890625
1.25,8.08,-6.78,0.18,-11.95,36.67,-0.1465,-1.189,0,-18.32,102.375
0.2,6.92,-7.21,-0.76,-16.81,26.54,-0.1504,-1.486,0,-7.64,102.609375
-0.01,7.9,-7.97,-1.99,-18.3,23.76,-0.1593,-1.216,0,-7.65,102.203125
0.61,7.62,-7.34,0,-12.6,36.41,-0.1512,-1.751,0,-5.35,101.234375
-0.24,7.58,-7.2,-1.2,-15.09,31.62,-0.1502,-1.509,0,-19.85,100.609375
1.23,7.4,-7.81,0.7,-14.09,30.87,-0.2613,-1.637,0,-21.61,100.21875
2.5,9.69,-4.79,0.49,-11.1,35.89,-0.3986,-1.561,0,-9.38,100.3125
4.02,12.36,-4.96,1.93,-9.85,35.59,-0.4009,-1.687,0,-13.5,101.6875
4.43,12.07,-3.68,2.64,-5.19,49.59,-0.3473,-1.279,0,-7.9,104.90625
3.82,13.33,-4.14,1.99,-5.7,49.78,-0.4199,-1.351,0,-16.42,107.15625
1.98,10.48,-5.12,1.36,-12.64,32.92,-0.5061,-2.022,0,-20.77,108.125
-4.2,0.75,-8.53,-3.47,-22.53,22.46,-0.3846,-1.794,0,-36.39,109.0625
-4.59,-0.98,-7.63,-3.07,-12.9,52.21,-0.1278,-0.935,0.5,-11.09,109.125
-5.28,-3.79,-7.19,-5.91,-7.28,85.75,-0.0496,-0.398,0.62,-6.56,107.65625
-4.82,-2.39,-7.34,-4.21,-6.94,85.08,-0.0754,-0.711,0.79,-7.64,105.28125
-6.99,-2.81,-13.74,-10.59,-10.21,77.76,-0.0769,-0.936,0.31,-19.14,102.84375
-9.27,-5.85,-13.88,-10.1,-14.35,66.5,-0.4048,-1.201,0.01,-19.21,100.65625
-12.02,-6.33,-18.13,-13.96,-19.18,55.17,-0.1914,-1.052,0.01,-35.83,98.6875
-10.59,-5.19,-17.78,-14.47,-19.32,48.64,-0.0793,-1.201,0.01,-16.81,96.875
-8.3,-4.31,-14.55,-10.03,-14.84,59.22,-0.1228,-1.362,0,-18.07,95.25
-5.75,-1.39,-10.07,-7.17,-10.63,68.43,-0.1241,-1.064,0,-4.02,93.71875
-6.22,-1.06,-11.07,-7.33,-10.56,71.31,-0.284,-1.277,0.07,-1.52,92.28125
-4.21,1.26,-10.27,-7.09,-8.72,70.75,-0.2772,-1.416,0,-4.33,90.90625
-1.28,2.52,-6.72,-3.81,-6.16,69.38,-0.2279,-1.459,0,-5.63,89.5625
-0.19,3.89,-4.71,-0.76,-3.93,75.88,-0.2079,-1.135,0.44,-1.62,88.3125
-2.53,1.47,-6.57,-4.37,-5.35,80.9,-0.2358,-1.092,0.54,2.87,87.09375
-2.94,2.14,-9.83,-6.77,-6.44,76.74,-0.4051,-1.301,0.27,1.24,85.9375
-3.59,2.1,-8.06,-8.55,-11.33,54.95,-0.365,-1.57,0,-19.03,84.8125
-0.12,4.83,-6.46,-2.15,-5.35,67.81,-0.5167,-1.755,0,-6.4,83.71875
2.06,7.23,-3.53,3.4,-2.46,71.99,-0.5365,-1.474,0.53,-3.28,89.65625
3,8.5,-2.04,3.15,-1.71,71.14,-0.4879,-1.258,0.37,-0.99,134.8125
4.96,8.12,1.1,4.86,0.12,70.84,-0.5321,-1.383,0.77,10.01,244.65625
5.97,9.04,2.85,5.55,0.94,70.12,-0.4624,-1.073,0.8,8.94,346.5
8.16,12.33,4.68,7.85,0.66,59.14,-0.837,-2.032,0.43,10.3,395.75
1.85,5.54,-3.65,0.03,-4.7,61.79,-0.415,-0.982,0.28,-3.2,422.8125
3.16,7.07,-3.35,4.31,-6.27,49.96,-0.9664,-2.099,0.24,-5.92,415
0.5,4.11,-3.12,-0.48,-4.26,70.42,-0.5829,-0.786,0.33,-4.09,377.1875
1.02,6.83,-4.57,1.19,-12.25,36.4,-1.0665,-2.341,0,-10.69,328.78125
2.71,9.56,-3.75,2.74,-9.07,41.52,-1.0379,-2.206,0.01,-3.79,281.75
2.35,7.47,-2.69,1.09,-4.61,60.03,-0.722,-1.176,0.14,3.96,249.5
1.27,6.11,-3.28,1.05,-12.85,34.05,-1.0337,-2.428,0,-12.44,232.78125
1.39,7.48,-3.2,1.94,-13.15,32.95,-1.1,-2.613,0,-16.9,220.09375
1.07,6.89,-3.72,1.74,-13.86,31.8,-1.0585,-2.395,0,-11.2,204.28125
1.97,4.97,-1.58,3.22,-2.02,74.82,-0.6568,-1.261,0.55,11.38,188.28125
2.31,9.58,-3.94,2.8,-7.13,49.66,-1.1039,-2.295,0.05,-9.35,174.875
6.23,13.29,-3.34,6.03,-7.5,36.67,-1.2459,-2.74,0,-2.59,164.8125
9.45,16.1,2.75,8.29,-2.23,43.84,-1.2354,-3.17,0,-2.42,163.40625
8.56,13.91,1.36,9.29,-2.62,45.27,-1.059,-2.415,0.28,12.71,178.96875
2.02,7.1,-4.04,1.79,-13.89,29.67,-0.8857,-2.773,0.01,-5.34,204.8125
4.42,11.49,-3.32,2.92,-14.58,23.64,-1.0539,-3.173,0,-15.78,211.15625
7.2,15.7,-0.71,6.85,-11.44,25.17,-1.1927,-3.2,0,-20.97,196.0625
10.47,21.08,1.83,9.32,-7.41,27.7,-1.2323,-3.291,0,-17.75,179.5
15.36,25.41,5.68,13.68,-6.93,20.86,-1.3163,-4.842,0,-10.97,166.65625
9.76,15.3,2.58,8.24,-11.53,21,-0.8774,-4.166,0,-23.87,155.6875
10.08,15.46,3.66,10.48,-3.03,39.62,-0.4508,-2.736,0.09,14.47,146.125
7.65,13.77,1.5,7.29,-9.44,28.6,-0.5456,-3.801,0,-16.46,138
6.91,13.58,0.62,5.59,-14.21,20.51,-0.6092,-3.399,0,-27,131.25
8.17,16.56,0.94,8.29,-14.83,17.88,-0.7446,-3.492,0,-39.45,125.625
11.75,19.45,2.47,10.79,-12.39,17.16,-0.7505,-3.648,0,-27.64,120.90625
12.56,19.71,4.88,12.73,-8.35,22.43,-0.6699,-4.454,0,1.03,116.78125
13.29,20.69,6.51,14.41,-1.73,35.29,-0.5847,-3.602,0,19.82,113.03125
14.59,22.5,6.35,14.56,-4.77,25.85,-0.6406,-4.047,0,9.13,109.75
17.15,24.83,7.73,17.45,-4.19,22.93,-0.6693,-4.779,0,5.59,106.8125
14.55,24.02,6.38,14.96,5.72,55.39,-0.7508,-4.254,0.09,10.67,104.25
12.2,19.14,6.63,11.5,-3.75,32.63,-1.3247,-4.493,0.02,-12.12,103.5625
13.41,19.41,6.71,12.87,-3.76,30.11,-1.231,-4.038,0,-23.59,102.625
12.55,17.9,7.57,13.38,5.41,61.74,-0.7499,-2.404,0.42,16.43,99.5625
9.89,14.53,5.58,9.4,5.04,71.79,-1.3659,-2.575,0.16,13.62,102.09375
13.07,20.56,7.33,13.51,0.3,41.54,-1.8908,-4.198,0,5.38,110.90625
13.52,19.7,9.02,13.26,3.99,52.47,-1.4012,-3.028,0,19.11,112.375
11.54,18.81,3.62,10.33,-5.4,30.09,-1.8183,-4.336,0,-16.31,112.875
12.63,19.91,4.66,11.12,-7.15,24.5,-1.7256,-4.355,0,-9.23,114.90625
13.88,20.51,7.71,14.05,-3.52,29.73,-1.6317,-4.126,0,-11.54,110.375
13.32,20.49,6.09,12.99,-4.11,29.51,-1.3752,-4.643,0,-3.78,103.84375
15.23,21.35,8.52,15.09,-2.11,30.26,-1.265,-4.018,0,2.36,98.125
16.79,24.37,9.11,17.42,-3.67,24.4,-1.2013,-5.167,0,0.99,93.90625
19.89,26.41,12.98,20.62,4.17,35.44,-1.2519,-4.961,0.11,9.31,91.1875
14.07,16.87,10.37,13.9,9.82,75.54,-1.4717,-2.284,0.53,24.23,94.90625
12.49,13.6,11.61,11.8,10.07,85.14,-0.8532,-0.816,0.81,22.59,108.21875
13.38,17.42,9.64,13.6,9.98,79.89,-1.0607,-2.069,0.41,19.37,124.96875
14.75,21.21,9.22,15.7,8.42,65.81,-1.7007,-3.555,0.17,18.5,143.40625
17.87,24.07,13.01,18.66,8.17,53.01,-2.3278,-4.994,0.25,21.24,147.53125
12.04,14.03,10.23,11.58,8.09,76.78,-1.2091,-1.193,0.99,22.79,151.34375
11.15,12.83,8.57,10.23,8.87,85.86,-0.7345,-0.851,0.79,14.74,166.46875
13.73,17.72,9.96,12.64,8.98,73.02,-1.358,-2.499,0.14,2.63,187.59375
12.88,17.39,10.95,13.21,10.56,85.77,-0.8485,-1.084,0.62,22.53,212.375
12.47,17.18,8.6,11.08,5.48,62.37,-1.6155,-2.428,0.2,13,251.125
12.8,16.36,9.97,12.33,4.31,56.28,-1.3895,-2.427,0,12.21,298.53125
12.44,18.44,5.02,11.95,2.89,52.08,-1.9312,-3.2,0.01,7.13,305.90625
15.07,20.61,9.14,15.21,3.82,46.91,-2.6402,-4.606,0,-0.23,295.65625
17.15,23.41,11.33,16.92,8.27,55.87,-2.2242,-4.21,0.02,19.67,270.40625
16.83,24.99,6.76,17.67,6.47,50.43,-2.6064,-4.619,0.44,19.65,241.46875
6.53,10.09,3.49,3.92,2.22,73.97,-1.2048,-1.125,0.3,-17.68,223.96875
11.63,15.95,6.05,10.83,-1.97,38.67,-1.9809,-3.75,0,-17.7,238.09375
13.83,20.29,7.87,13.25,-0.43,37.47,-2.6086,-4.567,0,-1.82,265.6875
14.43,21.83,6.82,14.4,-1.54,33.24,-2.6703,-4.834,0,9.26,266.09375
16.14,24.25,9.96,16.02,-0.71,31.64,-2.6697,-4.985,0,6.27,243.4375
18.63,26.27,11.12,18.25,1.59,31.94,-2.6943,-5.689,0,7.02,217.75
11.03,15.91,7.34,10.35,1.73,52.68,-1.7591,-2.95,0.02,5.92,194.84375
11.46,17.58,6.22,12.35,-5.31,30.45,-2.1496,-4.794,0,-5.89,179.25
13.26,22.4,3.57,12.82,-9.11,20.17,-2.1883,-6.139,0,-8.59,169.59375
9.39,15.99,1.04,9.65,-9.42,25.45,-1.6621,-5.049,0,-19.19,159.375
14.03,20.99,6.42,15.61,-6.88,22.81,-2.0767,-5.08,0,4.36,150.375
18.91,27.01,11.35,17.89,-0.41,27.16,-1.9057,-6.168,0,6.32,142.84375
19.28,25.91,12.82,19.73,-4.52,19.57,-1.8072,-6.094,0,5.21,136.1875
22.54,28.6,17.64,23.34,6.45,35.3,-1.3496,-7.357,0,17.06,130.40625
13.69,22.9,8.58,15.6,8.15,69.21,-2.0249,-4.125,0.38,22.14,126.625
8.97,11.39,6.22,7.91,6.59,85.02,-1.2787,-0.626,0.52,18.7,146
13.61,20.88,6.72,13.39,1.71,44.37,-3.253,-5.417,0,6.62,194.84375
17.69,24.52,10.78,17.56,4.4,41.32,-3.4271,-5.748,0,3.85,211.71875
18.18,24.77,11.35,16.86,-1.05,27.13,-2.7145,-4.774,0,5.08,205.4375
13.8,20.27,7.21,12.62,-3.16,30.71,-2.456,-5.384,0,-3.46,190.28125
17.83,24.64,11.45,17.88,1.64,33.7,-3.076,-5.945,0,-2.39,172.375
19.05,25.64,11.99,19.41,5.25,40.27,-2.7073,-5.071,0,11.84,156.125
19.5,24.88,13.24,19.63,5.82,40.73,-2.1919,-5.017,0,13.52,143.53125
20.96,25.45,16.54,22.26,7.17,40.87,-2.762,-6.572,0,15.17,134.25
20.13,27.3,12.12,21.43,3.07,32.33,-2.9963,-6.629,0,8.76,127.625
21.62,28.73,13.23,22.2,2.98,29.3,-2.8781,-7.017,0,8.38,123.03125
22.6,29.82,13.53,22.97,3.77,29.19,-2.6708,-7.27,0,-3.24,120.0625
24.31,28.51,20,25.49,9.73,39.64,-2.0359,-7.413,0,-3.48,118.3125
18.78,23.25,15.9,19.23,13.04,69.29,-1.0875,-2.86,0.33,22.35,117.5
20.04,26.02,14.58,21.15,7.93,45.55,-2.5873,-6.538,0.03,3.18,125.40625
