Pre,Pre,runoff
130.38445,131.3706877,122.30469
129.45314,138.8991285,121.17969
128.96686,176.1847233,120.05469
127.82502,161.4465748,118.91406
126.691696,153.4174938,117.75781
124.97298,134.5925433,116.5625
122.48573,98.7835813,115.36719
120.802185,94.52455221,114.21875
120.11513,106.8551084,113.125
118.98193,99.7811256,112.07031
118.046585,100.8323088,111
117.395485,117.3038886,109.91406
116.535126,122.8646615,108.84375
115.69173,127.6099363,107.78125
114.61864,134.8824231,106.72656
113.37517,116.7035446,105.671875
112.21961,108.1156677,104.60156
111.06754,114.0484171,103.484375
109.80826,101.1712681,102.375
108.90242,101.4721803,101.3125
108.075165,112.3017832,100.28906
106.87758,104.3974052,99.22656
104.59601,81.35132026,98.171875
102.51166,71.38559212,97.171875
101.70682,76.77089349,96.21875
101.58576,86.68299344,95.28906
101.594765,103.5521664,94.33594
100.673584,102.6548015,93.390625
99.69433,101.266872,92.453125
98.42114,106.9544166,91.53125
96.34781,75.68738533,90.609375
94.743225,59.86858839,89.671875
94.40427,77.87576367,88.75
93.81694,82.79947664,87.828125
93.31473,83.76421222,86.9375
92.75323,96.47556445,86.03125
91.3825,68.6968795,85.609375
90.844025,46.83258426,86.921875
92.47594,57.91284566,89.296875
95.289444,72.33651576,89.515625
95.4695,94.69869284,87.6875
92.7415,70.22065013,85.8125
90.59722,41.54862384,84.265625
89.88361,65.74214259,82.90625
89.14069,90.31837627,81.65625
87.413376,71.25434923,80.5
86.57214,74.20844873,79.40625
86.08914,99.36475742,78.59375
86.20961,132.8620251,79.984375
87.78912,153.8381381,81.125
87.9998,112.2002087,80.171875
86.744354,109.0247279,78.65625
84.23233,67.36200086,77.234375
82.750046,73.58858686,75.875
81.65589,76.14927573,74.5625
80.24805,66.32143053,73.34375
78.628296,53.31164217,72.265625
77.31778,55.84460827,71.1875
76.203125,63.43566382,70.078125
75.22977,44.19814894,69.046875
74.94415,72.28100606,70.90625
76.87427,65.39117804,87.109375
93.289085,73.79079237,112.34375
119.229034,109.3322575,127.765625
135.03732,134.5919446,133.07812
139.77084,108.0869587,133.25
139.86124,91.91324983,144.73438
151.52057,97.49696429,186.45312
193.93143,123.6726817,257.03125
265.1473,168.974866,291.4375
298.8352,147.1885733,276.6875
283.84888,135.6502797,247.8125
254.8703,138.8240714,221.6875
228.641,120.1141011,199.46875
206.02145,107.3023504,180.75
186.54863,72.27791387,165.375
171.2573,50.33500038,152.6875
159.17896,71.23881347,142.4375
149.77074,102.3215776,134.25
142.77573,166.1117628,127.46875
136.69806,210.5247709,121.9375
130.47986,171.8289892,116.84375
125.3291,177.5712631,113.3125
122.567,206.1344749,112.5625
121.21808,193.360584,116.21875
123.24083,132.4078398,117.03125
124.272125,122.0107476,115.625
123.388626,132.4534609,121.71875
129.72153,136.6158117,125.21875
133.77544,160.3279676,124.40625
133.33965,196.9527057,121.03125
129.5086,164.1974292,116.78125
125.43621,183.0777504,112.5
120.78117,152.5936625,108
116.64315,169.6653029,103.46875
111.85596,166.8304972,99.4375
107.27195,137.6614519,96.0625
104.43968,146.5405022,93.375
101.43262,139.1874689,91.09375
98.07093,87.5292237,89.21875
97.41785,140.7371543,87.875
97.09943,190.7745964,94.46875
103.94881,207.4185369,126.4375
134.35059,157.8368783,187.09375
193.48608,117.8192815,255.8125
262.54114,132.4676149,288.125
295.4602,143.213245,276.625
284.08038,127.350043,254.375
262.68866,146.4237742,234.75
244.24416,202.5780056,226.4375
235.16064,179.2952655,220.15625
227.26286,109.8329512,200.65625
207.85034,121.8992899,177.125
185.51282,153.9255104,154.8125
163.33801,151.9120344,136.1875
145.49625,190.2192536,123.78125
134.1169,241.3326592,127.9375
137.80463,221.2358925,163
172.08864,185.6879517,215.03125
224.00366,190.1594089,241.3125
250.63644,197.2543769,237.15625
246.46674,200.5476495,220.5
229.28987,166.9608127,204.78125
213.38762,161.524251,190.25
198.85022,159.6977708,178.15625
187.34512,180.0709474,177.125
186.15929,184.6363623,185.90625
193.99146,160.7335812,193.03125
200.745,146.5885875,192.28125
199.18698,117.7703411,185.15625
191.14975,77.66764372,174.25
180.23071,77.06912249,163.09375
169.84915,85.86796567,153.75
161.55475,115.9247465,146
154.27809,128.3316052,139.1875
148.49352,172.3949904,133.75
143.52078,209.0803,129.75
138.79022,159.5567649,127.96875
137.45547,184.9686935,130.5
140.16994,195.9885206,143.59375
152.3158,167.6818454,167.4375
174.33505,97.93815014,190.15625
196.75922,88.94237181,202.46875
209.34741,97.46310792,197.875
204.88603,102.5437981,184.25
191.04626,89.39933663,169.6875
177.78915,125.7112962,157.3125
165.88342,163.6660862,147.5
154.16626,81.59383377,140.09375
146.0781,61.93651443,134.65625
140.34544,53.47139225,130.84375
136.13266,24.23502313,128.40625
134.6821,59.99731236,126.8125
133.50598,58.87730998,125.59375
132.48703,65.76201597,124.53125
131.96082,85.31947532,123.5625
131.77933,119.2084726,122.625
131.21745,135.3500623,121.5625
131.15265,171.7459679,120.5625
131.18944,233.1068327,123.0625
132.73253,212.3007071,160.90625
168.73312,134.8359949,251.71875
259.7821,143.0984198,327.875
337.47955,202.6340552,345.78125
356.19193,244.7173985,323.28125
332.542,197.191368,297.4375
306.5464,187.7411317,272.125
280.66693,158.0367453,248.5
255.4125,112.3620875,225.65625
232.43457,94.60856241,201.5625
208.75082,97.08847491,180.9375
187.50468,90.15379816,164.90625
171.05388,48.44968776,153
159.75912,72.18378525,144.53125
151.82428,77.4836252,138.90625
146.73099,101.6968276,135.53125
143.39145,116.4255739,133.375
140.38272,84.99062646,131.875
138.0996,58.14775699,130.5625
136.76593,58.41783426,129.25
135.45193,54.85289823,128
134.51309,50.35330428,126.8125
134.49449,83.40365842,125.84375
134.66998,143.1267493,124.96875
134.84085,195.1339439,129.28125
139.04492,214.1531008,164.9375
174.05594,158.7024768,227.5625
237.6947,208.7744381,258.15625
268.68246,230.4891054,258.15625
269.19836,251.977586,246.34375
257.28806,240.4929527,233.875
244.64975,234.8568234,227.34375
237.48798,231.7154395,233.78125
242.09634,148.2060604,233.0625
240.94553,128.9934454,219.15625
227.11696,127.2888994,201.625
209.86652,124.0144205,184.71875
193.37616,140.1739326,170.15625
178.54135,128.1382326,158.9375
167.60944,135.2713064,151.375
160.85939,178.2590916,149.03125
158.26306,165.1834546,153.375
161.78296,119.3767335,153.59375
162.1001,118.2569289,149.46875
157.90881,123.7330502,144.90625
152.96054,112.6033101,141.5
149.94293,126.446066,139.09375
148.73836,182.6928546,137.53125
147.34695,192.4141664,136.4375
144.90976,140.4207196,135.3125
143.41692,111.0458047,133.8125
142.49818,136.0435032,132.3125
141.1579,138.2921298,131.09375
139.98013,146.0980068,130
138.60635,133.1177866,128.9375
137.38846,121.0281323,127.78125
137.21814,158.3136684,126.5
136.67575,203.4460843,125.78125
135.31438,177.1965446,125.53125
134.7638,162.8281116,125.03125
134.20244,146.9618735,124.359375
133.81355,157.8404489,123.09375
133.01741,183.3257882,122.015625
132.12573,196.58438,122.140625
132.18797,190.7068409,122.5
132.84021,207.6931723,122.265625
132.6213,207.409867,122.03125
132.39526,209.6267271,121.5
131.6947,198.1922209,120.484375
130.36511,190.7722766,119.953125
129.43852,170.3773344,121.53125
131.2612,177.3938886,126.28125
135.77376,162.4307615,132.70312
142.06805,165.2212771,138.32812
148.02513,186.63887,143.42188
152.07164,139.8245075,146.875
154.4732,88.21959117,148.57812
155.74323,72.85120318,149.28125
157.03864,86.84955193,149.71875
159.05466,157.6751973,150.25
159.15158,140.4776351,149.51562
157.2031,91.85796997,145.71875
153.12532,74.17317321,139.98438
147.9583,95.24467096,134.1875
143.09883,137.0252311,129.53125
138.37997,134.6560334,125.734375
133.51715,94.41423303,122.359375
130.02515,81.55337076,119.25
128.0482,132.9947406,116.546875
126.11891,172.8631426,114.359375
123.75669,169.325467,112.515625
121.28093,145.7620622,110.921875
119.34561,130.5417731,109.484375
118.14558,122.9095396,108.0625
117.83053,170.6979704,107.109375
117.93203,225.3383612,109.890625
120.25412,203.861501,119.875
129.61967,178.7597426,128.48438
138.39136,196.1365501,132.89062
142.2704,170.798834,132.65625
141.37006,150.6351136,127.421875
135.3815,130.4473612,121.390625
129.49533,124.5179739,116.765625
124.96225,127.5695535,113.4375
121.63131,117.9588549,110.90625
119.525,138.9432583,108.90625
118.215164,162.1226333,107.578125
117.63353,195.9250947,107.96875
118.086426,213.6551224,108.90625
118.44899,189.4216244,108.671875
118.352844,176.3316089,109.625
120.32965,229.2615099,139.70312
150.57445,238.7852317,280.82812
291.614,256.4428856,389.28125
399.35828,242.1168399,369.54688
379.59302,229.6821328,323.89062
333.95782,219.3989036,282.76562
292.36432,198.3077944,246.53125
255.93544,183.0029927,216.51562
225.20633,155.0321873,194.04688
201.90808,128.3945126,176.84375
185.07074,123.5726627,162.15625
171.35434,163.8536593,150
160.15805,208.9915487,141.89062
152.64505,231.2275528,141.25
152.29826,241.9533843,147.15625
158.68878,267.8072096,161.59375
172.3794,241.924841,175.78125
185.40259,199.4972467,175.00781
184.64401,184.0977498,166.875
177.48747,228.8004132,161.88281
173.22406,259.7248264,157.45312
168.80698,257.0599119,155.41406
166.58258,254.8497439,159.32031
170.03627,247.1663891,161.375
171.17555,197.8125421,158.52344
168.27243,204.5197066,153.25
162.95892,193.098713,147.27344
156.73984,180.1496499,140.96094
150.42195,179.8127645,135.55469
145.97308,213.5169281,140.16406
151.44331,256.3891345,225.71875
237.23975,283.3595039,429.16406
441.4738,355.30172,651.5703
664.36383,385.7588575,827.625
841.2407,421.7549703,878.1719
891.88965,432.7334578,824.7422
836.69434,377.2163825,750.85156
762.13574,326.6543537,671.25
683.5925,360.2640572,592.16406
604.8135,370.2561665,520.15625
531.80743,320.6279407,457.0547
466.66638,242.0732232,404.60938
412.82996,176.081401,359.59375
368.42764,194.7250803,321.85938
331.54617,232.9863523,292.26562
302.45297,234.5369678,266.3125
276.45013,243.0913946,256.5703
265.20514,186.2250247,257.98438
265.96384,153.677184,254
262.83325,180.4230665,245.08594
254.52917,220.0899606,229.34375
238.47375,185.3062523,210.73438
219.5928,172.4672358,193.33594
202.14032,167.8536502,178.39062
188.06355,210.9259053,166.33594
175.9138,206.0519453,157.71094
166.50931,165.3866143,152.09375
160.22668,153.5318486,148.28906
156.41278,140.019489,145.63281
154.79425,192.6932383,144.35156
153.48228,185.1648616,143.78906
152.83702,174.2464753,144.42188
153.81757,191.6601966,146.41406
155.67871,191.7284653,148.5625
156.35478,167.8498445,149.5
156.14941,126.7093269,147.22656
