Predicted Sum,runoff
154.1404686,157.0625
144.6719533,143.875
130.8041405,130.59375
121.6803909,118.65625
113.4521875,109.6875
106.237031,103.5625
97.25625,99.03125
90.88921875,96.15625
96.60109375,95.8125
96.3896094,94.71875
95.0154688,93.53125
102.9373438,92.46875
91.5803125,90.40625
91.1246094,88.40625
97.5657808,86.78125
93.2812499,85.34375
89.5365625,84.0625
88.56859375,83.03125
81.9996875,82.25
84.4,83.25
96.4623444,89.8125
102.2930467,95.25
104.4956249,97.96875
99.031875,98.65625
92.6367189,96.53125
95.7440625,92.8125
87.33125,89.15625
92.0603125,89.71875
92.84015625,95.78125
99.60796875,96.375
100.1703905,93.21875
94.856328,90.375
94.19890645,87.9375
90.8137501,85.5625
86.21546875,83.5
91.3215625,81.875
82.51171875,80.8125
79.62109375,81.1875
94.3365625,85.125
91.84031255,88.09375
90.19546875,87.875
86.41046885,87.4375
82.74046875,87.125
80.5352344,86.53125
83.85171875,85.71875
83.1871875,84.8125
82.39398425,83.875
84.3925,83.25
96.8302343,87.3125
96.06421875,95.9375
99.38828125,103.90625
119.5693747,118.59375
130.6242187,133.15625
136.07875,137.375
144.3520302,132.15625
140.7415625,137.8125
216.7278894,211.3125
346.4218777,390.48438
530.318922,556.7344
586.9251525,595.46875
735.1110151,669.3125
851.6773457,910.59375
967.2831305,1022.3125
918.7367405,934.9844
880.737815,811.46875
720.8654679,701.5
613.9243747,609.28125
562.7912495,541.125
522.9167945,521
493.9478091,510.45312
473.7315614,469.65625
477.6170302,477.25
530.0701429,556.1406
574.090937,573.71875
536.097401,536.5156
504.9871064,482.60938
454.7015598,433.39062
406.2765591,391.89062
352.6865593,356.76562
330.0712498,326.75
301.5501524,298.51562
281.3772639,278.71875
258.7979654,266.70312
258.7718759,257.4375
322.3134345,312.14062
771.935173,916.7969
1352.741851,1551.5781
1604.995774,1653.5
1548.167952,1579.8906
1406.920918,1419.5156
1292.638586,1269.1406
1178.954845,1165.375
1103.631749,1049.5938
1123.126089,934.3125
952.5790605,892.78125
961.793909,1000.6875
1070.006533,1114.9062
1175.422575,1181.5156
1244.121416,1362.6094
1347.959213,1444.5156
1412.625316,1418.4375
1390.913464,1357.2188
1247.254079,1252.9219
1182.226701,1164.5781
1235.937522,1186.9844
1303.229095,1293.4688
1271.095818,1287.4688
1173.834976,1184.0312
1116.733934,1059.9688
1029.198059,941.9219
873.877209,851.8594
831.1439743,821.2656
801.1139858,781.625
728.903921,695.3594
592.9776562,599.21875
546.1841215,533.5156
496.2175022,489.17188
478.1014057,460.625
461.2190617,449.40625
433.9984373,425.3125
398.3703084,389.64062
352.7320283,351.70312
323.9143708,317.20312
293.088902,287.01562
280.055703,262.21875
249.6796846,243.57812
233.00375,231.09375
250.5371874,228.625
239.3421913,233.17188
247.8078137,239.33594
256.5082826,242.21094
237.6370348,237.79688
240.194763,229.39062
222.5961718,220.59375
219.8029688,213.28125
212.0838319,207.85938
201.7640628,203.96875
197.124377,200.89844
204.5846858,198.50781
210.2337501,197.625
224.3800003,216.0625
248.2112497,262.59375
285.2385902,293.26562
319.8565625,300.96875
306.8692218,295.67188
287.8143767,281.04688
260.5422688,263.23438
248.4659387,244.77344
236.5295324,228.21875
217.1276547,215.03906
202.837654,205.44531
209.627186,199.25781
203.279372,196.82812
202.2271092,195.15625
193.4700019,192.89844
195.1041425,190.17969
183.9131999,187.45312
177.5253885,185.00781
176.8897642,182.94531
178.4012533,181.48438
183.0441389,180.44531
185.5792967,179.15625
174.9885953,177.46094
180.9188247,176.32812
192.8403112,175.32031
180.6448406,174.01562
184.2871849,181.07812
208.4465655,205.48438
222.9732819,231.6875
232.2919522,244.85156
229.8592177,236.10156
241.5670326,217.67969
205.2010153,200.125
186.7754707,187.55469
188.9726577,180.08594
175.6078903,175.5625
164.8207032,172.8125
173.3354652,172.20312
178.6155483,171.64844
190.2410952,184.46094
228.9277363,244.05469
295.7490642,324.39844
349.2495326,373.25
377.9717978,376.71094
358.1478096,346.76562
305.1579709,308.60938
267.2135966,273.98438
249.7247675,250.55469
254.153827,237.78906
235.6953912,226.5
218.9924219,213.0625
202.0951585,200.29688
196.0731285,190.60938
185.9345341,184.42188
176.0971853,180.57031
171.9449984,178.03906
178.847576,176.07031
176.674687,174.40625
175.9186715,172.84375
172.4525748,171.32812
172.3842191,169.8125
167.4610916,168.22656
172.5317201,166.64844
169.9930449,165.10156
164.9408556,163.57812
166.4204678,162.03125
159.9733592,160.46875
154.6810927,158.875
151.3492184,157.25
158.8025014,155.61719
151.3053881,153.97656
156.807342,152.32031
151.3010896,150.70312
145.5932827,149.14844
133.959378,147.60938
144.0813284,146.09375
141.8050797,144.61719
142.6166408,143.125
140.2878093,141.64062
137.3774233,140.17969
138.9802348,138.78125
139.5385952,137.42969
134.2810909,136.14062
133.3628891,134.85156
141.0732066,133.54688
130.3250778,132.21875
129.7874206,130.91406
127.4855454,129.63281
129.6252341,128.375
127.6579697,127.11719
125.9122652,125.82813
126.3013296,124.55469
121.5517198,123.30469
124.5461714,122.07813
122.2517951,120.85156
119.7848425,119.60156
118.9920295,118.53906
123.4167966,118.15625
118.7445307,117.76563
112.3592188,117.04688
114.1228122,116.5625
110.669844,117.34375
110.7553125,119.48438
109.8291409,121.71875
124.8093753,122.89063
124.0839062,122.59375
118.4735158,121.17188
114.5059375,119.3125
111.9040625,117.375
112.3651563,115.5
109.6346875,113.76563
108.6600781,112.14063
109.1230468,110.54688
103.9507813,109.04688
107.0621874,107.60938
99.7510155,106.1875
113.7353125,104.78125
109.7211723,103.42188
110.2298439,102.10938
102.8825,100.84375
96.7996093,99.59375
102.991328,98.35938
104.6440626,97.17188
101.2164845,96.03125
94.16234375,94.96875
93.28804675,94.14063
95.7835938,93.73438
91.4352344,93.45313
97.75796875,101.35938
105.3851563,120.01563
118.5648465,132.17188
141.3909342,154.14062
168.4443721,198.26562
193.6371873,215.75
208.0546868,209.25
190.8604681,193.28125
173.8548438,174.21875
159.9469532,160.5
161.4460936,161.96875
162.8147662,165.15625
159.3310963,162.42188
151.0342215,155.54688
143.7106249,147.09375
140.4406253,143.9375
146.5522627,154.39062
159.7029684,167
171.4680468,179.6875
190.1839834,201.625
234.2422656,256.1875
299.4556252,321.8125
303.5121093,324.34375
287.8035154,283.0625
246.3525006,242.1875
214.3894531,215.125
196.2851559,198.46875
187.3954692,185.09375
184.9029684,172.5
161.1200779,160.96875
154.8336718,150.90625
143.2275001,142.4375
135.3715626,135.5
133.1901565,129.78125
124.3552343,124.875
123.0575,120.59375
112.1861716,116.8125
110.1632813,113.4375
104.3628125,110.40625
104.2842188,107.71875
102.0528125,105.5625
98.2259375,103.84375
106.4043748,102
98.5628906,100.40625
98.72203125,99.0625
89.1259375,98
98.9490622,96.90625
96.6251562,95.625
93.84906235,94.125
89.09640625,92.65625
93.15992185,91.21875
85.85484375,89.84375
83.25390625,88.65625
84.27265625,95.65625
144.384766,162.09375
276.2598436,320.28125
400.3989057,471.5
493.342816,542.34375
520.4032808,525.125
470.864687,472.5625
428.3310924,423.4375
369.8243748,378.09375
348.3696091,339.8125
302.6348436,304.90625
267.1009374,273.25
247.865625,247.46875
223.0892968,221.5
197.1564069,196.28125
163.4357816,175.375
163.6708589,160
150.3078125,148.3125
135.3575774,139.15625
134.8472656,150.25
195.4846884,230.8125
318.4757813,361.28125
438.7028123,467.15625
507.8281267,511.875
496.6800023,498.65625
468.4471902,463.625
459.8716399,432.90625
414.9142186,400.09375
355.2396087,362.96875
321.4828133,323.5625
303.2097654,284.6875
252.3709374,248.8125
257.7428905,221.9375
235.046406,232
318.4182811,365.28125
571.1678147,605.34375
670.7239845,761.09375
749.672815,772.875
726.7592962,717.90625
666.6680468,671.1875
607.7175775,625.03125
541.7246892,564.96875
511.0302303,502.78125
442.5760936,443.53125
394.3480469,389.78125
348.7348433,347.71875
308.8365622,314.5
277.3271871,283.5
255.8946877,256.8125
254.1309375,234.5625
209.4283591,214.4375
201.7430478,197.75
186.0267189,183.78125
181.5797657,174.3125
174.9069536,170.09375
179.0878915,171.90625
187.5057029,183.46875
207.1998434,192.46875
221.1078911,195.5
204.4617183,207.21875
244.3582031,240
264.1848442,277.90625
267.5067184,283.9375
262.5531249,269.125
250.9696879,244.21875
225.2660155,218.5625
195.2690627,197.28125
185.7774223,181.75
172.8540624,171.875
162.5233589,166.5625
157.7957811,163.9375
150.1621097,162.1875
152.1346092,160.71875
153.1494535,159.28125
161.2392184,157.78125
157.2595311,155.96875
143.2054689,154.34375
163.975,154.28125
191.7986718,169.84375
197.1964845,209.375
223.7934378,244.53125
245.4182031,257
237.104453,243.625
215.8107029,220.375
192.4345313,198.71875
182.6260155,182.28125
172.7382807,171.375
181.7260159,183.25
216.1417216,226.04688
235.0210123,257.82812
264.96789,266.25
250.9499224,252
252.2682814,234.0625
237.4722652,227.78125
216.6814057,231.34375
219.7828119,231.0625
213.0728875,224.01562
193.6907811,210.0625
194.6482814,194.15625
195.1899221,181.1875
173.6943745,172.5625
175.406878,168.29688
185.8432803,174.46875
189.789919,189.76562
190.4776594,194.60938
191.4535149,190.1875
178.2771876,181.15625
163.8857026,172.4375
163.6709404,166.42188
156.4138283,163
162.6598438,166.625
166.3089021,175.89062
177.8492152,180.95312
182.6564056,180.15625
169.8120309,177.0625
172.3749186,175.45312
170.79125,179.375
206.6396877,212.25
260.46641,262.92188
301.8204682,306.8125
351.8428126,331.96875
351.3590616,347.03125
350.2512495,344.09375
336.6728123,325.28125
315.3385949,307.65625
323.1832846,330.35938
357.4109408,367.04688
369.6173439,376.375
367.708122,358.45312
327.8425043,325.42188
302.2809343,292.20312
282.7676561,267.8125
276.671565,260.79688
256.1741409,262.46875
248.2412504,251.34375
234.5711679,235.07812
210.5867961,218.21875
205.5785196,203.17188
190.186091,190.76562
185.4918754,181.40625
174.8209372,174.625
169.531643,169.85938
166.8460154,166.375
156.2610154,163.875
167.1544511,163.76562
178.2827374,163.48438
190.3802309,177.76562
239.6327377,239.17188
289.3034339,302.57812
304.7181221,316.26562
298.0365642,297.23438
285.033438,268.65625
